AnimalID,breed,sex,receiptnumber,dateimpounded,name,dispositiondate,color,approxweight,agecategory,source,status
6214,border collie mix,f,nc,2002-02-17,goggle,unknown,"['black', 'white']",unknown,unknown,brought-in,redeemed
6218,labrador mix,f,"11830,jc",2002-03-05,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
6222,rotty (with full tail),m/n,unknown,2000-05-28,harry wong,unknown,"['black', 'tan']",unknown,unknown,brought-in,transferred
6223,keeshound mix,m/n,unknown,2001-02-14,dexter,unknown,['tri-color'],unknown,unknown,complaint,transferred
6224,rotty,m/n,11848 ar,2001-12-05,nicholas,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
6225,pitbull mix,m/n,"11836,mc",2002-03-07,buddy,unknown,['black'],unknown,unknown,police-day,redeemed
6226,bull terrier,f/s,"15118,js",2002-03-07,casey,unknown,['tri color'],unknown,unknown,spca,redeemed
6229,maltese,f,11839 lf,2002-03-08,unknown,unknown,['white'],unknown,unknown,police-day,redeemed
6230,pit mix,f/s,"15104,bc",2000-08-27,sass,unknown,"['black', 'white']",unknown,unknown,spca,sold
6231,poodle,m/n,"11837,mc",2002-03-09,tigars,unknown,['grey'],unknown,unknown,holding stray,redeemed
6232,rott mix pit,f,11840-tu,2002-03-10,unknown,unknown,"['brown', 'some brindle']",unknown,unknown,holding stray,redeemed
6235,staffie  mix,m/n,11849 bp6,2002-02-14,pacer,unknown,['brindle'],unknown,unknown,holding stray,sold
6242,shepherd mix,m,15107 lf,2002-03-14,colby,unknown,['tan'],unknown,unknown,holding stray,redeemed
6245,rottweiler,f,"15003,mc",2002-03-14,sasha,unknown,"['black', 'tan']",unknown,unknown,police-night,redeemed
6246,boxer mix,f/s,"12554,mb",2002-03-14,alabama,unknown,"['brindle', 'brown']",unknown,unknown,holding stray,redeemed
6252,finnish spitz,f/s,15108 nm,2002-03-21,princess,unknown,['white'],unknown,unknown,brought-in,sold
6253,lab,m/n,"15111,mc",2002-03-22,mac,unknown,['black'],unknown,unknown,holding stray,redeemed
6256,cane corso?,f,15114 bp6,2002-03-25,unknown,unknown,"['black', 'brindle']",unknown,unknown,complaint,redeemed
6258,rottweiller,f,15057jc8,2002-03-25,rio,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
6259,rottweiler mix mastiff,m/n,11819 nm,2001-08-25,kujo,unknown,"['brown', 'black']",unknown,unknown,owner-surrendered,sold
6261,terrier mix,m/n,15116 lf,2002-03-26,max,unknown,"['black', 'grey', 'white']",unknown,unknown,holding stray,redeemed
6262,terr mix shep,f,15060 bc3,2002-03-26,lady,unknown,"['black', 'tan', 'white paws']",unknown,unknown,holding stray,redeemed
6266,husky,m,15061 bp6,2002-03-27,shamus,unknown,"['brown', 'white']",unknown,unknown,holding stray,redeemed
6269,rottweiler,f,15121.mc,2002-03-28,sasha,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
6273,lab mix shepherd (pup),m,"11832,bp",2002-02-27,elliott,unknown,['tan'],unknown,unknown,brought-in,sold
6280,west highland terrier,f,"11826,np",2002-03-01,cindy,unknown,['white'],unknown,unknown,holding stray,redeemed
6283,lab mix  (no tail),f,"11838,mc",2002-03-02,baby,unknown,['tan'],unknown,unknown,other,redeemed
6284,st bernard mix,m,11829 bc3,2002-03-03,bee bee,unknown,['brown'],unknown,unknown,brought-in,redeemed
6291,hound  mix (pup),f,"15014,ks",2002-04-13,halima,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
6292,pitbull mix,m/n,15140 nm,2001-05-11,lee,unknown,"['black', 'white chest', 'paws']",unknown,unknown,complaint,sold
6295,husky/heeler puppy (?),m,"15089, ks",2002-04-13,charlie,unknown,"['white', 'grey patches']",unknown,unknown,holding stray,sold
6296,shepherd (pup),m,15080 jc,2002-04-15,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
6305,shih tzu,f,"15201,mc",2002-04-19,pepper,unknown,['white'],unknown,unknown,holding stray,redeemed
6312,apbt,m/n,"15088,nm",2001-12-17,tank,unknown,"['beige', 'white']",unknown,unknown,holding stray,sold
6313,am staff terrier mix,m/n,"15012,mc",2001-10-25,zeus/nello,unknown,"['black', 'white']",unknown,unknown,spca,sold
6314,am staff terrier,m/n,"15078,lf",2001-11-30,bryson (murphy),unknown,"['black', 'white']",unknown,unknown,owner-surrendered,sold
6315,dalmatian mix,m/n,"15011,mc",2001-11-30,winston,unknown,"['white', 'black']",unknown,unknown,brought-in,sold
6316,rott mix,m/n,15015 ar,2002-04-20,george,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
6324,pomeranian,m,"15134,js",2002-03-30,jay,unknown,['tan'],unknown,unknown,holding stray,sold
6331,pitbull,m/n,15129 ar,2002-04-03,ruby,unknown,['blonde'],unknown,unknown,police-day,redeemed
6340,dalmatian,f,15133 ar,2002-04-05,unknown,unknown,"['black', 'white']",unknown,unknown,holding stray,redeemed
6344,shiba inu mix,f/s,15142 bc3,2002-04-06,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
6348,lab,m/n,15145-bl,2002-04-07,twos,unknown,['black'],unknown,unknown,spca,redeemed
6356,labrador,m/n,15083 bc3,2002-04-08,jack,unknown,['black'],unknown,unknown,holding stray,redeemed
6358,shep mix,f/s,15149wrs,2002-04-08,sonny,unknown,"['tan', 'white']",unknown,unknown,holding stray,redeemed
6361,mini schnauzer (pup),m,15069 lf,2002-04-10,jello,unknown,"['grey', 'black']",unknown,unknown,holding stray,redeemed
6363,lab mix,f/s,15064 nm,2002-04-10,brandy mae,unknown,['black'],unknown,unknown,police-day,redeemed
6364,retriever,m/n,15066 nm,2002-04-10,bailey,unknown,['gold'],unknown,unknown,complaint,redeemed
6365,lab mix,f,15067 nm,2002-04-10,nguzu,unknown,['black'],unknown,unknown,patrol,redeemed
6367,long haired shep.,f,15070-tu,2002-04-11,chili,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
6370,lab mix border collie,m,nc,2002-04-23,chancy,unknown,"['black', 'white']",unknown,unknown,spca,redeemed
6373,american eskimo mix spitz,m/n,"15210,dt",2002-05-06,assprki,unknown,['white'],20lbs,unknown,holding stray,redeemed
6377,lab mix,f,"15217,km",2002-05-07,charlotte,unknown,['black'],50 lb,unknown,holding stray,redeemed
6378,lab mix rott (?),m/n,15206 lf,2002-03-07,monty,unknown,['red'],unknown,unknown,brought-in,sold
6381,pit mix,m/n,"12557,mb",2002-05-07,capone,unknown,['black'],unknown,unknown,holding stray,redeemed
6382,shepherd mix,f,15047 bc3,2002-05-07,unknown,unknown,"['brown', 'black']",70 lbs,unknown,holding stray,redeemed
6384,hound mix terrier,f/s,"15098,mc",2002-03-10,zena,unknown,"['black', 'brown']",unknown,unknown,holding stray,sold
6386,chow,m/n,15100 bc3,2002-02-12,bilbo(thunder),unknown,['brown'],unknown,unknown,complaint,sold
6389,shepherd mix,m/n,13021 nm,2001-02-28,sparky(charlie),unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
6392,pekingese,f,15032 bc3,2002-04-25,tilly,unknown,['black'],5,unknown,police-day,sold
6397,collie mix,m,"15219,np",2002-05-12,omar,unknown,"['black', 'tan']",70 lbs.,unknown,police-emergency,redeemed
6398,shep mix rotty,f/s,"12223,15038",2001-05-31,mia,unknown,"['black', 'tan']",unknown,unknown,holding stray,adoptable
6399,pitbull,m/n,"15214,lf",2001-10-25,rascal,unknown,"['brown', 'white']",unknown,unknown,brought-in,sold
6400,rott mix lab,m/n,13009 lf,2001-07-23,ben,unknown,['black'],unknown,unknown,spca,sold
6407,aussie shepherd,m/n,15037 nm,2002-04-23,regis,unknown,"['liver', 'white', 'tan']",45,unknown,brought-in,sold
6408,lh shep mix collie,f/s,15212 bc 3,2002-04-24,zoe,unknown,"['black', 'tan']",55,unknown,police-day,sold
6412,lab,m/n,15223-tu,2002-05-14,buddy,unknown,['chocolate'],85lbs,unknown,brought-in,redeemed
6422,mini schnauzer,m/n,"15246,np",2002-05-26,tucker,unknown,"['salt', 'pepper']",12 lbs,unknown,brought-in,redeemed
6425,pitbull,m,15250 bc3,2002-05-26,unknown,unknown,"['white', ' brown patch on back']",65,unknown,police-night,redeemed
6429,rotty mix (pup),f,"15229,mc",2002-05-17,josephine,unknown,"['black', 'tan']",25lbs,unknown,patrol,redeemed
6430,lab mix collie,f/s,"15233,js",2002-05-17,puppy,unknown,"['tan', 'white']",35 lbs,unknown,patrol,redeemed
6432,heeler mix husky  (pup),m,13008 nm,2002-05-18,spike,unknown,"['white', 'grey']",9  lbs,unknown,owner-surrendered,sold
6435,chickens,f,n/c,2002-05-01,"colonel, chubby & churches",unknown,['tan'],1/2 pound,unknown,holding stray,transferred
6450,husky mix,f/s,"13152,jc",2002-05-04,lucy,unknown,['brown'],50,unknown,owner-surrendered,sold
6455,pitbull,f,13154 bp6,2002-05-29,mimi,unknown,"['black', 'white']",unknown,unknown,complaint,redeemed
6456,pitbull mix,m,13154 bp6,2002-05-29,spike,unknown,['tan'],unknown,unknown,complaint,redeemed
6457,retriever,m/n,13017jc8,2002-05-29,unknown,unknown,['golden'],unknown,unknown,holding stray,redeemed
6459,pitbull puppy,m,"13154,bp",2002-05-29,unknown,unknown,"['black', 'white']",unknown,unknown,complaint,redeemed
6461,greyhound mix,m/n,"13027,da",2002-05-31,malone,unknown,"['white', 'white spot']",unknown,unknown,holding stray,redeemed
6463,shiba inu mix,f,13013 lf,2002-05-20,lucy,unknown,['tan'],40 lbs,unknown,other,sold
6464,shih tzu,f,13018jc8,2002-05-21,unknown,unknown,"['black', 'white']",8,unknown,police-emergency,sold
6469,rottweiler,f,15238 bp6,2002-05-23,lulu,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
6471,shep mix,m,unknown,2002-04-11,elmer,unknown,"['black', 'tan']",unknown,unknown,police-day,passed away
6473,labrador,m,"15026,lf",2002-04-30,unknown,unknown,['black'],unknown,unknown,brought-in,redeemed
6478,border collie,f,15244 ar15,2002-05-24,molly,unknown,"['black', 'white']",30lbs,unknown,holding stray,redeemed
6479,terrier mix,m/n,n/c,2002-05-24,cheemo,unknown,"['grey', 'black']",15,unknown,holding stray,ride home free
6484,am bulldog,m/n,13036 bc3,2002-06-01,naughty,unknown,"['white', 'tan spots']",65 lbs,unknown,police-night,redeemed
6489,rottweiler mix,m/n,unknown,2002-06-04,jermaine,unknown,"['brown', 'black']",65,unknown,holding stray,transferred
6492,pitbull,f,"13037,mc",2002-06-05,tia,unknown,"['red', 'white']",unknown,unknown,holding stray,redeemed
6494,beagle mix lab,m/n,13176-mc#7,2002-05-08,sam,unknown,"['black', 'white']",35 lbs,unknown,holding stray,redeemed
6499,shepherd (pup),m,"13165,mc",2002-04-18,hawkeye,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
6501,collie,f,"13044,km",2002-06-07,kino,unknown,"['black', 'white', 'tan']",70 lb,unknown,holding stray,redeemed
6503,sheltie mix shep  (pup),f/s,13172 bc3,2002-06-08,chloe,unknown,"['brown', 'tan']",unknown,unknown,brought-in,sold
6507,pitbull mix,m/n,13034 bp6,2001-12-19,miko,unknown,['tan'],50,unknown,police-day,sold
6508,shep mix husky,m/n,unknown,2002-01-27,taz,unknown,['tan'],80,unknown,holding stray,transferred
6512,shep,m/n,ncwrs,2002-06-11,captain,unknown,"['black', 'tan']",80,unknown,unknown,redeemed
6514,bouvier,m/n,13207-tu,2002-06-12,nelson,unknown,['black'],unknown,unknown,holding stray,redeemed
6516,silky terrier,m,13161 ar,2002-06-12,cookie,unknown,['white'],10lbs,unknown,police-day,redeemed
6521,lab cross,f,13162 ar,2002-06-12,unknown,unknown,['black'],50,unknown,holding stray,redeemed
6524,nsdt retreiver,m,13163wrs,2002-06-13,tiberius,unknown,"['rust', 'white']",35 lbs.,unknown,police-day,redeemed
6527,bulldog,m,nc,2002-06-14,eagle,unknown,"['fawn', 'white']",unknown,unknown,complaint,ride home free
6531,shep mix,m,13168 bc3,2002-06-17,rowdey,unknown,"['black', 'tan']",50,unknown,police-emergency,redeemed
6540,cairn terrier,m/n,13175 dt,2002-06-20,toby,unknown,['white'],unknown,unknown,holding stray,redeemed
6542,shepherd,f,13205wrs,2002-06-23,unknown,unknown,['sable'],100,unknown,holding stray,redeemed
6545,labrador,m/n,"13186,mc",2002-06-26,sunny,unknown,['black'],70 lbs,unknown,holding stray,redeemed
6551,dane mix,f/s,"13049,mc",2002-05-28,anika,unknown,['brown'],25,unknown,holding stray,sold
6552,dane mix,m/n,13157 bc3,2002-05-28,andy,unknown,['brindle'],30,unknown,holding stray,sold
6555,rotty mix,m/n,nc,2002-06-28,cirby,unknown,"['black', 'tan']",100 lbs.,unknown,holding stray,ride home free
6556,labrador mix,m/n,"13190,np",2002-06-29,kenny,unknown,['black'],70lbs,unknown,police-day,redeemed
6557,shep mix rotty,m,nc,2002-05-31,unknown,unknown,"['black', 'grey', 'white']",70lbs,unknown,police-day,redeemed
6561,airedale mix,f,"13189,da",2002-06-29,delihla,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
6564,min pin,m/n,"13043,km",2002-05-31,joey,unknown,['brown'],10 lb,unknown,holding stray,sold
6566,husky mix malamute,m,"13213,da",2002-07-03,nidnick,unknown,"['black', 'grey', 'white']",70-80lbs.,unknown,holding stray,redeemed
6567,pitbull,f/s,13040-tu,2002-04-10,chyna,unknown,['white'],45,unknown,brought-in,sold
6568,min pin,f,unknown,2002-06-19,unknown,unknown,"['black', 'tan']",6 lb,unknown,brought-in,redeemed
6569,min pin,m/n,18868 lf,2002-06-25,rocky,unknown,['tan'],8,unknown,holding stray,redeemed
6575,pitbull mix,m/n,13304 bc3,2002-07-09,muffy,unknown,"['black', 'white']",45 lb,unknown,brought-in,redeemed
6578,pitbull,m,13305 ar,2002-07-10,unknown,unknown,['red'],unknown,unknown,unknown,redeemed
6580,rottweiler,f,13306 bc3,2002-07-10,unknown,unknown,"['black', 'tan']",65,unknown,police-day,redeemed
6581,pit bull,f,13229 ar,2002-07-10,unknown,unknown,['brown brindle'],40 - 50 lbs.,unknown,police-day,redeemed
6586,ridgeback mix,m,unknown,2002-07-13,unknown,unknown,['tan'],65 lbs.,unknown,brought-in,transferred
6588,chow,m,"13330,da",2002-07-13,woobear,unknown,['tan'],50lbs.,unknown,holding stray,redeemed
6590,shep,f/s,unknown,2002-07-14,unknown,unknown,"['black', 'tan']",unknown,unknown,police-day,ride home free
6597,malamute mix shep,m,13319 bc3,2002-07-14,guss,unknown,"['tan', 'black', 'grey']",90 lbs,unknown,holding stray,redeemed
6600,rottweiller,f/s,"13239,mc",2002-06-11,amelia,unknown,"['black', 'tan']",40lbs.,unknown,police-night,sold
6604,setter mix lab   (pup),f,"13323,bc",2002-07-14,cookie,unknown,"['black', 'white']",15 lbs,unknown,patrol,redeemed
6605,shepherd mix,m,13318 bc3,2002-07-15,jake,unknown,"['black', 'brown']",70,unknown,brought-in,redeemed
6606,rottweiler,f/s,13325 ar,2002-04-02,josie,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
6609,shep mix,m/n,13225 nm,2002-07-17,unknown,unknown,"['black', 'tan']",50 mlbs.,unknown,police-night,redeemed
6610,pit mix lab,m/n,spca,2002-07-17,unknown,unknown,['tan'],40 lbs.,unknown,police-day,transferred
6611,rottweiler,f,"13331,da",2002-07-18,sheena,unknown,"['black', 'tan']",70 lbs,unknown,complaint,redeemed
6614,shepherd,f/s,"13327,cj",2002-07-19,tazman,unknown,"['black', 'tan']",75lbs.,unknown,holding stray,redeemed
6615,german shepherd,m,"13328,km",2002-07-19,unknown,unknown,['black'],80 lbs,unknown,holding stray,redeemed
6616,sheltie,m/n,"13332,da",2002-07-19,bear,unknown,['tri'],25 lbs,unknown,holding stray,redeemed
6619,husky,f,"13337,da",2002-07-19,glacier,unknown,"['black', 'silver', 'grey']",55 lbs,unknown,holding stray,redeemed
6622,beagle mix,m/n,"13195,jc",2002-06-22,liam,unknown,"['black', 'a bit of white']",20,unknown,brought-in,sold
6624,malamute,m/n,13338 wrs,2002-07-20,chainsaw,unknown,"['black', 'grey', 'white']",100lbs.,unknown,police-day,redeemed
6626,husky?,m/n,13345 nm,2002-07-21,cooley,unknown,['pure white'],80 lbs,unknown,brought-in,redeemed
6630,yorkie terrier,f/s,"13342,mc",2002-07-23,baby,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
6631,shep,f/s,"13197,ks",2002-06-25,jessee,unknown,"['black', 'tan']",40 lbs,unknown,spca,sold
6632,pitbull mix,f/s,"13235,mc",2002-06-27,patzy (formerly tia),unknown,['brown'],unknown,unknown,owner-surrendered,sold
6634,akita mix,m,"13339,da",2002-07-22,heat,unknown,"['black', 'tan']",90 lbs.,unknown,holding stray,redeemed
8772,labrador mix pointer,m/n,unknown,2004-03-21,baxter,unknown,"['black', 'grey on chest']",40lbs,unknown,holding stray,ride home free
8773,rottweiler,m/n,"14039,bc",2004-01-02,snoopy,unknown,"['black', 'tan']",100 lbs,unknown,brought-in,ride home free
8775,retriever mix,m/n,unknown,2004-02-23,wiggles,unknown,['gold'],40 lbs,unknown,holding stray,ride home free
8779,terrier mix,f,15290 ks,2004-06-08,honey,unknown,"['tan', 'white']",7lbs,unknown,holding stray,redeemed
8783,pointer mix,f/s,unknown,2004-01-23,jane,unknown,"['liver', 'grey']",unknown,unknown,police-day,ride home free
8784,shep mix collie,m,ok,2003-11-25,askim,unknown,"['tan', 'white']",80 lb.,unknown,holding stray,ride home free
8794,german shepherd,m/n,unknown,2003-11-29,charlie,unknown,"['black', 'tan']",unknown,unknown,police-day,ride home free
8795,spaniel,m/n,n/c,2003-12-01,ah fook,unknown,['black'],30 lb,unknown,brought-in,ride home free
8799,husky mix,m/n,unknown,2004-01-26,tee,unknown,"['tan', 'white', 'black']",60 lbs,unknown,holding stray,ride home free
8804,poodle,f,15295 ar,2004-06-09,unknown,unknown,['white'],unknown,unknown,holding stray,redeemed
8805,border collie mix,m/n,"15570,mc",2004-06-09,casey,unknown,"['black', 'white']",20 lbs,unknown,police-day,sold
8809,shih tzu,m/n,"15569,mc",2004-06-10,sweety,unknown,"['black', 'white']",unknown,unknown,holding stray,redeemed
8811,labrador,f,rhf,2004-06-30,hunter,unknown,['black'],50lbs,unknown,brought-in,ride home free
8812,poodle (min),m/n,13821 aco21 gp,2004-06-30,shadow,unknown,['black'],10,unknown,holding stray,redeemed
8813,shep mix lab,m/n,bc3,2004-06-30,scout,unknown,['blonde'],30 lbs,unknown,brought-in,ride home free
8816,miniature schnauzer,m,unknown,2004-01-29,bagel,unknown,"['silver', 'white']",20lbs,unknown,complaint,ride home free
8819,husky mix,m/n,unknown,2004-03-25,mick,unknown,"['black', 'white']",50lbs,unknown,holding stray,ride home free
8820,retriever,m/n,unknown,2004-04-13,jake,unknown,['tan'],80lbs.,unknown,holding stray,ride home free
8821,retriever,m/n,unknown,2004-04-13,shadow,unknown,['tan'],70lbs.,unknown,holding stray,ride home free
8823,jack russell terrier,m/n,"15552,gp",2004-06-10,mack,unknown,"['tan', 'white']",15 lbs,unknown,complaint,redeemed
8824,yorkie mix,m/n,mc,2004-06-11,ninja,unknown,"['brown', 'black']",15 lbs,unknown,holding stray,ride home free
8828,yellow lab,m/n,unknown,2004-04-14,roame,unknown,['tan'],70lbs.,unknown,holding stray,ride home free
8830,beagle,f/s,ks19,2004-06-11,hanna,unknown,"['black', 'brown', 'white']",20 lbs,unknown,holding stray,ride home free
8832,cocker spaniel  mix,m,"12990,np",2004-06-12,bobo,unknown,['tan'],20lbs.,unknown,holding stray,redeemed
8834,labrador,m/n,unknown,2004-04-22,charlie,unknown,['black'],60,unknown,complaint,ride home free
8835,lab,m/n,unknown,2004-04-22,runner,unknown,['yellow'],unknown,unknown,holding stray,ride home free
8836,pitbull,f/s,unknown,2004-04-23,bonnie,unknown,"['tan', 'white']",50lbs,unknown,holding stray,ride home free
8840,rotty,m,15298km,2004-05-21,hercules,unknown,"['black', 'tan']",100lbs.,unknown,complaint,redeemed
8846,border collie mix,f/s,unknown,2004-04-26,punky,unknown,"['black', 'white']",40lbs.,unknown,unknown,ride home free
8849,pitbull,f,15557jc8,2004-06-14,kaos,unknown,['black'],60,unknown,police-night,redeemed
8850,labrador mix,m/n,15556 bc3,2004-06-14,merlin,unknown,"['black', 'white']",65lbs,unknown,holding stray,redeemed
8860,shep,m/n,unknown,2004-04-29,skilo,unknown,['tan'],unknown,unknown,holding stray,ride home free
8865,mini poodle,f/s,15585 bc3,2004-06-15,turtle,unknown,['grey'],5,unknown,brought-in,sold
8866,husky mix,f,15564 ar,2004-06-15,sara,unknown,['tri colour'],60lbs.,unknown,holding stray,redeemed
8867,corgi  mix shep,m/n,bc3,2004-04-29,mylo,unknown,"['tan', 'black']",30 lbs,unknown,police-day,ride home free
8868,boston terrier,f,unknown,2004-05-12,hola,unknown,"['black', 'white']",3-4lbs.,unknown,holding stray,ride home free
8874,chihuahua,m,"15575,mc",2004-06-17,kiki,unknown,['tan'],10lbs,unknown,holding stray,redeemed
8876,viszla,f,dt,2004-06-17,lilu,unknown,['tan'],35 lbs,unknown,holding stray,ride home free
8881,pitbull,m,unknown,2004-04-18,buds,unknown,['black'],unknown,unknown,holding stray,ride home free
8885,collie mix,m/n,n/c,2004-03-02,quartz,unknown,"['white', 'tan']",50lbs.,unknown,holding stray,ride home free
8886,pitbull mix,m/n,unknown,2004-03-28,unknown,unknown,"['black', 'white']",40lbs.,unknown,holding stray,ride home free
8888,presno mix mastiff,m,15576gp,2004-06-18,unknown,unknown,['brindle'],100 lbs,unknown,complaint,redeemed
8889,shih tzu,m/n,06kd,2004-06-18,monty,unknown,"['black', 'white']",20,unknown,holding stray,ride home free
8892,golden retriever,m,mc,2004-06-19,bode,unknown,['blonde'],75 lbs,unknown,holding stray,ride home free
8893,doberman,m/n,"15577,mc",2004-06-19,rook,unknown,"['brown', 'tan']",65lbs,unknown,police-night,redeemed
8897,rottweiler,m,15262 ar,2004-06-01,unknown,unknown,"['black', 'tan']",120lbs,unknown,holding stray,redeemed
8899,bassett mix,m/n,"15284, ar",2004-06-01,simba,unknown,"['black', 'brown', 'white']",30,unknown,owner-surrendered,sold
8902,cocker spaniel,m/n,unknown,2004-06-02,tubby,unknown,['tan'],35lbs,unknown,holding stray,ride home free
8903,shepherd,m/n,15583-af,2004-06-03,jack (zulu),unknown,['black'],100lbs,unknown,holding stray,sold
8908,labrador mix,f/s,frh,2004-04-20,samantha,unknown,['yellow'],60,unknown,holding stray,ride home free
8910,english setter,m/n,unknown,2004-05-15,oliver,unknown,"['white', 'red speckles']",unknown,unknown,brought-in,ride home free
8911,beagle,f/s,km,2004-06-20,tina,unknown,['tri'],unknown,unknown,holding stray,ride home free
8912,terrier mix,m,15581 ar,2004-06-21,jay,unknown,['tan'],10 lbs,unknown,holding stray,redeemed
8913,shep,m/n,15578 ar,2004-06-21,rolly,unknown,"['black', 'tan']",80lbs,unknown,other,redeemed
8915,shep,m/n,15578 ar,2004-06-21,al,unknown,['white'],80lbs,unknown,other,redeemed
8920,lab,m/n,unknown,2004-06-22,bluey,unknown,['black'],90 lbs.,unknown,complaint,ride home free
8921,rott,f,15584 kd,2004-06-23,riley,unknown,"['black', 'tan']",75,unknown,police-day,redeemed
8922,shep,m/n,15578,2004-06-21,unknown,unknown,['white'],unknown,unknown,unknown,redeemed
8925,english bulldog,m,mc,2004-06-03,mr higgins,unknown,"['white', 'brown']",40lbs,unknown,holding stray,ride home free
8926,golden retriever,m/n,15270-tu,2004-06-04,caleb,unknown,['blonde'],60,unknown,police-night,redeemed
8935,shepherd mix,f,15501 kd,2004-06-24,unknown,unknown,['white'],70 lbs,unknown,police-day,redeemed
8945,staffordshire terrier,m,bc3,2004-05-23,dino,unknown,"['black', 'white brindle']",70 lbs,unknown,police-emergency,ride home free
8949,chesapeke bay retriever,f/s,mc,2004-06-27,ruby,unknown,['brown'],unknown,unknown,holding stray,ride home free
8952,bernese mix shepherd,m,bc3,2004-05-30,tenzing,unknown,"['black', 'white', 'brown']",65lbs,unknown,holding stray,ride home free
8957,welsh corgi,m/n,unknown,2004-04-19,bailey,unknown,['brown'],30lbs.,unknown,holding stray,ride home free
8958,doberman,m/n,"15597,bs",2004-04-21,boris,unknown,['red'],80 lbs,unknown,police-day,sold
8959,lab mix,m/n,15586-tu,2004-05-15,cole,unknown,['black'],50lbs,unknown,brought-in,sold
8960,shih tzu,f/s,15452 ks,2004-06-27,bonny,unknown,"['grey', 'white']",15 lbs,unknown,holding stray,redeemed
8962,newfoundland mix husky,f/s,15596-tu,2004-06-27,cyan,unknown,"['black', 'white']",95lbs,unknown,complaint,redeemed
8964,border collie mix,f,unknown,2004-03-30,laxia,unknown,"['black', 'white']",70 lbs,unknown,holding stray,ride home free
8965,lab mix ret.,m/n,unknown,2004-04-01,love,unknown,"['red', 'whte']",50lbs.,unknown,holding stray,ride home free
8969,lab,f/s,unknown,2004-04-21,lady,unknown,['choco lab'],60lbs.,unknown,holding stray,ride home free
8970,chesapeake mix,f/s,unknown,2004-05-15,tasha,unknown,['brown'],50lbs.,unknown,holding stray,ride home free
8972,golden retriever,m/n,15598jf,2004-06-28,shadow,unknown,['gold'],90 lbs.,unknown,holding stray,redeemed
8973,shepherd  mix,m/n,mc,2004-05-26,amigo,unknown,"['brown', 'brindle']",95 lbs,unknown,holding stray,ride home free
8978,lab mix,m/n,unknown,2004-06-29,winston,unknown,"['red', 'blonde']",65 lbs,unknown,brought-in,ride home free
8979,husky mix shep,m/n,15301 bc3,2004-06-29,cai,unknown,"['black', 'cream']",unknown,unknown,brought-in,redeemed
8980,pekingese mix,f,15299wrs,2004-06-05,unknown,unknown,"['tan', 'beige', 'white']",5 lbs,unknown,brought-in,redeemed
8982,shepherd mix collie,m,15501 kd,2004-06-24,unknown,unknown,"['black', 'tan']",65 lbs,unknown,police-day,redeemed
8983,golden retriever,f,ks19,2004-05-24,snowy,unknown,['blonde'],50 lbs,unknown,holding stray,ride home free
8984,german shepherd dog,m,15282jc8.,2004-05-28,johnny,unknown,"['black', 'tan']",70 lbs,unknown,complaint,ride home free
8985,husky mix,f/s,unknown,2004-05-16,anna,unknown,['gold'],unknown,unknown,holding stray,ride home free
8989,shepherd mix akita,m,15474 kd,2004-07-05,chomper,unknown,"['black', ' cream']",unknown,unknown,brought-in,redeemed
8991,pitbull  mix  staffie,f,15462jf,2004-07-05,asia,unknown,"['tan', 'white']",50lbs,unknown,unknown,redeemed
8995,shih tzu,f/s,15464 15465,2004-07-06,britney,unknown,"['brown', 'white', 'black']",unknown,unknown,unknown,redeemed
8997,shepherd mix,m,15425jc8,2004-07-06,churchill,unknown,"['black', 'tan']",55 lbs,unknown,holding stray,ride home free
8999,dachsund,m,15306 bc3,2004-07-07,kimmy,unknown,['tan'],4 lbs,unknown,holding stray,redeemed
9005,border collie,m/n,"15472,mc",2004-07-08,mickey,unknown,"['black', 'white']",50 lbs,unknown,holding stray,redeemed
9010,siberian husky,m/n,nc,2004-07-08,sawyer,unknown,"['tan', 'white']",40 lbs,unknown,other,redeemed
9011,labrador,f/s,15476 kd,2004-07-09,gaelle,unknown,['black'],55 lbs,unknown,holding stray,redeemed
9012,german shepherd mix,m/n,ks19,2004-07-09,blue,unknown,['tan'],65 lbs,unknown,holding stray,ride home free
9018,collie mix,f,"14359,np",2004-07-10,maggie,unknown,"['black', 'white', 'brown']",70lbs,unknown,holding stray,redeemed
9021,husky mix,m,15308 bc3,2004-07-12,ceto,unknown,"['grey', 'tan']",60lbs,unknown,complaint,redeemed
9024,husky,f,"15414,mc",2004-07-12,frankie,unknown,"['black', 'white']",45 lbs,unknown,holding stray,redeemed
