AnimalID,breed,sex,receiptnumber,dateimpounded,name,dispositiondate,color,approxweight,agecategory,source,status
6688,pit bull mix,f/s,13365 ar15.,2002-08-07,sheila,unknown,"['black', 'white']",40 lbs.,unknown,holding stray,redeemed
6690,chow,m,"13371,mc",2002-08-07,truffles,unknown,['tan'],40 lbs,unknown,police-day,redeemed
6692,shih tzu,f/s,13369 ar15,2002-08-08,ping ping,unknown,"['brown', 'white']",12 lbs,unknown,spca,redeemed
6694,lab mix,f,13255 bc3,2002-08-09,fiona,unknown,"['black', 'white']",40 lbs,unknown,brought-in,sold
6695,shep mix,f,13393 bc3,2002-08-11,nikita,unknown,"['black', 'tan', 'white']",45 lbs,unknown,brought-in,redeemed
6697,lab mix bat,f,13380wrs,2002-08-12,karma,unknown,['black'],50 lbs,unknown,holding stray,redeemed
6698,pekingese,m/n,13267 ar15,2002-08-13,toothpick,unknown,"['sable', 'white']",40 lbs,unknown,brought-in,sold
6699,pitbull mix,f/s,nc,2002-08-12,maggie,unknown,"['black', 'white']",50,unknown,holding stray,ride home free
6702,shep mix,f/s,"13270,mc",2002-08-13,charlotte,unknown,"['black', 'tan']",60lbs,unknown,holding stray,sold
6703,shep mix husky,m,"13382,cj",2002-08-14,max,unknown,"['brown', 'tan']",40 lbs. (20 kgs.),unknown,holding stray,redeemed
6704,cattle dog,m/n,"13385,gp",2002-08-14,tucker,unknown,['brindle'],65 lbs,unknown,brought-in,redeemed
6711,shih tzu,m,"13256,mc",2002-08-15,tucker,unknown,"['black', 'white']",16.8 lbs,unknown,owner-surrendered,sold
6718,lab mix,m/n,"13390,np",2002-08-18,buster,unknown,"['black', 'white streak']",50lbs.,unknown,brought-in,redeemed
6720,chow,m/n,13392 lf,2002-08-19,max,unknown,"['brown', 'rust']",50lbs,unknown,spca,ride home free
6726,rottweiler,f/s,unknown,2002-08-20,buddie,unknown,"['black', 'tan']",75 lbs,unknown,holding stray,ride home free
6727,staff mix rotty,m,13264-tu,2002-08-20,buddie,unknown,['brindle'],65,unknown,brought-in,redeemed
6729,shep,m/n,"13377,mc",2002-06-20,axel,unknown,"['black', 'tan']",75,unknown,complaint,sold
6732,boxer (long tail),f,unknown,2002-08-21,cassius,unknown,"['white', 'black spots']",unknown,unknown,holding stray,ride home free
6735,lab mix,f,unknown,2002-08-23,suvanna,unknown,['black'],45 lbs,unknown,brought-in,transferred
6737,labrador mix,m/n,"13259,mc",2002-08-23,chewbaka,unknown,['blonde'],85lbs,unknown,brought-in,redeemed
6750,collie mix shep,m,unknown,2002-08-30,andrew,unknown,['black'],40 lbs,unknown,police-night,transferred
6754,labrador mix,f/s,"13355,mc",2002-07-31,nikki,unknown,"['black', 'white']",80lbs,unknown,complaint,redeemed
6761,maltipoo,m/n,"13373,mc",2002-08-02,willy,unknown,"['beige', 'brown']",4-5 lbs,unknown,holding stray,sold
6763,lhasa  mix,m/n,unknown,2002-08-02,unknown,unknown,"['dirty beige', 'some black']",35 lbs,unknown,brought-in,transferred
6765,doby mix,m/n,13603 lf,2002-08-04,regis,unknown,"['black', 'red']",70,unknown,unknown,sold
6766,tibetan spaniel,m/n,13376 ar15,2002-08-06,ben,unknown,"['brown', 'tan', 'black']",unknown,unknown,owner-surrendered,sold
6767,shep mix pitbull,m,"13274,mc",2002-09-01,harley,unknown,['brindle'],30 lbs,unknown,brought-in,redeemed
6768,golden retiever mix,m/n,"13275,km",2002-09-01,bailey,unknown,['tan'],60lbs,unknown,brought-in,redeemed
6774,akita,m/n,unknown,2002-08-09,meeko,unknown,"['black', 'white', 'grey']",100lbs,unknown,holding stray,behavior
6777,shepherd mix,f/s,unknown,2002-04-18,pogey,unknown,['black'],unknown,unknown,complaint,transferred
6778,spaniel mix chi ???,f,unknown,2002-03-13,nippy,unknown,"['dirty white', 'black mask']",unknown,unknown,holding stray,transferred
6780,beagle,m,13297 bc3,2002-09-04,unknown,unknown,['tri colour'],30,unknown,holding stray,sold
6783,rotty,m,unknown,2002-09-05,unknown,unknown,"['black', 'tan']",60lbs.,unknown,brought-in,ride home free
6784,pug  mix,f/s,13613 ks,2002-09-05,zelda (now annie-jo),unknown,"['tan', 'black']",5 lb.,unknown,brought-in,sold
6790,lab mix,m,13284 da9,2002-09-06,pierre,unknown,['black'],40lbs,unknown,holding stray,redeemed
6791,rotty,m/n,"13282,mc",2002-09-06,nitro,unknown,"['black', 'brown']",90lbs.,unknown,holding stray,redeemed
6792,rotty,f/s,"13282,mc",2002-09-06,keisha,unknown,"['black', 'brown']",80lbs.,unknown,unknown,redeemed
6797,retreiver mix shep,f,13296 bc3,2002-09-07,unknown,unknown,"['black', 'tan', 'white']",110lbs.,unknown,holding stray,redeemed
6800,pit bull mix,m/n,13614wrs,2002-09-07,pepe,unknown,"['black', 'white']",35 lbs,unknown,police-night,sold
6802,lab mix,f/s,13289 km,2002-09-08,unknown,unknown,['blonde'],75,unknown,holding stray,redeemed
6808,terripoo,m,"13620, bs",2002-09-12,unknown,unknown,"['black', 'white on chest', 'chin']",12 lbs,unknown,holding stray,sold
6809,shih tzu,f,13299 wrs,2002-09-12,lacey,unknown,"['beige', 'white']",15 lbs,unknown,holding stray,redeemed
6818,shep mix,f/s,unknown,2002-09-14,china,unknown,"['black', 'tan']",unknown,unknown,holding stray,ride home free
6823,jack russell terrier,m/n,13652-gp#21,2002-09-16,unknown,unknown,['tri colour'],10lbs,unknown,unknown,sold
6826,lab mix shep,m/n,13630 dt,2002-08-27,jack,unknown,['black'],40lbs/20kgs.,unknown,holding stray,sold
6828,shepherd  mix,m/n,13617 bc3,2002-09-16,paxon,unknown,"['black', 'tan']",75,unknown,brought-in,redeemed
6833,wolfhound mix belgian shep ?,m/n,13648 dt #20,2002-09-18,kramer (was oliver),unknown,"['tan', 'black tips']",50,unknown,spca,sold
6834,pitbull,m,"13616, np",2002-09-19,kilo,unknown,"['brindle', 'white']",50,unknown,holding stray,redeemed
6835,shep,m/n,13649 dt #20,2002-09-19,jude,unknown,"['black', 'tan']",80 lbs,unknown,police-day,sold
6836,akita,m/n,13655 ks,2002-09-19,nova,unknown,"['brown', 'black', 'white']",70 - 80 lbs,unknown,police-day,sold
6841,aussie shep mix,f,"13628,js",2002-09-20,bindy,unknown,"['black', 'white', 'tan']",85lbs.,unknown,holding stray,redeemed
6843,lab,m/n,"13632, dt",2002-09-21,hershey,unknown,['chocolate'],unknown,unknown,holding stray,redeemed
6849,shepherd mix,m/n,"13287,np",2002-07-04,jamall,unknown,"['black', 'tan']",60 lbs,unknown,brought-in,sold
6851,rottweiler,f,13651wrs,2002-09-22,sheeba,unknown,"['black', 'tan']",80 lbs,unknown,holding stray,redeemed
6854,husky mix,f/s,13646-tu,2002-09-23,mya,unknown,"['black', 'grey', 'white']",30 lbs,unknown,unknown,redeemed
6856,am staff. terrier,m/n,unknown,2002-08-02,vinny,unknown,"['white', 'brindle']",80 lbs,unknown,holding stray,behavior
6858,collie mix,f/s,unknown,2002-09-26,raven,unknown,['black'],55lbs,unknown,police-emergency,ride home free
6859,rotty mix pit,m,"13650,gp",2002-09-26,bandit,unknown,"['black', 'tan', 'white']",35lbs.,unknown,holding stray,redeemed
6862,cocker spaniel,m/n,unknown,2002-09-27,beau,unknown,['tan'],25 lbs,unknown,brought-in,redeemed
6865,shepherd rotty mix,f,13659 bc3,2002-09-29,unknown,unknown,"['black', 'tan']",65 lbs,unknown,holding stray,redeemed
6867,pitbull,m,unknown,2002-09-30,thor,unknown,['white'],unknown,unknown,holding stray,ride home free
20567,pit bull,m,10 - 182812 - skj;,2010-04-08,tyson,2010-04-21,"['brown', 'white']",75,unknown,police-day,ride home free
20568,samoyed,m/n,10-181906-diak,2010-04-08,mantou,2010-04-08,['white'],45lbs,unknown,holding stray,redeemed
20572,jack russell,f,10-184278 daak,2010-04-08,nana,2010-04-29,"['white', 'tan']",10,unknown,transferred,sold
20573,terrier,m/n,10 - 183761,2010-04-08,scamp,2010-04-24,"['white', 'tan']",20,unknown,transferred,sold
20574,rottie mix lab,m/n,10-183125daak,2010-04-08,bentley,2010-04-16,['black'],85,unknown,transferred,sold
20575,shepherd mix,f/s,10-188508da - skj,2010-04-08,gypsy,2010-05-06,"['black', 'tan']",50,unknown,transferred,sold
20581,shih tzu,m,10 - 182692 -skj,2010-04-10,bently,2010-04-16,['tri colour'],10 lbs,unknown,holding stray,redeemed
20583,chihuahua,f/s,10-182374,2010-04-11,cheeka,2010-04-11,['tan'],7 lbs,unknown,brought-in,redeemed
20591,terrier mix,m,10 - 182626 - skj;,2010-04-12,lito,2010-04-13,['black'],10lbs,unknown,holding stray,redeemed
20594,border collie,f/s,unknown,2010-04-13,molly,2010-04-13,"['black', 'white']",50,unknown,complaint,ride home free
20599,german shepherd,f,10 - 182970,2010-04-15,sasha,2010-04-15,"['black', 'tan']",65 lbs,unknown,holding stray,redeemed
20601,pom,m,10 - 182986 - skj;,2010-04-15,voka,2010-04-16,['tan'],5 lbs,unknown,holding stray,redeemed
20605,golden ret,f/s,10-183096di - tu,2010-04-16,daisy,2010-04-16,['golden'],55 lbs,unknown,holding stray,redeemed
20607,labrador retriever mix,f,unknown,2010-04-16,gala,2010-04-16,['black (greying)'],70 lbs,unknown,holding stray,ride home free
20608,shihz tzu,m,10-183159 diak,2010-04-17,chico,2010-04-18,"['brown', 'white']",unknown,unknown,brought-in,redeemed
20610,labrador,m/n,n/c,2010-04-18,frank,2010-04-19,['black'],unknown,unknown,holding stray,ride home free
20611,malamute,m,di 10-183315,2010-04-19,rooster,2010-04-19,"['black', 'white']",50 lbs,unknown,brought-in,redeemed
20613,pomeranian,f/s,di 10-183313,2010-04-19,twinkey,2010-04-19,['black'],10 lbs,unknown,brought-in,redeemed
20614,labrador mix,f,di 10-183444,2010-04-19,chicka,2010-04-20,['tan'],22lbs,unknown,holding stray,redeemed
20616,shepherd mix,m/n,unknown,2010-04-20,dorbo,2010-04-20,['brindle'],unknown,unknown,holding stray,ride home free
20617,budgie,f,di 10-184823,2010-04-20,ciela,2010-05-02,"['yellow', 'green']",unknown,unknown,holding stray,redeemed
20628,pit mix,f,10-183776diak,2010-04-22,maza,2010-04-22,"['black', 'white']",unknown,unknown,brought-in,redeemed
20631,olde english sheepdog,m,unknown,2010-04-20,twist,2010-04-22,"['grey', 'white']",50 lbs,unknown,holding stray,ride home free
20634,terrier mix,m,10-183854di - tu,2010-04-23,lito,2010-04-23,['black'],20 lbs,unknown,brought-in,redeemed
20635,english bulldog,m,10-184316di - tu,2010-04-23,ben,2010-04-27,"['tan', 'white']",45,unknown,holding stray,redeemed
20636,chow chow,f/s,di 10-183988,2010-04-23,mika,2010-04-25,['red'],50 lbs,unknown,holding stray,redeemed
20639,pekingese,m/n,di 10-191692,2010-04-26,max,2010-06-03,['cream'],25 lbs,unknown,brought-in,sold
20643,bouvier,m,unknown,2010-04-28,arnie,2010-04-28,"['black', 'brindle']",70 lbs,unknown,holding stray,redeemed
20644,malamute mix,m,di 10-188360,2010-04-29,rooster,2010-05-04,"['black', 'white']",70 lbs,unknown,holding stray,redeemed
20645,malamute mix,f,di 10-188358,2010-04-29,sunshine,2010-05-04,['black'],55 lbs,unknown,holding stray,redeemed
20646,gsd mix,f,10 - 184618 - skj;,2010-04-29,emma,2010-04-29,['black'],50 lbs,unknown,holding stray,redeemed
20652,chicken,f,n/c,2010-04-30,penelope,2010-05-11,['black'],2,unknown,holding stray,transferred
20658,terrier mix,f,10-184831diak,2010-05-01,daisy,2010-05-02,"['black', 'tan']",35 lbs.,unknown,holding stray,redeemed
20662,lab mix retriver,m/n,n/c,2010-05-03,winstone,2010-05-03,['black'],unknown,unknown,holding stray,ride home free
20665,aust shep,f/s,unknown,2010-05-06,lil-bounty,2010-05-06,"['brown', 'white']",35,unknown,holding stray,ride home free
20667,shep mix boxer,f/s,10-189352da-,2010-05-06,tippy,2010-05-14,['brindle'],45,unknown,transferred,sold
20669,beagle mix terrier,f/s,10 - 191875 da,2010-05-06,zoom,2010-06-05,"['black', 'white']",25,unknown,transferred,sold
20670,lab mix dane,m/n,10-190424da-tb,2010-05-06,rome,2010-05-19,['black'],90,unknown,transferred,sold
20673,cocker spaniel mix,f/s,n/c-ak,2010-05-06,kia,2010-05-06,['tan'],unknown,unknown,holding stray,ride home free
20678,golden retriever mix,f,10-188873diak,2010-05-07,jade,2010-05-08,['blonde'],60 lbs.,unknown,holding stray,redeemed
20681,chi mix min pin,f,10-189332di - tu,2010-05-08,peeps,2010-05-12,"['black', 'tan']",6 lbs,unknown,brought-in,redeemed
20682,pomeranian,f,10 - 190457 skj,2010-05-08,taffy,2010-05-19,['red'],unknown,unknown,holding stray,redeemed
20683,ter mix kelpie mix whippet,f/s,10 - 189489 - skj;,2010-05-08,luxe (now nyla),2010-05-13,"['black', 'grey']",20 lbs,unknown,transferred,sold
20684,terrier,f,di 10-188892,2010-05-09,miso,2010-05-09,"['brown', 'orange', 'white']",18,unknown,holding stray,redeemed
20686,lhasa apso,m/n,10-190556da,2010-05-09,bixby,2010-05-20,"['white', 'tan']",9lbs,unknown,complaint,sold
20692,german shepherd,f/s,n/c,2010-05-10,tasha,2010-05-10,"['black', 'tan']",unknown,unknown,brought-in,ride home free
20694,rotti mix lab,f/s,da 10-197394,2010-05-10,emmy,2010-07-19,"['tan', 'black']",40 lbs,unknown,holding stray,sold
20695,standard poodle mix ?,f,di 10-189108,2010-05-11,cali,2010-05-11,['cream'],60lbs,unknown,holding stray,redeemed
20697,husky mix,m,di 10-189210,2010-05-11,max,2010-05-11,"['grey', 'black']",60lbs,unknown,complaint,redeemed
20699,gsd,m/n,n/c,2010-05-12,amulet,2010-05-13,"['black', 'tan']",65 lbs,unknown,holding stray,ride home free
20700,chow,f/s,n/c,2010-05-12,mui mui,2010-05-13,['red'],45 lbs,unknown,holding stray,ride home free
20702,poodle,m/n,10-189502 diak,2010-05-12,pico,2010-05-13,['grey'],30 lbs,unknown,holding stray,redeemed
20705,papillon,m/n,n/c,2010-05-13,gizmo,2010-05-14,"['white', 'brown']",10 lbs,unknown,holding stray,ride home free
20707,jack russell,f/s,10-189575di - tu,2010-05-13,caper,2010-05-14,"['white', 'black', 'tan']",20 lbs,unknown,complaint,redeemed
20712,lab,m/n,10-189870diak,2010-05-15,noah,2010-05-15,['yellow'],45 lbs,unknown,holding stray,redeemed
20715,shih tzu mix,m/n,da 10-191016,2010-05-15,vinny (now junior),2010-05-25,"['white', 'cream']",15 lbs,unknown,holding stray,sold
20717,poodlex,m/n,10-189888diak,2010-05-15,soda,2010-05-16,"['tan', 'white']",unknown,unknown,holding stray,redeemed
20718,poodle mix terrier,f/s,da 10-191022daak,2010-05-16,daisy,2010-05-28,['tan'],15,unknown,transferred,sold
20719,terrier mix,m/n,da 10-191023,2010-05-16,jerry,2010-05-26,"['white', 'black']",20,unknown,transferred,sold
20723,rottweiler,f/s,unknown,2010-05-17,maddison,2010-05-17,"['black', 'tan']",80 lbs,unknown,holding stray,redeemed
20728,ret mix rottie,f,di 10-190843,2010-05-18,sadie,2010-05-25,"['black', 'tan']",45 lbs,unknown,brought-in,redeemed
20729,border collie,m/n,n/c,2010-05-19,cyrus,2010-05-19,"['black', 'white']",45lbs,unknown,brought-in,ride home free
20735,border collie mix,m/n,10 - 190564di - skj;,2010-05-20,bandit,2010-05-20,['tri colour'],55lbs,unknown,holding stray,redeemed
20740,pit bull,m/n,10-193572da - ak,2010-05-21,bacon,2010-06-21,"['brindle', 'white']",60,unknown,transferred,sold
20744,chihuahua mix,f/s,n/c-ak,2010-05-22,fifi,2010-05-23,"['tan', 'black highlites']",20 lbs,unknown,brought-in,ride home free
20748,shih tzu,m,unknown,2010-05-23,gucci,2010-05-23,"['tan', 'white']",14 lbs,unknown,holding stray,ride home free
20749,labrador,m,10 - 190886di -skj,2010-05-23,seiko,2010-05-25,['black'],60lbs,unknown,complaint,redeemed
20756,pit bull,m/n,10-191307diak,2010-05-26,jessie,2010-05-27,['tan'],40,unknown,holding stray,redeemed
20759,maltipoo,m/n,10-195060da - tu,2010-05-27,mojo (now euro),2010-06-30,"['white', 'cream']",10 lbs,unknown,holding stray,sold
20771,dachshund,m/n,10 - 191508 skj;,2010-05-30,webster,2010-05-31,"['black', 'tan']",11 lbs,unknown,holding stray,redeemed
20772,terrier mix,f/s,di 10-191637,2010-05-31,cola,2010-05-31,['tan'],12 lbs,unknown,holding stray,redeemed
20773,boston terrier,f,n/c,2010-06-01,rosie -,2010-06-11,"['black', 'white']",8lbs,unknown,holding stray,transferred
20774,visla,f,unknown,2010-06-01,callie,2010-06-01,['red'],45 lbs,unknown,patrol,ride home free
20775,shih tzu mix,f,10-191764di - tu,2010-06-01,lu lu,2010-06-01,"['black', 'white']",6lbs,unknown,holding stray,redeemed
20777,pit bull,m,10-192141diak,2010-06-02,dj,2010-06-04,"['white', 'brown']",55 lbs,unknown,police-day,redeemed
20778,whippet mix terrier,f,10-192002di - ak,2010-06-03,joy,2010-06-03,['black'],15,unknown,complaint,redeemed
20780,pit bull,f/s,unknown,2010-06-03,darcus,unknown,['black'],unknown,unknown,seized,owner request - signed over
20781,shih tzu,f,10 - 192085,2010-06-03,lu lu,2010-06-04,"['white', 'black']",10 lbs,unknown,holding stray,redeemed
20782,bouvier,m/n,10-192006diak,2010-06-03,arnie,2010-06-03,['grey'],70 lbs,unknown,holding stray,redeemed
20785,beagle mix jack russell,f/s,unknown,2010-06-04,hailey (now abby),2010-06-30,['tri colour'],20 lbs,unknown,holding stray,sold
20786,poodle mix,m/n,di 10-179579,2010-06-04,barclay,2010-06-12,['brown'],10 - 15lbs,unknown,brought-in,redeemed
20787,yorkie,f,di 10-192161,2010-06-04,fluffy,2010-06-05,"['black', 'tan']",8,unknown,complaint,redeemed
20795,poodle mix,m/n,10-195747daak,2010-06-07,wilbur,2010-07-04,['black'],20 lbs,unknown,holding stray,sold
20796,australian shepherd,f,di 10-192464,2010-06-08,yo-yo,2010-06-08,['tri colour'],45lbs,unknown,holding stray,redeemed
20800,jack russell terrier,m/n,10-192479di - tu,2010-06-08,cuby,2010-06-09,"['white', 'black']",10 lbs,unknown,holding stray,redeemed
20806,boston mix,f,10-192741diak,2010-06-10,tucky,2010-06-10,"['black', 'white']",25 lbs,unknown,brought-in,redeemed
20812,miniature schnauzer,f,10-192914diak,2010-06-12,allie,2010-06-13,"['salt', 'pepper']",15 lbs,unknown,brought-in,redeemed
20813,pit bull,f,10-192912diak,2010-06-12,trauma,2010-06-13,"['white', 'tan']",80 lbs,unknown,complaint,redeemed
20816,labrador mix,f/s,10-193078di,2010-06-13,missy,2010-06-15,['tan'],40lbs,unknown,holding stray,redeemed
20817,shepherd mix,m/n,n/c,2010-06-14,winston,2010-06-14,['tan'],90lbs,unknown,holding stray,ride home free
20832,rottweiler,f,10-193523diak,2010-06-17,maddison,2010-06-17,"['black', 'red']",100 lbs,unknown,holding stray,redeemed
20837,pigeon,x,n/c - tu,2010-06-17,unknown,2010-06-18,['white'],8 ounces,unknown,complaint,transferred
20845,pitbull mix bulldog,m/n,unknown,2010-06-18,bosco,2010-09-29,['brindle'],70 lbs,unknown,seized,redeemed
20852,golden retrieverx,f,10-193733diak,2010-06-20,jade,2010-06-20,['red'],unknown,unknown,holding stray,redeemed
20859,german shepherd,m/n,10 - 193836 - skj;,2010-06-21,amulet,2010-06-21,"['black', 'tan']",70lbs,unknown,holding stray,redeemed
20860,red ear slider turtle,x,unknown,2010-06-21,seymour,2010-06-28,['green'],5 lbs,unknown,brought-in,transferred
20863,shih tzu,f,10-194087di - tu,2010-06-21,girlies,2010-06-23,"['white', 'tan']",15 lbs,unknown,holding stray,redeemed
20864,great dane mix,m,10-193881 di-tb,2010-06-21,bow,2010-06-21,['brindle'],35 lbs,unknown,holding stray,redeemed
20870,yorkie mix,m,10-194163 di-tb,2010-06-23,lito,2010-06-23,['black'],unknown,unknown,holding stray,redeemed
20875,shih tzu,f,unknown,2010-06-26,tina,2010-06-26,"['black', 'white']",15 lbs,unknown,holding stray,ride home free
20881,toy poodle,f/s,di 10-194561,2010-06-27,mitzi,2010-06-27,['white'],10 lbs,unknown,brought-in,redeemed
20886,pekingese,m,di 10-195004,2010-06-28,radja,2010-06-29,['white'],10 lbs,unknown,holding stray,redeemed
20891,rat,f,unknown,2010-06-28,duggar mom + 10,2010-07-01,"['white', 'tan']",unknown,unknown,holding stray,transferred
20892,rat,f/s,unknown,2010-06-28,unknown,2010-07-05,"['white', 'tan']",unknown,unknown,holding stray,passed away
20895,rottie   mix,f,di 10-195001,2010-06-28,noel,2010-06-29,"['black', 'tan']",65 lbs,unknown,holding stray,redeemed
20897,maltipoo,m/n,unknown,2010-06-29,sunny,2010-06-29,['tan'],unknown,unknown,holding stray,ride home free
20900,havanese,m/n,n/c,2010-06-29,bubble,2010-06-29,['white'],15 lbs,unknown,brought-in,ride home free
20902,coton de tulear,m/n,10 - 195010 - skj;,2010-06-29,aspen,2010-06-30,['white'],15,unknown,holding stray,redeemed
20903,cairn terrier,m/n,10-195106di - tu,2010-06-29,oskar,2010-06-30,['lite tan'],15,unknown,holding stray,redeemed
20910,pug,m/n,10-195337 di,2010-07-01,willis,2010-07-02,['black'],15 lbs,unknown,police-emergency,redeemed
20913,rottweiler,m/n,10-195717 di-tb,2010-07-02,boogie,2010-07-02,"['black', 'tan']",80 lbs,unknown,complaint,redeemed
20916,husky,m,10-195721 di-tb,2010-07-02,max,2010-07-02,"['grey', 'white', 'black']",60 lbs,unknown,holding stray,redeemed
20917,am bulldog mix,m/n,10-200199daak,2010-07-02,de-bo,2010-08-13,"['white', 'black']",65 lbs,unknown,holding stray,sold
20919,poodle mix,m/n,10-196039 db,2010-07-02,charlie,2010-07-05,['white'],60 lbs,unknown,holding stray,redeemed
20920,wolfhound mix,m/n,10-195754diak,2010-07-03,casper ?,2010-07-04,"['black', 'white']",80lbs,unknown,holding stray,redeemed
20922,pitbull mix pointer,f/s,10-195761diak,2010-07-04,miso,2010-07-04,"['brown', 'white']",unknown,unknown,holding stray,redeemed
20923,shepherd mix,f/s,unknown,2010-07-05,caramel,2010-07-05,['brindle'],40 lbs,unknown,holding stray,ride home free
20931,guinea pig,unknown,10-196177di - tu,2010-07-06,romeo,2010-07-06,['brown'],unknown,unknown,unknown,redeemed
20932,lab,f,10-196179di - tu,2010-07-06,spot,2010-07-06,['black'],unknown,unknown,complaint,redeemed
20944,cocker spaniel,m/n,10-197128da,2010-07-07,barney,2010-07-15,['black'],17,unknown,transferred,sold
20949,boston terrier,m/n,n/c-ak,2010-07-08,boswell,2010-07-09,['black'],25 lbs,unknown,holding stray,ride home free
20958,chocolate lab,f/s,di 10-196588,2010-07-10,ruby,2010-07-10,['chocolate'],80 lbs,unknown,holding stray,redeemed
20960,chihuahua,m/n,10 - 196648 di,2010-07-11,monkey,2010-07-12,['tan'],5 lbs,unknown,brought-in,redeemed
20965,shep,m/n,unknown,2010-07-12,bobo,2010-07-12,['tan'],unknown,unknown,holding stray,ride home free
20969,retriever,m/n,unknown,2010-07-12,niko,2010-07-24,['blonde'],75 lbs,unknown,holding stray,sold
20970,german shepherd,f,unknown,2010-07-12,mui mui,2010-07-12,"['black', 'tan']",80 lbs,unknown,holding stray,ride home free
20974,havanese,f,unknown,2010-07-13,sakura,2010-07-13,['white'],unknown,unknown,holding stray,ride home free
20976,weimaraner,m,rhf,2010-07-13,baxter,2010-07-13,['grey'],60,unknown,holding stray,ride home free
20986,old english sheepdog,m/n,10 - 197184 di,2010-07-15,aimus,2010-07-15,"['white', 'grey']",unknown,unknown,holding stray,redeemed
20988,cocker spaniel,m/n,10 - 197293 - skj;,2010-07-15,rex,2010-07-16,"['white', 'brown']",unknown,unknown,complaint,redeemed
20989,mastiff mix,m/n,10-198279di - tu,2010-07-16,howie,2010-07-27,['brown'],75,unknown,police-day,redeemed
20991,shih tzu,m,10-198283di - tu,2010-07-16,elvis,2010-07-27,"['white', 'grey', 'black']",10,unknown,police-day,redeemed
20993,husky mix,m,10-197372diak,2010-07-16,jonny,2010-07-17,"['white', 'red']",75 lbs,unknown,holding stray,redeemed
20994,bull mastiff mix,f/s,da 10-199521,2010-07-17,penny,2010-08-10,"['tan', 'black mask']",90 lbs,unknown,transferred,sold
20998,pitt bull mix,m/n,10-186838diak,2010-07-18,gage,2010-07-18,"['white', 'brown spot']",90,unknown,patrol,redeemed
21010,rabbit - holland lop mix,f,10 - 201497 da-tb,2010-07-22,derry,2010-08-29,['grey'],1 lbs,unknown,brought-in,sold
21012,shep mix husky,f/s,10-198850da-tb,2010-07-22,bandita (maddie),2010-07-31,"['black', 'grey']",80,unknown,transferred,sold
21013,mal mix shep,m/n,10 - 200299,2010-07-22,smokey,2010-08-16,"['black', 'grey']",90,unknown,transferred,sold
21020,husky mix,m,10 - 198186,2010-07-23,pepe,2010-07-26,"['black', 'white']",70 lbs,unknown,holding stray,redeemed
21027,chicken,f,unknown,2010-07-25,unknown,2010-07-30,['white'],unknown,unknown,complaint,transferred
21029,shih tzu,m,di 10-198277,2010-07-25,bobo,2010-07-26,['white'],unknown,unknown,holding stray,redeemed
21038,labrador,m/n,tu,2010-07-28,tucker,2010-07-28,['blonde'],unknown,unknown,holding stray,ride home free
21045,bernese mix,m,unknown,2010-07-29,apollo,2010-08-05,"['black', 'tan']",100 lbs,unknown,complaint,health
21053,rabbit,f,unknown,2010-07-31,xena (formerly sweetie),2010-10-02,"['white', 'black']",unknown,unknown,police-night,sold
21055,am eskimo,f,di 10-198988,2010-07-31,latte,2010-08-03,['white'],20,unknown,holding stray,redeemed
21057,lab,f,unknown,2010-08-02,scratchy,2010-08-04,['yellow'],65,unknown,holding stray,redeemed
21059,dachshund mix terrier,m/n,10-200158daak,2010-08-02,duffy,2010-08-13,"['black', 'tan']",15 lbs,unknown,brought-in,sold
21063,bichon mix,m,di 10-199536,2010-08-03,tofu,2010-08-08,['white'],25 lbs,unknown,brought-in,redeemed
21064,shih tzu,f,10 - 199213 di,2010-08-04,miss mia,2010-08-04,"['tan', 'white']",25 lbs,unknown,holding stray,redeemed
21070,french bulldog,m/n,10-200213da,2010-08-05,beaver  (now bugsy),2010-08-16,"['white', 'tan']",unknown,unknown,holding stray,sold
21074,spitz mix pom,m,unknown,2010-08-07,toby,2010-08-07,['white'],5 lbs,unknown,brought-in,redeemed
21076,am staffordshire mix,f,jez,2010-08-07,tobi,2011-04-24,['red'],40lbs,unknown,seized,redeemed
21080,papillon mix,f,10-199528diak,2010-08-07,koko,2010-08-08,['tri colour'],15 lbs,unknown,holding stray,redeemed
21084,lab mix pit,f,di 10-200395,2010-08-08,dora (eudora),2010-08-16,['dark brown'],50,unknown,holding stray,redeemed
21085,poodle mix,m/n,10 - 199538,2010-08-08,dre,2010-08-09,['white'],20 lbs,unknown,holding stray,redeemed
21087,pug,m/n,10 - 199843 di,2010-08-10,aji,2010-08-10,['fawn'],20 lbs,unknown,holding stray,redeemed
21096,cocker spaniel,m,10 - 200036diak,2010-08-11,hustler,2010-08-13,"['black', 'white']",20lbs,unknown,police-night,redeemed
21097,pit bull,m/n,unknown,2010-08-11,duke,2010-09-21,"['tan', 'white']",45 lbs,unknown,seized,ride home free
21100,pit bull,m,10-200155diak,2010-08-13,recon,2010-08-13,"['black', 'grey']",50lbs,unknown,police-night,redeemed
21102,german shepherd mix,f,10-200208diak,2010-08-13,sasha,2010-08-13,"['black', 'tan']",60 lbs,unknown,brought-in,redeemed
21109,shih tzu mix terrier,m/n,10-200247diak,2010-08-15,louis,2010-08-15,['white'],20 lbs,unknown,transferred,redeemed
21114,sheltie,m/n,di 10-200313,2010-08-16,jiajia,2010-08-16,"['sable', 'white']",25 lbs,unknown,holding stray,redeemed
