,date,breed,color,name,sex,state
327,1999-05-17T00:00:00+00:00,Min Schnauzer,Grey & Silver,Fritz,M,Lost
328,1999-05-17T00:00:00+00:00,Norwich Terrier,Brown,Bam Bam,M,Lost
329,1999-05-17T00:00:00+00:00,Sheltie,Sable,Cutie,F,Lost
330,1999-05-18T00:00:00+00:00,Shep X Husky,Blonde,Sandi,F/S,Matched
331,1999-05-18T00:00:00+00:00,Toy Poodle,Black,Cheeka,F/S,Found
332,1999-05-19T00:00:00+00:00,Wolf X Shep,Black & White,Commander,M,Found
333,1999-05-19T00:00:00+00:00,Wolf X Shep (pup),Tan,,M,Lost
334,1999-05-20T00:00:00+00:00,German Shepherd,Black & Tan,Wang,M,Matched
335,1999-05-20T00:00:00+00:00,Shepherd  X,Tan,,M,Matched
336,1999-05-26T00:00:00+00:00,Bouvier,Black,Christy,F,Matched
337,1999-05-26T00:00:00+00:00,Jack Russell Terrier,Tan & White,Pipsqeak,F,Lost
338,1999-05-27T00:00:00+00:00,Mutt,Beige & White,Seashell,F/S,Matched
339,1999-05-27T00:00:00+00:00,Poodle,Grey &  Black,,F,Lost
340,1999-05-27T00:00:00+00:00,Rott - Chow X,Tan & Rust,Meg,F,Lost
341,1999-05-28T00:00:00+00:00,Akita X,Grey Charcoal,Frank,M/N,Lost
342,1999-05-28T00:00:00+00:00,GSH Pointers,Brown & Liver,,M,Found
343,1999-05-29T00:00:00+00:00,Lab,Black,Rocky,M,Matched
344,1999-05-29T00:00:00+00:00,Rotty X,Black & Brown,Biko,F,Lost
345,1999-05-29T00:00:00+00:00,Terrier X Collie,Black,Leah,F,Lost
346,1999-05-30T00:00:00+00:00,Bichon,White,Dodo,M,Matched
347,1999-05-30T00:00:00+00:00,Poodle,Cream,Dooby,M,Matched
348,1999-05-31T00:00:00+00:00,Poodle,White,,F/S,Found
349,1999-06-01T00:00:00+00:00,Sheperd,Black & Tan,Chumley,M,Lost
350,1999-06-02T00:00:00+00:00,Border Collie,Black & White,Lassie,M,Matched
351,1999-06-02T00:00:00+00:00,Bull Mastiff X Rott,Black & Brown,Jasmine,F/S,Lost
352,1999-06-02T00:00:00+00:00,Min. Pinsher,Black & Tan,,F,Found
353,1999-06-02T00:00:00+00:00,Shep  X,Black & Tan,Rocky,M,Matched
354,1999-06-02T00:00:00+00:00,Shepherd,Black & Tan,Duky,M,Lost
355,1999-06-03T00:00:00+00:00,Beagle,White & Tan,Scrappy,M,Lost
356,1999-06-03T00:00:00+00:00,Cocker Spaniel,Gold,,F,Found
357,1999-06-03T00:00:00+00:00,Collie X,Tri Colour,Charley,M,Lost
358,1999-06-03T00:00:00+00:00,J.R. Terrier,Brown & White,Molly,F/S,Matched
359,1999-06-03T00:00:00+00:00,Lab X Pointer,Black & White,Kai,M/N,Matched
360,1999-06-04T00:00:00+00:00,Akita X,Black,,F/S,Matched
361,1999-06-04T00:00:00+00:00,Lab X,Black,,F/S,Matched
362,1999-06-04T00:00:00+00:00,Shep,Black & Tan,,F/S,Matched
363,1999-06-04T00:00:00+00:00,Shep X,Black & Tan,,F,Found
364,1999-06-05T00:00:00+00:00,Golden Retriever,Yellow,,M/N,Lost
365,1999-06-05T00:00:00+00:00,Lab,Yellow,Shinook,M/N,Lost
366,1999-06-06T00:00:00+00:00,Akita,Grey & Black,Askor,F,Lost
367,1999-06-06T00:00:00+00:00,Rotty,Black & Tan,Hercules,M/N,Lost
368,1999-06-06T00:00:00+00:00,Yorkie Terrier,Black & Gold,Pookie,M,Lost
369,1999-06-08T00:00:00+00:00,Lhasa Apso,White & Black & Grey,Petunia,F,Lost
370,1999-06-08T00:00:00+00:00,Rotty (Puppy),Black & Tan,Happy,M,Lost
371,1999-06-09T00:00:00+00:00,Border Collie,Black & White,Mime,F/S,Lost
372,1999-06-09T00:00:00+00:00,Golden Retriever,Reddish Blonde,On On,M/N,Matched
373,1999-06-09T00:00:00+00:00,Retriever X,Red,,M,Lost
374,1999-06-09T00:00:00+00:00,Rottweiler,Black & Tan,Rex,M,Lost
375,1999-06-09T00:00:00+00:00,Rotty,Black & Tan,Rex,M,Lost
376,1999-06-09T00:00:00+00:00,Sheltie,White & Sable,Spanky,M,Lost
377,1999-06-09T00:00:00+00:00,Shep X Husky,Black & Tan,,M,Lost
378,1999-06-09T00:00:00+00:00,Terrier X,White Black & Grey markings,,F,Found
379,1999-06-10T00:00:00+00:00,Shep X Rotty,Black & Tan,,M,Found
380,1999-06-11T00:00:00+00:00,Husky X Lab,Black & White,Buddy,M,Matched
381,1999-06-11T00:00:00+00:00,Lab,Black,Jackson,M,Lost
382,1999-06-11T00:00:00+00:00,Pekingese,White with Brown spots,Sylvie,F/S,Lost
383,1999-06-11T00:00:00+00:00,Shih Tzu X,White & Cream,,F,Found
384,1999-06-12T00:00:00+00:00,JR Terrier,White & Black,Tango,M/N,Matched
385,1999-06-12T00:00:00+00:00,Lab,Black,Buster,M,Lost
386,1999-06-14T00:00:00+00:00,Collie  X,Black,Brodie,M,Lost
387,1999-06-14T00:00:00+00:00,Collie X,Brown,Rudy,M/N,Lost
388,1999-06-14T00:00:00+00:00,Maltipoo X,Black,Chief,M,Lost
389,1999-06-15T00:00:00+00:00,Lab,Black w White Feet,Lou,M/N,Lost
390,1999-06-15T00:00:00+00:00,Lhasa Apso,Brown & White,Patch,M/N,Found
391,1999-06-15T00:00:00+00:00,Yorkshire Terrier,Brown & Silver,Bobby,M,Lost
392,1999-06-16T00:00:00+00:00,Lab X,Black,Stanley,M,Lost
393,1999-06-16T00:00:00+00:00,Pekingnese,White,Goldie,F,Lost
394,1999-06-16T00:00:00+00:00,Sharpei,Fawn,Oly,M,Lost
395,1999-06-16T00:00:00+00:00,Shih Tzu,Tri Color &  Brown & White,Piko,M,Lost
396,1999-06-17T00:00:00+00:00,Collie X Shep,Black & Tan,Lupa,F,Lost
397,1999-06-18T00:00:00+00:00,Alaskan Husky,Black,Jordon,M,Lost
398,1999-06-18T00:00:00+00:00,Pomeranian,Sable & white on belly,Joey,M,Lost
399,1999-06-18T00:00:00+00:00,Shepherd,Black & Tan,Marky,M,Lost
400,1999-06-19T00:00:00+00:00,Boxer,Tan,Gucci,F,Lost
401,1999-06-20T00:00:00+00:00,Rotty,Black & Tan,,F,Found
402,1999-06-20T00:00:00+00:00,Sharpei X Ridge X Pit,Black & Grey & White & Tan,Jada and Dakota,F/S,Lost
403,1999-06-22T00:00:00+00:00,Husky X Wolf,Black & Tan,Astro,F,Lost
404,1999-06-22T00:00:00+00:00,Lab,White,Daisy,F/S,Matched
405,1999-06-22T00:00:00+00:00,Lab X Rotty,Black,Bear,M/N,Lost
406,1999-06-22T00:00:00+00:00,Pitbull,Black & White Chest,Tyson,M,Lost
407,1999-06-22T00:00:00+00:00,Pitbull,Brindle & White,Cali,F,Lost
408,1999-06-22T00:00:00+00:00,Sharpei,Tan,Kophie,M,Lost
409,1999-06-22T00:00:00+00:00,Shih Tzu,Black & White,,F,Lost
410,1999-06-23T00:00:00+00:00,Lhasa Apso,Gold,Zsa Zsa,F/S,Lost
411,1999-06-23T00:00:00+00:00,Maltese,White,Moppy,M,Lost
412,1999-06-24T00:00:00+00:00,Rottweiler,Black & Tan,,F,Matched
413,1999-06-25T00:00:00+00:00,Cocker Spaniel,Gold,Bosley,M/N,Lost
414,1999-06-25T00:00:00+00:00,Lab X ? Pit Bull ?,Brown & White,Zero,F,Lost
415,1999-06-25T00:00:00+00:00,Mastif X,Brindle,Leto,M,Matched
416,1999-06-25T00:00:00+00:00,Rottweiler,Black & Tan,Bull,M,Lost
417,1999-06-25T00:00:00+00:00,Shepherd X,Black & Tan & White,Cheema,F/S,Matched
418,1999-06-25T00:00:00+00:00,Spaniel,Black,,M,Found
419,1999-06-26T00:00:00+00:00,Cocker X Poodle,Gold,,M,Matched
420,1999-06-26T00:00:00+00:00,Flat Coated Retriever,Black,Raven,F/S,Matched
421,1999-06-26T00:00:00+00:00,Shih Tzu X,Tan,Sandy,M,Lost
422,1999-06-27T00:00:00+00:00,Husky X Wolf,Blonde,Nikita,F,Matched
423,1999-06-27T00:00:00+00:00,Terr?,White,,,Found
424,1999-06-28T00:00:00+00:00,Husky X puppy,Cream  & Rust,,M,Matched
425,1999-06-28T00:00:00+00:00,Lab,Black,,M,Matched
426,1999-06-28T00:00:00+00:00,Lhasa Apso,Tan & Cream,ZsaZsa,F/S,Matched
427,1999-06-28T00:00:00+00:00,Maltese,White,,M,Found
428,1999-06-28T00:00:00+00:00,Retriever,Gold,,M,Found
429,1999-06-28T00:00:00+00:00,Shih Tzu ?,Tan,,F,Found
430,1999-06-29T00:00:00+00:00,Britany Spaniel,White & Red,Duke,M/N,Matched
431,1999-06-29T00:00:00+00:00,Lab X Rotty,Red,Tray,M,Matched
432,1999-06-29T00:00:00+00:00,Lab X Shep ?,Black & Brown,,F,Matched
433,1999-06-29T00:00:00+00:00,Rottweiler X,Black & Tan,Tiny,,Lost
434,1999-06-29T00:00:00+00:00,Shep X,Black,,,Matched
435,1999-06-29T00:00:00+00:00,Shep X,Yellow,,,Matched
436,1999-06-29T00:00:00+00:00,Shepherd,Black & Tan,Little Yellow,M,Lost
437,1999-06-30T00:00:00+00:00,Husky X Wolf,Black & Tan,Shadow,F/S,Matched
438,1999-07-01T00:00:00+00:00,Husky X,Black & White,,F,Matched
439,1999-07-01T00:00:00+00:00,Husky X Sheperd,Grey & White & Black,Chiri,F/S,Lost
440,1999-07-01T00:00:00+00:00,Pitbull X,Black & White,,M,Found
441,1999-07-02T00:00:00+00:00,Cocker Spaniel,Blonde,Sammy,M,Lost
442,1999-07-02T00:00:00+00:00,Lab X,Black,Shadow,F,Lost
443,1999-07-02T00:00:00+00:00,Rottweiller,Black & Tan,Rex,M,Lost
444,1999-07-03T00:00:00+00:00,Carin Terrier (Shaved),Black & Brown,Cody,M/N,Matched
445,1999-07-03T00:00:00+00:00,Doberman,Black & Tan,Brody,M/N,Lost
446,1999-07-03T00:00:00+00:00,Pitbull,Tan,Buddy,M/N,Matched
447,1999-07-04T00:00:00+00:00,Carin Terrier (Shaved),Brindle,Kizzy,F/S,Lost
448,1999-07-04T00:00:00+00:00,Lab X Retriever,Golden,Athena,F/S,Lost
449,1999-07-04T00:00:00+00:00,Long Haired Dacshund,Red,Sasha,F/S,Matched
450,1999-07-04T00:00:00+00:00,Mailese X,White,,M,Found
451,1999-07-04T00:00:00+00:00,Malt X Pom,Tan & White,Snuffy,M/N,Lost
452,1999-07-04T00:00:00+00:00,Shep X,Black & Tan,Gawain,M/N,Lost
453,1999-07-04T00:00:00+00:00,Small dog,Black,Riley,F,Matched
454,1999-07-05T00:00:00+00:00,Chow,Red,Jasmine,F/S,Matched
455,1999-07-05T00:00:00+00:00,Cocker Spaniel,Black,Toby,F/S,Lost
456,1999-07-05T00:00:00+00:00,Collie X Shep,Black & Tan,Gucci,F,Lost
457,1999-07-05T00:00:00+00:00,Lab X,Tan & Black & White,Bailey,M/N,Lost
458,1999-07-05T00:00:00+00:00,Rottweiler (long tail),Black & Tan,Disco,M,Matched
459,1999-07-06T00:00:00+00:00,Chihuahua X Beagle,Brown & Tan & White,Charlie,M,Lost
460,1999-07-06T00:00:00+00:00,Chow X,Red,Jasmine,F,Matched
461,1999-07-06T00:00:00+00:00,Husky X Chow,Black & White,Reginald,M/N,Matched
462,1999-07-06T00:00:00+00:00,Mongrel X,Brown & Black & White,Bill,M,Lost
463,1999-07-06T00:00:00+00:00,Pekinese,Tan,Lucky,M/N,Lost
464,1999-07-06T00:00:00+00:00,Pitbull,Tan,Scar,M,Lost
465,1999-07-06T00:00:00+00:00,Pitbull (red nose),Tan,Scar,M,Lost
466,1999-07-06T00:00:00+00:00,Siberian Husky,Silver & Black Markings,Kuno,M/N,Lost
467,1999-07-07T00:00:00+00:00,Cairn Terrier,Blonde,Tavish,M/N,Lost
468,1999-07-07T00:00:00+00:00,Corgi  X,Golden,Columbus,M,Found
469,1999-07-07T00:00:00+00:00,Lab,Black,,F,Lost
470,1999-07-07T00:00:00+00:00,Terrier X,Black,Smitty,M/N,Lost
471,1999-07-08T00:00:00+00:00,Airedale,Salt & Pepper,Beethoveen,M/N,Lost
472,1999-07-08T00:00:00+00:00,Husky,Grey & White,Shiner,M,Matched
473,1999-07-08T00:00:00+00:00,Lab X,Black,,F,Found
474,1999-07-08T00:00:00+00:00,Lab X Collie,Black & White,Winston,M,Lost
475,1999-07-08T00:00:00+00:00,Shitzu,Brown & White,Charlie,M/N,Lost
476,1999-07-08T00:00:00+00:00,Wheaten Terrier,Blonde,Auggie,M,Lost
477,1999-07-09T00:00:00+00:00,Akita,Tan,,,Matched
478,1999-07-09T00:00:00+00:00,Bichon X Poodle,White w Black Eye Patch,Daisy,F,Matched
479,1999-07-10T00:00:00+00:00,Border Collie,Black,Coco,F/S,Lost
480,1999-07-10T00:00:00+00:00,Pom,Orange & Brown,Cherry,F,Lost
481,1999-07-10T00:00:00+00:00,Yorkie,Black & Tan,Kisaac,M/N,Lost
482,1999-07-11T00:00:00+00:00,Border Collie,Black,Jen,F,Matched
483,1999-07-11T00:00:00+00:00,Poodle X Terrier,Grey,Bru,M/N,Matched
484,1999-07-11T00:00:00+00:00,Pug,Tan,,F,Matched
485,1999-07-11T00:00:00+00:00,Rottweiler,Black & Tan,Dag,M,Lost
486,1999-07-12T00:00:00+00:00,Border Collie X,Black & Tan,Chelsea,F/S,Lost
487,1999-07-12T00:00:00+00:00,Husky X,Brown & White,,F,Found
488,1999-07-13T00:00:00+00:00,Bichon Frise,White,,F,Found
489,1999-07-13T00:00:00+00:00,Border Collie,Black & White,Coco,F/S,Lost
490,1999-07-13T00:00:00+00:00,Lab X Beagle,Black,Pup,F,Lost
491,1999-07-13T00:00:00+00:00,Spaniel X Setter,White & Liver,,M,Matched
492,1999-07-13T00:00:00+00:00,Staff X Shep,Brown & White,Julia,F,Lost
493,1999-07-14T00:00:00+00:00,Dalmation,White & Black,,M/N,Found
494,1999-07-14T00:00:00+00:00,Peke,Tan & Brown & Gold,Lucky,M,Lost
495,1999-07-15T00:00:00+00:00,Mini Schnauzer,Grey,Spy,M,Lost
496,1999-07-15T00:00:00+00:00,Pitbull X Rott,Brown,Hungi,M/N,Lost
497,1999-07-15T00:00:00+00:00,Sheperd X,Brown & White,Bear,M/N,Lost
498,1999-07-16T00:00:00+00:00,Airedale,Black & Tan,Spike,M/N,Matched
499,1999-07-16T00:00:00+00:00,Lab,Yellow,Willie,M/N,Lost
500,1999-07-16T00:00:00+00:00,Lab X,Black,Sheila,F/S,Matched
501,1999-07-16T00:00:00+00:00,Maltese Poodle,Tan,Scruffy,M,Lost
502,1999-07-16T00:00:00+00:00,Shep X,Black & Tan,Canook,F,Lost
503,1999-07-16T00:00:00+00:00,Shep X,Tan & Black,,F,Found
504,1999-07-17T00:00:00+00:00,Husky X Shep,Gold & Black,Kynoch,M/N,Matched
505,1999-07-17T00:00:00+00:00,Pom,Orange,Toni,F,Lost
506,1999-07-17T00:00:00+00:00,Sheltie,Tri,Haita,M/N,Lost
507,1999-07-17T00:00:00+00:00,Terrier X,Gold & Silver,,M/N,Matched
508,1999-07-17T00:00:00+00:00,Yorkie  X,Black & Brown,Dong Dong,M/N,Matched
509,1999-07-18T00:00:00+00:00,Collie X Shep X Ret,Tan with Black Stripes,,M/N,Found
510,1999-07-18T00:00:00+00:00,Lhasa X Terrier,Sandy (Beige - Lt Brn),Suzie,F,Lost
511,1999-07-18T00:00:00+00:00,Shih Tzu,Black & White,Portia,F/S,Matched
512,1999-07-20T00:00:00+00:00,Boxer X Lab,Brindle,Waylon,M/N,Lost
513,1999-07-20T00:00:00+00:00,German Shepherd (PB),Black & Tan,De De,M,Lost
514,1999-07-20T00:00:00+00:00,Pom,Redish & Brown & Beige,,M,Lost
515,1999-07-20T00:00:00+00:00,Pom X,Blonde,Roo,M/N,Matched
516,1999-07-20T00:00:00+00:00,Shep X Coyote,Tan & Black,,F,Found
517,1999-07-20T00:00:00+00:00,Terrier X Spaniel X Sheltie X?,Tan,,M,Lost
518,1999-07-21T00:00:00+00:00,Lhasa Apso,Tan,Suzie,F,Lost
519,1999-07-21T00:00:00+00:00,Pointer X Hound,White & Black,Memphis,M,Found
520,1999-07-21T00:00:00+00:00,Pomeranian,Gold,Fred,M,Matched
521,1999-07-22T00:00:00+00:00,Cocker Spaniel,Black & White,Bob,M,Lost
522,1999-07-22T00:00:00+00:00,Sheltie,Tan & White,,F,Lost
523,1999-07-22T00:00:00+00:00,Sheperd X Husky,Golden,Bear,M/N,Lost
524,1999-07-23T00:00:00+00:00,Pom,Black,Teddy,M/N,Lost
525,1999-07-24T00:00:00+00:00,Poodle,Blonde,,F,Found
526,1999-07-26T00:00:00+00:00,Pit X,Black & White,,F,Found
527,1999-07-27T00:00:00+00:00,Border Collie,Black & White,Cisco,M,Lost
528,1999-07-27T00:00:00+00:00,Coonhound,Black & Tan,Harmony,F/S,Lost
529,1999-07-27T00:00:00+00:00,Lab X Bulldog,Golden,Boo Boo,M/N,Lost
530,1999-07-27T00:00:00+00:00,Newfie X Lab,Black,Fred,M,Matched
531,1999-07-27T00:00:00+00:00,Pomeranian X,Brindle with White Snout,Dingo,F/S,Lost
532,1999-07-28T00:00:00+00:00,Beagle,Tri,,F,Found
533,1999-07-28T00:00:00+00:00,Husky Wolf?,Grey & Black,Spike leather collar,M,Lost
534,1999-07-28T00:00:00+00:00,Pitbull,Brown,,M/N,Matched
535,1999-07-28T00:00:00+00:00,Pomeranian,Sable,,F,Found
536,1999-07-28T00:00:00+00:00,Pomeranian,Sable & White Tail,,M,Found
537,1999-07-28T00:00:00+00:00,Rottweiler,Black & Tan,Kelo,M,Lost
538,1999-07-28T00:00:00+00:00,Sheltie,Tri,Simba,M,Matched
539,1999-07-29T00:00:00+00:00,Mini Poodle,Tan,,M,Found
540,1999-07-29T00:00:00+00:00,Rott   (Pup),Black & Tan,Timber,F,Lost
541,1999-07-29T00:00:00+00:00,Sheltie,Tri,,M,Matched
542,1999-07-30T00:00:00+00:00,Carin Terrier,Brown,Toto,M/N,Lost
543,1999-07-30T00:00:00+00:00,Lab X,Brown,,M,Found
544,1999-07-30T00:00:00+00:00,Maltipoo,White,Brew,M/N,Lost
545,1999-07-30T00:00:00+00:00,Poodle,Apricot,Pebbles,M,Lost
546,1999-07-31T00:00:00+00:00,Fox Terrier,Black &  White,Shany,F/S,Lost
547,1999-07-31T00:00:00+00:00,Pitbull,Brown,,M/N,Matched
548,1999-07-31T00:00:00+00:00,Red Nose Pitbull,Brown,,M/N,Matched
549,1999-07-31T00:00:00+00:00,Staffordshire Terrier,Red,Sasha,F,Matched
550,1999-08-01T00:00:00+00:00,Basenji,Brown & White,,F,Matched
551,1999-08-01T00:00:00+00:00,Sheltie,Tri Coloured,Lacey,F,Lost
552,1999-08-03T00:00:00+00:00,Burnese Mnt Dog,Black & Brown,,M,Matched
553,1999-08-03T00:00:00+00:00,Cockapoo,Grey & Apricot,Lucy,F,Lost
554,1999-08-03T00:00:00+00:00,Cocker Spaniel,Golden,Derry,F/S,Lost
555,1999-08-03T00:00:00+00:00,Lab X,Black,Dudley,M/N,Matched
556,1999-08-03T00:00:00+00:00,Lab X,Black & White,,M/N,Matched
557,1999-08-03T00:00:00+00:00,Lab X Setter,Black,Ebony,F,Lost
558,1999-08-03T00:00:00+00:00,Lhasa Apso,Beige,,F,Found
559,1999-08-03T00:00:00+00:00,Lhasa Apso,White & Black,,F,Lost
560,1999-08-03T00:00:00+00:00,Maltese,White & Black,Pooky,M,Lost
561,1999-08-03T00:00:00+00:00,Pomeranian,Brown,Sandy,M,Lost
562,1999-08-03T00:00:00+00:00,Poodle,Black,,,Found
563,1999-08-03T00:00:00+00:00,Sheltie X Bord Collie,Blonde,Tasho,F/S,Lost
564,1999-08-03T00:00:00+00:00,Shep X Border,Black & White,Blue (midnite blue),F/S,Lost
565,1999-08-03T00:00:00+00:00,Shep X Rotty,Black & Tan,Golliath,M/N,Matched
566,1999-08-03T00:00:00+00:00,Shepherd,Brown & Black & Grey,Meesho,M,Lost
567,1999-08-03T00:00:00+00:00,Shih Tzu,Black &  White,Archie,M,Matched
568,1999-08-03T00:00:00+00:00,Shih Tzu,Black & White,Archie,M,Matched
569,1999-08-03T00:00:00+00:00,Toy Poodle,White,Nikki,M/N,Matched
570,1999-08-03T00:00:00+00:00,Yorkie,Black & Tan,,M,Matched
571,1999-08-03T00:00:00+00:00,Yorkshire Terrier,Black & Blonde,Felix,M/N,Matched
572,1999-08-04T00:00:00+00:00,Airedale,Brownish,,M/N,Matched
573,1999-08-04T00:00:00+00:00,Bernese Mntn Dog,Black & White & Tan,Ben,M/N,Matched
574,1999-08-04T00:00:00+00:00,Border Collie,Brown & White,Coco,M/N,Matched
575,1999-08-04T00:00:00+00:00,Husky X,Tan & Black & White,Tia,F/S,Lost
576,1999-08-04T00:00:00+00:00,Plott Hound,Black & Brown,Micky,M/N,Lost
577,1999-08-04T00:00:00+00:00,Poodle X ?,"Wht &  Black ears, face & tail",,F,Lost
578,1999-08-04T00:00:00+00:00,Shepherd  X,Tan & Black & Grey,Zena,F/S,Lost
579,1999-08-05T00:00:00+00:00,Chow,Red,Lexington,M,Found
580,1999-08-05T00:00:00+00:00,Long hair Chihuahua,Tan & Black mask,Little Bit,M,Lost
581,1999-08-05T00:00:00+00:00,Maltipoo,White,Scruffy,M,Lost
582,1999-08-05T00:00:00+00:00,Retreiver,Golden,,F,Found
583,1999-08-05T00:00:00+00:00,Rottweiler,Black & Tan,Kiwi,F/S,Lost
584,1999-08-05T00:00:00+00:00,Shih Tzu,White,,M,Found
585,1999-08-06T00:00:00+00:00,Chi,Black,Zulu,M/N,Lost
586,1999-08-06T00:00:00+00:00,English Setter Pointer,White with Black Spots,Joey,M/N,Matched
587,1999-08-06T00:00:00+00:00,Golden Retriever,Gold & Red,,M/N,Found
588,1999-08-06T00:00:00+00:00,Keeshound,Grey & Black,Sasha,F/S,Matched
589,1999-08-06T00:00:00+00:00,Lab,Chocolate,Nula,F/S,Lost
590,1999-08-06T00:00:00+00:00,Rottweiler,Black & Tan,Kilo,M,Lost
591,1999-08-06T00:00:00+00:00,Shep X Husky,Black & Tan,Homer,M/N,Lost
592,1999-08-07T00:00:00+00:00,Australian Kelpie,Brown,Cody,M,Matched
593,1999-08-07T00:00:00+00:00,Rotty,Black & Tan,Kain,M,Lost
594,1999-08-07T00:00:00+00:00,Sheltie,Tri,Libby,F/S,Lost
595,1999-08-07T00:00:00+00:00,Terrier X Maltipoo,Grey,Taz,M,Matched
596,1999-08-08T00:00:00+00:00,Chihuahua,Black w White Chest,Zulu,M/N,Lost
597,1999-08-08T00:00:00+00:00,Min Pin,Red,Thunder,M,Matched
598,1999-08-08T00:00:00+00:00,Miniature Pincher,Red,Thunder,M,Matched
599,1999-08-09T00:00:00+00:00,Border Collie,Black & White,Cara,F/S,Matched
600,1999-08-09T00:00:00+00:00,Collie,Sable & White & some black,Teddy,M,Lost
601,1999-08-09T00:00:00+00:00,Maltese,White,,M,Lost
602,1999-08-10T00:00:00+00:00,Maltese,White,Benji,M,Lost
603,1999-08-10T00:00:00+00:00,Shiba Inu,Golden Red,Gigi,F,Matched
604,1999-08-10T00:00:00+00:00,Welsh Terrier,Grey & Black & Tan Face,Arliff,M/N,Matched
605,1999-08-11T00:00:00+00:00,Cocker Spaniel,Blonde,Sparky,M/N,Lost
606,1999-08-11T00:00:00+00:00,not really sure,White,,F,Matched
607,1999-08-12T00:00:00+00:00,Min Amer Eskimo Dog,White,Fender,F/S,Matched
608,1999-08-13T00:00:00+00:00,Pug,Beige,,F,Found
609,1999-08-14T00:00:00+00:00,Border Collie X,Black & White,,M/N,Found
610,1999-08-15T00:00:00+00:00,Chihuahua,Beige,Cleo,F/S,Lost
611,1999-08-15T00:00:00+00:00,Dacshund,Black & Brown,Shrimpy,F/S,Lost
612,1999-08-15T00:00:00+00:00,Pitbull X,Red,Justice,F,Lost
613,1999-08-15T00:00:00+00:00,Pitbull X,White with Brown patches,Grumpy,M,Lost
614,1999-08-15T00:00:00+00:00,Rotty,Black & Tan,,F,Found
615,1999-08-16T00:00:00+00:00,Golden Retreiver,Golden,Bruce,M,Matched
616,1999-08-16T00:00:00+00:00,Husky X Malamute,White & Grey & Black,Titus,M/N,Lost
617,1999-08-16T00:00:00+00:00,Rott Hound X,Black & Tan,Disco,M,Lost
618,1999-08-16T00:00:00+00:00,Rottweiller,Black & Tan,Timber,F,Lost
619,1999-08-16T00:00:00+00:00,Shep X,Black & Tan (Short haired),,M,Matched
620,1999-08-16T00:00:00+00:00,Shepherd X,Black & Tan,Casey,F/S,Matched
621,1999-08-17T00:00:00+00:00,Chi X Russel,Black & White,Tex,M,Matched
622,1999-08-17T00:00:00+00:00,Lab X Shep,Black,Sonic,M,Lost
623,1999-08-17T00:00:00+00:00,Pom X Terrier,Brown,Coco,F/S,Lost
624,1999-08-17T00:00:00+00:00,Spinger Spaniel,Liver & White,Daisy,F/S,Lost
625,1999-08-19T00:00:00+00:00,Lab X,Black & Tan with Star on Chest,Jake,M,Lost
626,1999-08-19T00:00:00+00:00,Shep,Sable,Sherlock,M/N,Lost
627,1999-08-19T00:00:00+00:00,Shih Tzu X,White & Black,?????,F,Found
628,1999-08-19T00:00:00+00:00,Terrier X,Dark Brown,Snoopy,F,Lost
629,1999-08-20T00:00:00+00:00,American Eskimo,White,Fluffy,M/N,Lost
630,1999-08-20T00:00:00+00:00,German Shepherd,Black,Jake,M,Lost
631,1999-08-20T00:00:00+00:00,Lhasa Apso X ?,Tan & White & Grey,,M,Matched
632,1999-08-20T00:00:00+00:00,Poodle X,Grey,,F,Found
633,1999-08-21T00:00:00+00:00,Golden Retriever,Gold,Brutus,M,Lost
634,1999-08-21T00:00:00+00:00,Mutt (Corgie?),Tan & White,,M,Found
635,1999-08-21T00:00:00+00:00,Poodle X,Blonde,Charly,M,Matched
636,1999-08-22T00:00:00+00:00,??? Shep X ???,Black & Tan,,F,Found
637,1999-08-22T00:00:00+00:00,Heeler X Wolf,Black & White,Deifer,M/N,Matched
638,1999-08-22T00:00:00+00:00,Shep X,Fawn & Black,Saba,M,Lost
639,1999-08-24T00:00:00+00:00,Golden Retriever,Golden,Brutus,M/N,Lost
640,1999-08-24T00:00:00+00:00,Pitbull X,Brindle,Paige,F,Lost
641,1999-08-24T00:00:00+00:00,Poodle X Cairn Terrier,Golden Brown,Yoby,M,Matched
642,1999-08-24T00:00:00+00:00,Retiever,Gold,,M,Matched
643,1999-08-25T00:00:00+00:00,Lab X,Black,Lucky,M/N,Lost
644,1999-08-25T00:00:00+00:00,Rottweiler (pup),Black & Tan,Tyson,M,Lost
645,1999-08-26T00:00:00+00:00,Lab X,Black,Kramer,M/N,Lost
646,1999-08-26T00:00:00+00:00,Lab X,White,Daisy,F,Matched
647,1999-08-26T00:00:00+00:00,Shep X,Black & Tan,,M,Lost
648,1999-08-26T00:00:00+00:00,Shiih Tzu,White & Black,Bibi,F,Lost
649,1999-08-26T00:00:00+00:00,Terrier X,Black & White,,F/S,Matched
650,1999-08-27T00:00:00+00:00,American Eskimo,White,Fluffy,M,Lost
651,1999-08-27T00:00:00+00:00,Bichon Frise,White,Crosby,M,Lost
652,1999-08-27T00:00:00+00:00,Golden Lab X Sheperd,Golden with Black Muzzle,Bailey,M/N,Matched
653,1999-08-27T00:00:00+00:00,Shep X,Black & Tan,,M,Matched
654,1999-08-27T00:00:00+00:00,Shep X,Tan,,M,Matched
655,1999-08-27T00:00:00+00:00,Shep X Lab,Tan,Baily,M,Matched
656,1999-08-27T00:00:00+00:00,Shiba Inu,Brown,Yingo,M,Lost
