,date,breed,color,sex,state,name
1088,2000-01-17,dalmation,"['white', 'black']",f/s,matched,princess
1089,2000-01-17,husky mix ? (puppy),"['grey', 'white 7 black']",m,found,unknown
1090,2000-01-17,lab,['gold'],f,lost,lady
1091,2000-01-17,lhasa apso,"['golden', 'brown', 'white']",m/n,lost,stinky
1092,2000-01-17,sheltie,"['brown', 'black', 'white']",f/s,lost,heather
1093,2000-01-18,lab ?  (puppy),['gold'],m/n,found,unknown
1094,2000-01-18,shep mix,"['black', 'tan']",f/s,lost,stasha
1095,2000-01-19,lab,"['white', 'yellow']",f,matched,terra
1096,2000-01-19,lab mix,"['black', 'white on chest']",f/s,lost,dog
1097,2000-01-19,sharpei,['tan'],m,lost,zak
1098,2000-01-20,labrador mix,"['black', 'white chest']",m,lost,jake
1099,2000-01-20,shep mix aussy,"['black', 'tan']",m,matched,bj
1100,2000-01-21,retriever mix peranese,['gold'],m,lost,arthur
1101,2000-01-22,pom mix,['orange'],m,lost,mashu shu
1102,2000-01-23,retreiver,['gold'],f,matched,unknown
1103,2000-01-23,retriever,['golden'],f/s,matched,chase
1104,2000-01-24,doby mix shep,['brown'],m/n,lost,dakota
1105,2000-01-24,shep mix lab,"['tan', 'golden']",m/n,matched,otis
1106,2000-01-25,lab mix ?,"['black', 'white']",m,matched,unknown
1107,2000-01-25,lab mix collie,"['white', 'golden brown']",f,lost,shady lady
1108,2000-01-25,pom mix pekingese,"['grey', 'black face']",m/n,lost,kodiak
1109,2000-01-27,aussie shepherd,['blue merle'],f,found,unknown
1110,2000-01-27,doby mix shep,"['black', 'tan']",m/n,lost,charlie
1111,2000-01-27,husky mix,['white'],m,lost,unknown
1112,2000-01-27,shih tzu mix bichon frise,"['black', 'white']",f/s,lost,miko
1113,2000-01-28,chow chow,['tan'],unknown,found,unknown
1114,2000-01-28,corgi,['tape?'],f/s,lost,unknown
1115,2000-01-28,lab mix newfie,['black'],m/n,lost,sammy
1116,2000-01-28,rottweiler,"['black', 'brown']",f,matched,nanna
1117,2000-01-28,shep mix husky,['tan'],m,lost,rocky
1118,2000-01-29,german shepherd,"['brown', 'black']",f,lost,shiva
1119,2000-01-29,pitbull mix lab,['tan'],m,lost,boo-boo
1120,2000-01-29,yorkshire terrier,"['grey', 'gold']",m,matched,benji
1121,2000-01-30,rotty,"['black', 'tan']",m,lost,bye bye
1122,2000-01-30,sharpei,['beige'],m,lost,ko ko or smudge
1123,2000-01-30,shepherd,['black'],m/n,lost,valentine
1124,2000-01-30,yorkshire terrier,"['black', 'tan']",unknown,matched,unknown
1125,2000-01-31,???,['brindle'],m,matched,happer
1126,2000-01-31,german shep,"['black', 'tan', 'white chest']",m,found,unknown
1127,2000-01-31,german shepherd,"['black', 'tan white chest']",m,lost,chopper
1128,2000-02-01,labrador,['golden'],m,matched,unknown
1129,2000-02-01,maltese shih tzu mix,['beige'],f,lost,baby
1130,2000-02-01,sheperd mix,"['black', 'tan']",m/n,matched,hank
1131,2000-02-01,siberian husky,"['white', 'grey']",m/n,lost,keno
1132,2000-02-01,yorkshire terrier,"['brown', 'black']",m,lost,bobby
1133,2000-02-02,beagle,"['black', 'tan', 'white']",unknown,lost,unknown
1134,2000-02-02,lab mix ?,['tan'],f,matched,setta
1135,2000-02-03,husky,"['grey', 'white']",f/s,lost,tasha
1136,2000-02-03,lab,['black'],m/n,lost,dakota
1137,2000-02-04,beagle,"['black', 'tan', 'white']",m,matched,unknown
1138,2000-02-04,beagle,['tri color'],m,matched,buddy
1139,2000-02-04,german shepherd,"['black', 'tan']",f/s,matched,kd
1140,2000-02-04,husky mix,"['black', 'white']",f,lost,malei
1141,2000-02-04,shep,"['black', 'tan']",f,lost,kd
1142,2000-02-04,shep mix collie,['tan'],m/n,matched,unknown
1143,2000-02-06,rott mix,"['black', 'tan']",f,matched,dakota
1144,2000-02-07,rottys-2 dogs,"['black', 'tan']",m/n,matched,starsky
1145,2000-02-07,rottys-2 dogs,"['black', 'tan']",m/n,matched,hutch
1146,2000-02-07,shih-tzu,"['brown', 'white']",m/n,matched,mikey
1147,2000-02-07,yorkshire terrier mix,"['black', 'tan']",f/s,lost,paris
1148,2000-02-08,malamute mix wolf,"['black', 'white']",f,lost,keisha
1149,2000-02-08,samoyed,['white'],m,matched,snow
1150,2000-02-09,chihuahua mix,['tan'],m,matched,unknown
1151,2000-02-09,coonhound,"['black', 'tan']",f,matched,unknown
1152,2000-02-09,husky mix,"['grey', 'black']",m/n,lost,prima
1153,2000-02-09,malamute mix,"['white', 'grey']",m/n,lost,jagger
1154,2000-02-09,pitbull,"['black', 'white']",f,found,unknown
1155,2000-02-09,pitbull mix,"['black', 'brown']",f,found,unknown
1156,2000-02-09,rotty,"['black', 'tan']",f,lost,china
1157,2000-02-09,sheltie,['tri colour'],m,matched,unknown
1158,2000-02-10,sheltie,['tri color'],f,found,unknown
1159,2000-02-11,lab,['black'],f,found,unknown
1160,2000-02-11,sheepdog  mix,"['black', 'white chest']",f,lost,bess
1161,2000-02-12,golden  retriever,['golden'],unknown,lost,unknown
1162,2000-02-12,lab,['black'],f/s,lost,unknown
1163,2000-02-12,rotty,"['black', 'tan']",m,matched,jack
1164,2000-02-12,shep,"['black', 'tan']",m,lost,bandit
1165,2000-02-13,lab pup,"['black', 'white chest']",f/s,lost,whisky
1166,2000-02-13,shep mix,"['black', 'brown']",f/s,lost,dancer
1167,2000-02-13,shep mix,"['tan', 'black']",m,lost,komar
1168,2000-02-14,bulldog ?,"['brown', 'white chest']",f,lost,unknown
1169,2000-02-14,min. poodle,['peach'],m,found,unknown
1170,2000-02-14,shep mix,"['black', 'tan']",f/s,lost,duchess
1171,2000-02-14,terripoo,['blonde'],m,lost,barney
1172,2000-02-15,doberman,"['black', 'tan']",f,lost,suka
1173,2000-02-15,lab mix  shep,['black'],m,lost,bear
1174,2000-02-15,lab mix shep,"['black', 'tan']",f,lost,amber
1175,2000-02-15,terripoo,['grey'],f/s,lost,penny
1176,2000-02-16,husky mix collie,"['tan', 'white', 'brown']",m/n,lost,oscar
1177,2000-02-16,mini greyhound,['tan'],f,lost,bella
1178,2000-02-16,rotty mix shep,"['black', 'tan']",m/n,lost,napolean
1179,2000-02-17,blue heeler mix,"['black', 'white', 'grey']",f/s,matched,shelley
1180,2000-02-17,rott,"['black', 'tan']",f,lost,bojou
1181,2000-02-17,rotty,"['black', 'tan']",f/s,matched,keesha
1182,2000-02-17,rotty,"['black', 'tan']",m/n,matched,nitro
1183,2000-02-17,samoy mix,['cream'],f,lost,zoetta
1184,2000-02-18,golden retreiver,['gold'],m/n,lost,dexter
1185,2000-02-18,samoys  (2),['white'],f/s,matched,snow/shandi
1186,2000-02-18,spaniel mix,"['brown', 'white']",m/n,lost,unknown
1187,2000-02-19,lab mix shep,"['black', ' brown']",m,matched,jonice
1188,2000-02-20,lab,['black'],m,matched,unknown
1189,2000-02-20,shep,"['black', 'tan']",f,found,unknown
1190,2000-02-22,corgi mix sheltie,"['black', 'brown']",m/n,lost,mojo
1191,2000-02-22,pitbull mix,"['brown', 'brindle']",f,matched,coco
1192,2000-02-22,standard poodle,['black'],m,found,?
1193,2000-02-23,bassett,['tri'],m,found,unknown
1194,2000-02-23,maltese,['white'],m,lost,bobo
1195,2000-02-24,corgi mix,['tan'],f,lost,unknown
1196,2000-02-24,german shepherd,"['black', 'tan']",f,lost,sheba
1197,2000-02-24,lab,['choco'],f/s,found,ginger
1198,2000-02-24,rott mix lab,"['black', 'tan']",m,lost,dave
1199,2000-02-24,rotty,"['black', 'tan']",m,found,unknown
1200,2000-02-26,beagle,"['brown', 'white']",m,matched,larry
1201,2000-02-26,sheepdog,"['black', 'white']",m,matched,bo
1202,2000-02-26,white,['maltese'],f,found,unknown
1203,2000-02-27,pittbull,['black'],unknown,lost,unknown
1204,2000-02-28,lahsa apso,['cream'],f/s,lost,abby
1205,2000-02-28,rottweiler,"['black', 'tan']",f,lost,unknown
1206,2000-02-29,border collie,"['black', 'beige', 'white']",f/s,lost,chip
1207,2000-02-29,mala mix husky,['brown'],m/n,lost,nickie
1208,2000-02-29,rotty,"['black', 'tan']",f,lost,doris
1209,2000-03-01,shih tzu,"['black', 'white']",f,lost,kiwi
1210,2000-03-02,lab mix,['black'],f/s,lost,tucker
1211,2000-03-03,?,['brown'],f,found,unknown
1212,2000-03-03,chow chow(puppy),['red'],f,lost,keisha
1213,2000-03-03,cockapoo,['beige'],m,matched,sparky
1214,2000-03-03,husky,['white'],m,matched,yogi
1215,2000-03-03,shep,"['brown', 'tan', 'white']",m,lost,chopper
1216,2000-03-03,shep mix akita,"['white', 'greyish']",m,matched,lobo
1217,2000-03-04,chow mix lab,['black'],m,lost,harley
1218,2000-03-04,lab mix,['black'],f,found,unknown
1219,2000-03-04,rotty mix,"['black', 'tan']",m,lost,charlie
1220,2000-03-04,shep,"['black', 'tan']",f,found,unknown
1221,2000-03-05,chow,['black'],m,lost,bear
1222,2000-03-05,maltese terrier,['white'],f,lost,nikita
1223,2000-03-05,mini pincher,"['black', 'brown']",f,lost,unknown
1224,2000-03-06,lab,['black'],f/s,lost,chubby
1225,2000-03-07,chihuahua mix terrier,['tan'],f/s,lost,buffy
1226,2000-03-08,lab mix,['black'],m,lost,sparky
1227,2000-03-08,pitbull,"['black', 'white spot on chest']",m,lost,bruno
1228,2000-03-08,shiba inu,['beige'],f/s,lost,katsuko
1229,2000-03-09,heeler,['mottle grey'],f/s,matched,sheila
1230,2000-03-09,shep mix,"['white', 'grey']",f,matched,sophie
1231,2000-03-09,siberian husky,"['brown', 'white']",m,lost,moka
1232,2000-03-10,akita,"['brown', 'black']",m,lost,kobe
1233,2000-03-10,golden retriever mix doberman,"['golden', 'black mask']",m/n,matched,brodie
1234,2000-03-10,lab mix,"['tan', 'brown']",f,lost,daisy
1235,2000-03-11,border collie,"['black', 'white']",m/n,lost,max
1236,2000-03-11,husky shep mix,"['black', 'white']",m/n,lost,mickey
1237,2000-03-11,labrador,['chocolate'],m,lost,hugo
1238,2000-03-11,rott,"['black', 'tan']",m,matched,bear
1239,2000-03-11,shep,"['black', 'tan']",m,matched,genhis
1240,2000-03-11,spaniel,"['white', 'brown']",f,matched,unknown
1241,2000-03-12,lab mix whippet,['black'],f,lost,beauty
1242,2000-03-13,american cocker spaniel,"['white', 'tan']",m/n,matched,quincy
1243,2000-03-14,shep mix,['tri color'],m/n,lost,unknown
1244,2000-03-15,bichon frise mix,['black'],m/n,lost,black jack
1245,2000-03-15,cocker spaniel,['blonde'],m/n,lost,joey
1246,2000-03-15,lab,['black'],m,found,rocky
1247,2000-03-15,lab mix,['black'],m/n,matched,syd
1248,2000-03-15,shep mix,"['tan', 'white boots']",m,lost,curley
1249,2000-03-17,chow,['rust'],m,matched,buddy/lucky?
1250,2000-03-18,lab mix,['black'],f/s,lost,lucy
1251,2000-03-18,min pin,"['black', 'tan']",f,matched,unknown
1252,2000-03-18,rotty,"['black', 'tan']",m,lost,taz
1253,2000-03-19,sheltie,"['brown', 'white']",m/n,lost,falcon
1254,2000-03-19,shep mix,"['black', 'tan']",m,found,unknown
1255,2000-03-20,chow mix dingo,['red'],f,lost,casey
1256,2000-03-20,min dachsund,['black'],f/s,matched,lily
1257,2000-03-20,rottweiller,"['black', 'tan']",f,found,?
1258,2000-03-20,rotty mix husky,"['black', 'beige']",m,lost,taz
1259,2000-03-20,wolfe mix shep,"['black', 'cream']",f,lost,shylo
1260,2000-03-20,yorkie terrier,"['black', 'brown']",f,lost,koko
1261,2000-03-21,american bull terrier,['golden'],f/s,matched,lola
1262,2000-03-22,airedale terrier,"['brown', 'black']",m/n,lost,duffy
1263,2000-03-23,boxer,['brindle'],m,lost,caches
1264,2000-03-23,jr terrier,"['white', 'brown']",f,lost,keisha
1265,2000-03-23,jack russell terr,"['white', 'brown']",f,lost,keisha
1266,2000-03-23,retriever,['golden'],f,found,unknown
1267,2000-03-23,rotty,"['black', 'tan']",f,lost,chubbs
1268,2000-03-24,cockapoo,['white brown patch on back'],m,lost,duke
1269,2000-03-25,amer. bull dog,['white'],m,lost,bronx
1270,2000-03-25,chow mix,['orange'],m/n,matched,stanley
1271,2000-03-25,english staff terr,['white'],m,lost,elvis
1272,2000-03-25,lab mix shep,['blondish red'],f/s,lost,bella
1273,2000-03-25,pitbull,"['black', 'white']",m,lost,kilo
1274,2000-03-25,rottweiler,"['black', 'tan']",m/n,matched,rocky
1275,2000-03-25,rotty mix,"['black', 'tan']",f,lost,roxy
1276,2000-03-25,schnauzer,['grey'],f,lost,carla
1277,2000-03-26,amer bull dog,"['whiite', 'brindle']",m,matched,sabre
1278,2000-03-26,pitbull,['golden brown'],f,found,unknown
1279,2000-03-26,rotty,"['black', 'tan']",m,matched,bear
1280,2000-03-26,shep,['black'],m,lost,ghengis
1281,2000-03-26,yorkie,"['beige', 'grey']",m,matched,benji
1282,2000-03-27,rottweiller,"['black', 'tan']",m,lost,shaq
1283,2000-03-28,beagle,['tri color'],m,lost,buddy
1284,2000-03-29,lab mix,['black'],m/n,matched,kiko
1285,2000-03-29,sheperd,['tan little black'],m,lost,duke
1286,2000-03-30,border collie,"['black', 'white']",m/n,matched,unknown
1287,2000-03-30,maltese,['white'],f,lost,puppy
1288,2000-03-30,st poodle,['black'],f,lost,dyna
1289,2000-03-31,keeshond,"['black', 'grey']",f/s,matched,shannon
1290,2000-03-31,malamute mix,"['black', 'tan']",m/n,found,bobby
1291,2000-03-31,terrier mix,"['black', 'grey']",f,matched,grubby
1292,2000-04-01,border collie,"['black', 'white']",f/s,lost,ruby
1293,2000-04-01,husky,"['grey', 'white']",m,lost,bear
1294,2000-04-01,pitbull,['tan'],m,lost,buddy
1295,2000-04-01,pom mix poodle,['black'],f,matched,unknown
1296,2000-04-01,retriever,['black'],m,matched,sebastian
1297,2000-04-02,doby mix,"['black', 'tan']",m/n,lost,bill
1298,2000-04-02,husky,"['black', 'white']",m,lost,unknown
1299,2000-04-02,lab,"['black', 'white']",f,matched,kya
1300,2000-04-02,lab mix,['chocolate'],m,lost,benson
1301,2000-04-03,boxer,['rust'],m,lost,simon
1302,2000-04-03,lhasa apso,['blonde'],m,matched,barkly
1303,2000-04-03,malt ????,['white'],m,matched,unknown
1304,2000-04-04,lab mix rott,['black'],m/n,matched,growly
1305,2000-04-04,maltese poodle mix,['white'],f,lost,bela
1306,2000-04-05,cocker spaniel,['tan'],m,lost,charlie
1307,2000-04-06,amer pit mix lab,['tan'],f,lost,jessee
1308,2000-04-06,chow,['black'],f,lost,chinchin
1309,2000-04-06,chow,['black'],f,lost,chip
1310,2000-04-06,chow,"['red', 'brown']",f,lost,bocci
1311,2000-04-06,dalmation,"['black', 'white']",f/s,lost,penny
1312,2000-04-06,pitbull,['black'],m,lost,kilo
1313,2000-04-06,spitz mix,['white'],f,found,unknown
1314,2000-04-07,border collie mix,"['black', 'white']",m/n,matched,shadow
1315,2000-04-07,lab,['black'],m,matched,unknown
1316,2000-04-07,pitbull,['brindle'],m,matched,rocky
1317,2000-04-07,rott,"['black', 'tan']",f,found,unknown
1318,2000-04-08,lab,['black'],m/n,matched,sammy
1319,2000-04-08,lab,['choclate'],m,found,unknown
1320,2000-04-08,pom,"['cream', 'purple']",m,matched,miko
1321,2000-04-09,lab pup,['black'],m,found,unknown
1322,2000-04-09,sheltie,"['black', 'white']",f,found,unknown
1323,2000-04-10,lab,['golden'],m,lost,buddy
1324,2000-04-10,lhasa apso,['tan'],m/n,matched,rusty
1325,2000-04-11,shep mix,"['black', 'brown']",m/n,lost,logan
1326,2000-04-11,sibian husky,"['beige', 'brown', 'black']",m,found,unknown
1327,2000-04-12,cairn terrier,['wheat'],f,lost,pippy
1328,2000-04-12,rotty,"['black', 'tan']",f/s,lost,lolla
1329,2000-04-13,lab mix,['golden white'],m/n,matched,sam
1330,2000-04-13,poodle,['black'],f/s,lost,penny
1331,2000-04-13,rott,"['black', 'tan']",m,matched,unknown
1332,2000-04-13,rott,"['black', 'tan']",m,matched,dick
1333,2000-04-13,samoyed,['white'],m/n,lost,snow
1334,2000-04-13,samoyed,['white'],m/n,lost,shandy
1335,2000-04-13,sky terrier,['grey'],f/s,matched,unknown
1336,2000-04-13,spaniel,['black'],m,found,unknown
1337,2000-04-14,border collie,['tri-color'],f/s,matched,kelsey
1338,2000-04-14,burmese mtn dog,"['black', 'white', 'tan']",m/n,lost,buster
1339,2000-04-14,poodle mix,['black'],f,lost,echo
1340,2000-04-14,shep mix,"['black', 'tan']",m,matched,baby boy
1341,2000-04-15,british bulldog,['brindle'],m,matched,caesar
1342,2000-04-15,british bulldog,['white'],m,lost,buddy
1343,2000-04-15,british bulldog,['white'],f,matched,cleo
1344,2000-04-15,lab mix rott,"['black', 'brown']",m/n,lost,blackie
1345,2000-04-15,lab mix shep,['black'],unknown,lost,bailey
1346,2000-04-15,shep,"['brown', 'black']",m,lost,jake
1347,2000-04-16,collie mix,"['black', 'white', 'tan']",f/s,lost,korona
1348,2000-04-16,doberman,"['red', 'wht patch on chest']",m,matched,unknown
1349,2000-04-16,lab mix boxer,['golden'],m/n,lost,rupert
1350,2000-04-16,lhasa apso mix pom,"['black', 'white']",m/n,lost,oreo
1351,2000-04-16,rott mix shep,"['black', 'tan']",m,found,unknown
1352,2000-04-17,cocker spaniel,['golden buff'],f,lost,tawny
1353,2000-04-18,basset mix,"['black', 'white']",m/n,lost,freeway
1354,2000-04-18,min. daschund,"['black', 'brown']",f/s,lost,minnie
1355,2000-04-18,pitbull,['brown'],m,lost,zeus
1356,2000-04-19,boston terrier,"['black', 'white']",m,matched,unknown
1357,2000-04-19,collie,['black'],f,lost,chelsea
1358,2000-04-19,rotty mix,"['black', 'brown']",f/s,lost,lola
1359,2000-04-19,shepherd mix,"['black', 'white']",f/s,matched,luna
1360,2000-04-19,shepherd mix,['white'],f/s,matched,chia
1361,2000-04-19,terr mix,['black'],f,lost,prissy
1362,2000-04-20,pitbull,"['white', 'brindle']",f,lost,princess
1363,2000-04-21,heeler mix,['blue merle'],m/n,matched,boonie
1364,2000-04-21,pekingese mix,"['black', 'white']",m,found,unknown
1365,2000-04-22,boxer,['fawn'],m/n,lost,bob
1366,2000-04-22,lab,['yellow'],f,matched,unknown
1367,2000-04-22,lhasa apso,"['white', 'brown']",m,found,blue nc
1368,2000-04-22,pom mix,"['black', 'gold']",f,lost,bebe
1369,2000-04-22,retriever,['golden'],m/n,matched,unknown
1370,2000-04-23,maltese,"['cream', 'grey on back']",f,found,unknown
1371,2000-04-23,retriever,['dark red'],m,lost,toby
1372,2000-04-23,sharpei,['blonde'],m,matched,ming ming
1373,2000-04-23,sharpei,['blonde'],m,matched,mahtong
1374,2000-04-23,terrier mix,['grey'],f,lost,osa
1375,2000-04-25,shep,"['black', 'tan']",f,found,unknown
1376,2000-04-25,shep mix rotty mix lab,['black'],m/n,matched,lucky
1377,2000-04-26,rotty mix shep,"['black', 'tan']",m,found,unknown
1378,2000-04-26,shep,"['black', 'tan']",m/n,matched,kaiser
1379,2000-04-27,lab,['black'],m,matched,unknown
1380,2000-04-27,maltese,['white'],f,lost,gucci
1381,2000-04-28,lab,['black'],m,matched,unknown
1382,2000-04-28,shepherd mix,"['black', 'tan']",m/n,matched,max
1383,2000-04-28,tibetan terrier,"['white', 'black']",m/n,matched,quest
1384,2000-04-29,border collie,"['black', 'white']",f,matched,negra
1385,2000-04-29,shiba inu,['gold'],m,matched,unknown
1386,2000-04-30,husky,"['white', 'black']",m,lost,unknown
1387,2000-04-30,shep mix,['brown'],m,lost,duke
1388,2000-05-02,belgian shep,"['black', 'grey']",unknown,lost,unknown
1389,2000-05-02,border collie mix greyhound,"['black', 'white on chest']",f/s,lost,kayla
1390,2000-05-02,wolf mix mala,"['black', 'white', 'grey']",m,lost,nanook
1391,2000-05-03,maltipoo,['cream'],f,found,unknown
1392,2000-05-03,pitbull,['red'],m,lost,red
1393,2000-05-03,shepherd,"['black', 'tan']",m,found,unknown
1394,2000-05-04,pitbull mix,"['white', 'brown']",m/n,lost,taz
1395,2000-05-04,wirehaired fox terrier,"['white', 'black saddle']",m,lost,harry
1396,2000-05-05,terrier mix,"['white', 'brown']",m/n,lost,ninja
1397,2000-05-06,shep mix,"['black', 'white belly']",m,found,vince
1398,2000-05-07,mixed ( they don't know),"['black', 'white']",m/n,lost,bi
1399,2000-05-08,austrialian shepherd,['blue merle'],m/n,lost,zarlee
1400,2000-05-08,lab pit mix,['chocolate brown'],f,found,unknown
1401,2000-05-08,terrier mix,"['tan', 'cream']",m,lost,barney
1402,2000-05-09,blue heeler,['mottled grey'],m/n,lost,six
1403,2000-05-09,border collie,"['black', 'white']",f/s,lost,muffin
1404,2000-05-09,collie mix,"['sable', 'white']",m,matched,charlie
1405,2000-05-09,rottweiler mix pit,"['black', 'tan']",m,lost,blunt
1406,2000-05-10,collie,['sable'],f,matched,loni
1407,2000-05-10,golden retriever,['gold'],m/n,lost,unknown
1408,2000-05-10,pug,"['beige', 'dark brown']",m,matched,louis
1409,2000-05-10,rough collie,['tri'],f,matched,unknown
1410,2000-05-11,bouvier,['black'],m,matched,cushie
1411,2000-05-11,dalmation,"['black', 'white']",unknown,lost,?
1412,2000-05-11,rott mix shep,"['black', 'tan']",m/n,lost,kezan
1413,2000-05-11,rotty,"['black', 'brown']",m/n,lost,rocko
1414,2000-05-11,small lap dog mix,['white'],f,found,unknown
1415,2000-05-12,bichon frise,['white'],m/n,found,unknown
1416,2000-05-13,lab,['choco'],m,found,unknown
1417,2000-05-13,lab,['yellow'],m,lost,buck
1418,2000-05-13,mini dach,['red'],m/n,found,oscar
1419,2000-05-13,oe sheepdog,"['salt', 'pepper']",m,matched,mickey
1420,2000-05-13,terrier mix  (pup),['black'],m,found,unknown
1421,2000-05-13,very tiny dog,"['rust', 'beige']",unknown,found,unknown
1422,2000-05-14,belgian sheepdog,['black'],m/n,matched,riley
1423,2000-05-14,min pin,"['black', 'tan']",f,lost,pinner or tigger
1424,2000-05-15,chow mix (12 weeks old),['black w white on chest'],f,lost,winnie
1425,2000-05-15,lab mix collie,"['black', 'white']",f/s,lost,echo
1426,2000-05-15,poodle,['white'],f,found,???
1427,2000-05-15,wire fox terrier,"['black', 'white', 'tan']",m/n,lost,tigger
1428,2000-05-16,cocker spaniel,"['brown', 'white']",m,matched,nick
1429,2000-05-16,lab,['black'],m,lost,jackson
1430,2000-05-16,lab mix border collie,['black'],f/s,found,rosie
1431,2000-05-16,maltese mix,['white'],f,lost,lucky
1432,2000-05-16,pomeranian,['reddish brown'],m,found,unknown
1433,2000-05-16,pyrenese,"['white', 'black', 'tan']",m/n,lost,cysco
1434,2000-05-16,shar-pei,['black'],m,lost,coby
1435,2000-05-16,shepherd,"['black', 'tan']",m,matched,finnegan
1436,2000-05-16,shepherd,['white'],m,lost,bullet
1437,2000-05-17,rotti,"['black', 'tan']",f,lost,lady
1438,2000-05-17,rotty mix shep,"['black', 'brown']",m/n,lost,thor
1439,2000-05-17,shep mix rotty,"['black', 'brown']",f/s,lost,alex
1440,2000-05-18,shep mix,"['black', 'tan', 'white chest']",m/n,lost,max
1441,2000-05-18,shep mix retriever,"['tan', 'black chin']",m/n,lost,micky
1442,2000-05-18,shiba inu ?,"['white', 'yellow']",m,lost,lucky
1443,2000-05-19,bichon frise,['beige'],m/n,matched,ally
1444,2000-05-19,lhasa apso,['black'],m,lost,ruffles
1445,2000-05-19,rotty,['brown'],m,lost,roody
1446,2000-05-20,jr terr mix fox terr,"['white', 'black']",m,matched,unknown
1447,2000-05-20,lab,['chocolate'],m/n,lost,rolo
1448,2000-05-20,maltipoo,"['grey', 'white']",m,lost,raichu
1449,2000-05-20,shih mix lhasa,['brown'],m,lost,bailey
1450,2000-05-21,boston terrier,"['black', 'white']",m,lost,beetle
1451,2000-05-21,lab mix wolf,"['white', 'orange']",m,lost,tango
1452,2000-05-21,staffordshire,"['grey', 'brown']",m,lost,rocky
1453,2000-05-23,chow mix,"['black', 'brown']",m,lost,blackie
1454,2000-05-23,chow mix rotty,"['reddish brown', 'black']",m,lost,blackie
1455,2000-05-23,doberman,"['black', 'tan']",m,lost,thunder
1456,2000-05-23,lab,['golden'],m/n,lost,golden
1457,2000-05-23,n.s.d. t.,['red'],m/n,found,digby
1458,2000-05-24,cockapoo,['white'],m/n,lost,peppy
1459,2000-05-24,husky mix,"['white', 'black']",m,found,unknown
1460,2000-05-24,pit mix,['golden brown'],m,matched,tiger
1461,2000-05-24,terrier mix samoyed,['white'],f/s,lost,rama
1462,2000-05-25,boxer,"['tan', 'white']",f,lost,scarlet
1463,2000-05-25,lab,['chocolate'],f,matched,sophie
1464,2000-05-25,maltese,['white'],f/s,matched,estee
1465,2000-05-25,shep mix,"['black', 'tan']",m,matched,unknown
1466,2000-05-26,pitbull mix,"['black', 'white', 'black spots']",f,matched,unknown
1467,2000-05-26,rotty  pup,"['black', 'tan']",m,matched,unknown
1468,2000-05-26,small fox terr mix,['lite red'],unknown,lost,unknown
1469,2000-05-27,husky mix,"['black', 'grey']",f,found,unknown
1470,2000-05-27,husky mix mala,"['black', 'grey']",m/n,lost,just adopted
1471,2000-05-27,jr  terrier,"['black', 'white']",f/s,lost,katie
1472,2000-05-27,lhasa apso,['tannish'],f,lost,unknown
1473,2000-05-27,retriver mix shep,['unknown'],m,lost,unknown
1474,2000-05-27,rotty mix,"['black', 'brown']",m,found,unknown
1475,2000-05-28,pekingese,"['tan', 'white']",f/s,lost,keko
1476,2000-05-28,sharpei,['black'],m,matched,kobe
1477,2000-05-28,shep mix,"['black', 'tan']",m/n,lost,max
1478,2000-05-28,shep mix rotty,['black'],m,matched,unknown
1479,2000-05-28,terrier mix,"['gold', 'white']",m/n,lost,nanook
1480,2000-05-29,2 dachunds,['red'],m/n,lost,candell
1481,2000-05-29,2 dachunds,['red'],m/n,lost,georgio
1482,2000-05-29,german shepherd,"['black', 'tan']",m,lost,saber
1483,2000-05-29,portuguese waterdog,"['black', 'white']",f,lost,cricket
1484,2000-05-30,pitbull,['brown'],m,lost,unknown
1485,2000-05-30,pitbull mix lab,['black'],f,lost,saya
1486,2000-05-31,husky mix mala,['white'],m/n,found,dustin
1487,2000-06-01,australian shep,['tan'],m,lost,unknown
1488,2000-06-01,bassett,['tri'],m/n,lost,oscar
1489,2000-06-01,german shep,"['black', 'tan']",f,lost,budha
1490,2000-06-01,lab mix,['black'],f/s,lost,gabriella
1491,2000-06-01,lab mix,['black'],f/s,lost,gaby
1492,2000-06-01,poodle mix,"['black', 'grey', 'white']",f/s,lost,scruffy
1493,2000-06-01,samoyed,['white'],m/n,matched,sunny
1494,2000-06-01,small dog,['black'],unknown,matched,unknown
1495,2000-06-01,terrier mix lab,['blonde'],f,found,unknown
1496,2000-06-02,border collie,"['black', 'white']",m/n,matched,ashlu
1497,2000-06-02,border collie mix,['blue  merle'],m/n,matched,unknown
1498,2000-06-02,lab,['blonde'],f,lost,whiskey
1499,2000-06-02,tabby cat,"['orange', 'white']",f,found,unknown
1500,2000-06-03,lab  (pup),['chocolate'],f,lost,unknown
1501,2000-06-03,pomeranain puppy,['golden brown'],f,lost,lyita
1502,2000-06-03,tabby cat,"['black', 'greyish']",unknown,found,unknown
1503,2000-06-04,bichon frise,"['black', 'white']",m,matched,unknown
1504,2000-06-04,bichon frise,"['brown', 'white']",f,matched,unknown
1505,2000-06-04,lab,['chocolate'],f,lost,unknown
1506,2000-06-04,lab  (pup),['white'],m,matched,unknown
1507,2000-06-04,pitt   (pup),"['black', 'brown']",m,lost,unknown
1508,2000-06-04,shep,"['brown', 'black']",m,lost,toro
1509,2000-06-04,shep mix,"['black', 'tan']",f,lost,unknown
1510,2000-06-04,shep mix,"['black', 'tan']",f/s,lost,ranger
