,date,breed,color,sex,state,name
14195,2019-08-27,cat - dsh bombay,['black'],m/n,matched,sam
14196,2019-08-27,"chihuahua, long haired","['black', 'tan']",f,matched,molly
14197,2019-08-27,golden retriever,['golden'],m/n,matched,buddy
14198,2019-08-28,"bird, budgie","['blue, white', ' black']",x,lost,not provided
14199,2019-08-28,cat - d?h calico,"['orange, black', 'white']",f/s,matched,molly
14200,2019-08-28,cat - dsh savannah,"['dk black', 'spotted']",f,matched,neela
14201,2019-08-28,cat - dsh tuxedo,"['black', 'white']",f/s,matched,oreo
14202,2019-08-28,cat - dsh tuxedo,"['white', 'black']",m,lost,bowser
14203,2019-08-28,chihuahua mix,['dark beige'],f,matched,bella
14204,2019-08-28,terrier,"['grey', ' blk tail']",f,matched,anna bella
14205,2019-08-28,terrier mix,['white'],m/n,matched,bacon
14206,2019-08-29,cat - d?h,"['grey', ' white on belly', 'face']",f/s,lost,abby (queen abigail)
14207,2019-08-29,cat - dsh,"['black', 'white']",m,matched,wendy
14208,2019-08-29,chihuahua,"['tan', 'light brown']",f,matched,lucy
14209,2019-08-30,"bird, crow",['black'],m,lost,canuck the crow
14210,2019-08-30,cat - d?h,['spotted'],f/s,matched,mila
14211,2019-08-30,cat - dsh,['grey'],m,lost,prince
14212,2019-08-31,germ. sehpherd/st bernard mix,"['dark brown, white, reddish']",m/n,matched,teyko
14213,2019-09-01,cat - dsh tabby,"['brown', 'black tabby']",f,lost,frankie
14214,2019-09-02,"snake, ball python","['yellow, brown', 'black']",f,lost,not provided
14215,2019-09-03,cat - dsh tuxedo,"['black', 'white']",f/s,lost,mya
14216,2019-09-03,pit bull,"['white', ' black']",m,matched,hector/hank
14217,2019-09-03,pitbull mix,['brindle'],f,matched,phoenix
14218,2019-09-03,poodle mix,['light brown'],m/n,matched,tzizo
14219,2019-09-04,cat - dmh tabby,"['grey', ' white chest']",m/n,matched,nova
14220,2019-09-04,cat - dsh savannah,['cinnamon'],m/n,lost,mojo
14221,2019-09-04,lab/rottie mix,['black'],m,matched,oreo
14222,2019-09-05,"bird, parrot quaker monk",['green'],m,lost,deku
14223,2019-09-05,"husky, alaskan","['black, tan', ' white']",f/s,matched,islay
14224,2019-09-06,border collie/lab mix,"['black', 'white']",f/s,matched,bea
14225,2019-09-06,cat - d?h,['black'],m/n,lost,onyx
14226,2019-09-07,germ. shepherd,['wheaton'],f/s,matched,sami
14227,2019-09-07,maltese mix,['golden'],m,lost,bumbum
14228,2019-09-08,cat - dmh rag doll,"['white', 'grey', 'beige']",m/n,lost,cooper
14229,2019-09-09,.unknown breed mix,"['white', 'brown']",m/n,lost,marley
14230,2019-09-09,eng. bulldog,"['brindle', 'white']",m,matched,mister tibbs
14231,2019-09-10,cat - dsh tortoishell,"['black, orange', 'cream?']",f/s,lost,posey
14232,2019-09-10,maltese,['white'],m,lost,toby
14233,2019-09-13,aust. shepherd,['white'],m/n,matched,koda
14234,2019-09-13,golden retriever,['golden'],f/s,lost,jenny
14235,2019-09-13,pit bull,['tan'],f,matched,hemi
14236,2019-09-13,yorkie mix,"['orange', 'brown rustic']",m/n,lost,bumbum
14237,2019-09-14,puggle,['brown'],m/n,matched,charlie
14238,2019-09-15,amer. eskimo dog,['white'],m,lost,glowball
14239,2019-09-16,labrador,['black'],m/n,matched,blackie
14240,2019-09-16,terrier mix,['brown'],m,matched,lloyd
14241,2019-09-17,border collie/terrier mix,"['beige', 'grey']",m/n,matched,wesley
14242,2019-09-17,cat - d?h,['black'],f,lost,little girl
14243,2019-09-17,"gsd mix, small","['black', 'tan']",f/s,matched,scarlette
14244,2019-09-17,husky,"['black', ' some white']",m,matched,wudi
14245,2019-09-18,aussie shep/border collie mix,"['black', ' white chest']",m,lost,luke
14246,2019-09-18,cat - dsh,['black'],f/s,lost,sevin
14247,2019-09-18,husky,"['black', 'white']",m,matched,hooligan
14248,2019-09-19,miniature poodle,['white'],f/s,matched,sparkle
14249,2019-09-19,shepherd mix,"['yellow', ' black muzzle']",m/n,matched,egozi
14250,2019-09-20,jack russell terrier,"['white', 'brown']",f,lost,zhorah
14251,2019-09-20,shiba inu,['red'],f/s,matched,morgan
14252,2019-09-21,cat - dsh,"['orange', 'white']",m/n,lost,harvey
14253,2019-09-23,labrador,['brown'],f/s,matched,hamley
14254,2019-09-24,labradoodle,['yellow'],f/s,matched,scout
14255,2019-09-25,pekingese/pug mix,"['grey', ' black face']",m,matched,jethro
14256,2019-09-26,chihuahua,['white'],f,matched,mimi
14257,2019-09-26,chow chow mix lab,['golden'],m/n,matched,max
14258,2019-09-28,wheaten terrier,['cream'],m/n,matched,ted
14259,2019-09-29,boston terrier,"['black', 'white']",m/n,matched,winston
14260,2019-10-01,cat - dlh tabby,"['grey', ' white']",m/n,matched,macintosh
14261,2019-10-06,chihuahua,"['black', 'white']",m/n,matched,bean
14262,2019-10-06,poodle mix,['brown'],f,lost,coco
14263,2019-10-08,border collie,"['black', 'white']",f,matched,berry
14264,2019-10-09,cockapoo,"['black', ' white']",m,matched,bobby
14265,2019-10-09,husky,"['blue', 'white']",f/s,lost,brooklyn
14266,2019-10-09,labrador,['brown'],f/s,matched,bella
14267,2019-10-09,pug,"['black', ' white']",m,matched,blacky
14268,2019-10-10,golden retriever,"['blonde', 'cream']",f,matched,tofu
14269,2019-10-11,germ. w/haired pointer,"['brown', 'white']",f/s,matched,rosca
14270,2019-10-11,shepherd mix,['cream'],m/n,lost,prince
14271,2019-10-12,lab mix terrier,"['black', 'white']",f,matched,molly (used to be sneakers)
14272,2019-10-13,cat - dsh,['black'],f,lost,april/cheiko/atziko
14273,2019-10-13,cat - tabby,"['orange', 'a bit of white']",m,matched,junior
14274,2019-10-16,aust. shepherd,"['red, brown', 'black']",f/s,matched,shilo
14275,2019-10-16,cat - dsh tabby,['orange'],m/n,lost,jellybean
14276,2019-10-16,pitbull/mastiff mix,"['grey', 'white']",m,matched,dexter
14277,2019-10-21,french bulldog,['fawn'],m/n,lost,ducky
14278,2019-10-22,cat - dsh,"['black', 'white']",m/n,matched,oliver
14279,2019-10-22,germ. shepherd,"['brown', 'black']",f,matched,kendra
14280,2019-10-22,german shepherd/border collie,"['brown, black, grey', 'white']",m/n,matched,otto
14281,2019-10-23,miniature schnauzer (?),"['black', 'grey']",f,matched,gucci
14282,2019-10-24,cat - dsh tabby,['orange'],f,lost,athena
14283,2019-10-24,presa canario,"['brown', 'white']",m,matched,cane
14284,2019-10-25,"jrt, wire haired","['black', 'white']",m/n,matched,sputnik
14285,2019-10-28,golden retriever,['golden'],m/n,lost,chewie
14286,2019-10-28,lab/golden retriever,['blonde'],m,lost,coco
14287,2019-10-29,cat - dlh tabby,"['grey, black', 'white']",f/s,lost,lhasa
14288,2019-10-29,cat - dsh,"['grey, white on chest']",m/n,lost,megatron
14289,2019-10-31,pit mix,"['grey', 'brownish']",m,lost,rascal
14290,2019-11-01,cat - dlh,"['black', 'white']",m/n,matched,jiffy
14291,2019-11-01,cat - dsh tabby,"['orange', 'white']",m/n,lost,chance
14292,2019-11-01,pomeranian,['red'],m/n,matched,dudley
14293,2019-11-01,poodle/japanese spitz mix,['white'],f,matched,chino
14294,2019-11-02,bernese mtn. dog,"['black, white', 'tan']",m,matched,max or maximus
14295,2019-11-02,chihuahua,"['black', 'tan']",m,matched,tino
14296,2019-11-02,hound,['brindle'],m,lost,winston
14297,2019-11-03,maltese/toy poodle,['white'],f,lost,muffy
14298,2019-11-03,pit bull,['white'],m,matched,shadow
14299,2019-11-04,cat - dmh tortoise,"['brown, orange', ' black']",f,lost,carbone
14300,2019-11-05,terrier,['golden'],m/n,matched,roscoe
14301,2019-11-07,chihuahua,"['black', 'white']",m/n,matched,oreo
14302,2019-11-08,chihuahua/pug mix,['golden'],f/s,matched,friend
14303,2019-11-08,pomeranian,['tan'],m,matched,smokie
14304,2019-11-09,cat - d?h,"['black', 'grey', 'brown']",m/n,matched,fish
14305,2019-11-09,shih tzu/chihuahua mix,"['tan', 'cream']",f,matched,baby girl
14306,2019-11-10,cat - dsh black & white,"['black', 'white']",m/n,matched,hulio
14307,2019-11-10,siberian husky,"['grey, white', 'beige']",m/n,matched,monie
14308,2019-11-13,pug mix,"['black, beige, white']",f/s,lost,daisy
14309,2019-11-14,cat - dmh lynx point,"['white', 'grey']",m,lost,jello
14310,2019-11-14,miniature pinscher,['red'],f,lost,peanut
14311,2019-11-15,cat - dsh,"['black', 'white']",m,lost,momo
14312,2019-11-15,french bulldog,"['white', ' yellow spot on back']",m,lost,franki
14313,2019-11-15,shetland sheepdog,"['black, white', 'brown']",m/n,matched,riggs
14314,2019-11-16,bovan chickens mix3,['brown'],x,lost,unknown
14315,2019-11-16,pomeranian/pekinese mix,"['white', 'beige']",f/s,matched,lulu
14316,2019-11-17,chickens-bovan,['brown'],f,matched,unknown
14317,2019-11-17,maltese,['white'],f/s,matched,leoleo
14318,2019-11-19,beagle,"['brown', 'white patched']",m/n,matched,max
14319,2019-11-19,cat - dsh,"['black', 'white']",m,matched,scooter
14320,2019-11-20,collie mix's mix 2,"['brown, white', 'brown tail']",m,matched,chucky
14321,2019-11-20,collie mix's mix 2,"['brown, white', 'brown tail']",m,matched,jack
14322,2019-11-21,mastiff mix,"['black, white', ' brown']",m/n,matched,snoopy
14323,2019-11-24,boston terrier,['brown'],m,matched,kobe
14324,2019-11-28,germ. s/haired pointer,['white'],f,matched,lyra
14325,2019-11-29,belgian shepherd,['black'],f,matched,nikey
14326,2019-12-01,maltese,['white'],f,lost,zuzia
14327,2019-12-03,buhund/king corso mix,"['white', 'tan']",m,lost,phenomenom
14328,2019-12-04,cat - dsh tabby,"['grey, black', ' white']",f,lost,cougie
14329,2019-12-04,chihuahua/pug mix,"['white, brown', 'black']",f,lost,suki
14330,2019-12-05,"chihuahua, deer head","['black', ' white']",f,matched,missy
14331,2019-12-05,labrador mix 2 dogs,"['black x 1, yellow x 1']",m,matched,hunter
14332,2019-12-05,labrador mix 2 dogs,"['black x 1, yellow x 1']",m,matched,finn
14333,2019-12-05,standard poodle,"['light blonde', 'white']",f,lost,goldie
14334,2019-12-07,aust. shepherd/border collie,"['black', 'white']",f/s,matched,brea
14335,2019-12-08,chihuahua,"['black', 'tan']",f/s,matched,zsa zsa
14336,2019-12-08,shepherd/rottweiler mix,"['dark brown', 'lighter tail']",f/s,matched,lola
14337,2019-12-09,shih tzu/poodle mix,['black'],m/n,lost,narles
14338,2019-12-09,wheaten/poodle mix,['grey'],f/s,matched,buckbeat (bucky)
14339,2019-12-10,cat - mackerel tabby,"['black', 'grey', ' white']",f/s,matched,tucker
14340,2019-12-10,lab/collie/shepherd,"['brown', 'black', 'white']",f,matched,zuli
14341,2019-12-10,poodle/maltese mix,['light beige'],m/n,matched,leo
14342,2019-12-12,labrador,['black'],m/n,matched,blaze
14343,2019-12-14,labradoodle,['brown'],f/s,matched,pixie
14344,2019-12-14,shep/lab like mix,"['black', ' white']",f/s,matched,remi
14345,2019-12-15,cat - dsh siamese mix,['grey'],m,lost,arthur
14346,2019-12-17,min. wheaton/poodle mix,['brown'],f/s,matched,maddie
14347,2019-12-19,shiba inu,['light brown'],m,matched,kyro
14348,2019-12-20,lovebird,"['green, orange', 'white']",x,lost,spider
14349,2019-12-20,yorkshire terrier,['brown'],m,lost,junior
14350,2019-12-21,cat - dmh tabby,"['brown, black', 'white']",f,lost,kitty
14351,2019-12-22,pomeranian/pug mix,['black'],m,matched,mister
14352,2019-12-27,shepherd,['black'],f,matched,spazy
14353,2019-12-27,yorkshire terrier,['black'],m,matched,tiny
14354,2019-12-30,lab/collie mix,"['golden', 'cream']",f,matched,payton
14355,2019-12-30,pit bull,"['yellow', 'brown']",f,lost,sasha
14356,2019-12-30,shiba inu/husky mix,"['tan', 'cream']",m,matched,berber
14357,2019-12-31,cat - dsh calico,"['muted calico', 'mostly grey']",f/s,lost,not provided
14358,2019-12-31,pit bull,"['black', 'brindle stripes']",f/s,matched,vixen
14359,2020-01-02,belgian shepherd/lab mix,['black'],m,matched,tuna
14360,2020-01-02,lab mix,"['black', 'white']",m/n,matched,chopper
14361,2020-01-02,maltese,['white'],f/s,matched,coco
14362,2020-01-02,miniature pinscher,['black'],m/n,matched,zeus
14363,2020-01-03,beagle,"['white, brown', 'black']",m/n,matched,pasha
14364,2020-01-03,cat - dsh russian blue,['grey'],f/s,matched,pepper
14365,2020-01-05,toy poodle,['ginger'],f,matched,sugar
14366,2020-01-07,cat - dsh,['black'],m/n,matched,stormcrow
14367,2020-01-09,cat - dlh,"['white', 'tan', 'black nose']",m,matched,tom
14368,2020-01-09,old english sheepdog,"['grey', 'white']",m,matched,panda
14369,2020-01-10,border collie,"['black', ' white']",m,matched,walnut
14370,2020-01-10,french bulldog,['fawn'],m,matched,louis
14371,2020-01-10,mixed mutt,"['black', 'grey muzzle']",m/n,lost,timber
14372,2020-01-13,cat - dsh siamese,"['white', 'black']",f,lost,rudy
14373,2020-01-15,"bird, paralette","['turquoise', 'red band at neck']",f,lost,delilah
14374,2020-01-18,jack russell terrier,"['white', 'black', 'brown']",m,matched,austin
14375,2020-01-22,shih tzu,"['grey', 'white']",m,matched,g
14376,2020-01-24,aust. shepherd,"['white', 'brown']",f,matched,kena
14377,2020-01-24,border collie,"['brown', ' white']",f,matched,viara
14378,2020-01-24,germ. shepherd,"['black', 'brown']",m/n,matched,peppper
14379,2020-01-28,cat - dsh russian blue,['blue'],m/n,lost,not provided
14380,2020-01-28,pharoah hound,['reddish brown'],f,lost,candy
14381,2020-01-28,pit bull,"['tan', 'white']",m,matched,chopper
14382,2020-01-29,cat - dsh,['orange'],m/n,lost,cheeto
14383,2020-02-01,ganaraskan,['black w tan'],f,matched,molly
14384,2020-02-02,chihuahua,['black'],f/s,matched,fiona
14385,2020-02-02,jack russell terrier,"['white', 'brown spots']",f,matched,jackie
14386,2020-02-04,cat - dsh,"['orange', 'white']",m/n,matched,oj
14387,2020-02-04,formosan mtn dog,['black'],f,matched,hera
14388,2020-02-06,bichon/poodle,"['white', 'beige']",f/s,lost,koti
14389,2020-02-06,french bulldog,"['lt. tan', 'fawn']",m,lost,bugzy
14390,2020-02-06,germ. shepherd,"['black', 'tan']",m/n,matched,oreo
14391,2020-02-07,cat - dsh tabby,['orange'],m/n,lost,rusty
14392,2020-02-07,husky,['grey'],m,matched,keenu
14393,2020-02-08,cat - dmh,"['grey', 'white']",m/n,lost,lucky
14394,2020-02-08,cat - dsh tabby,"['orange', 'white']",m/n,lost,tao
14395,2020-02-10,formosan mtn dog,"['black', 'white']",m/n,lost,sam
14396,2020-02-10,labrador,['yellow'],f,lost,mellow
14397,2020-02-11,cat - dsh,"['grey', 'white']",m/n,matched,riley
14398,2020-02-11,pit bull,"['brown', 'black', 'white brindle']",m/n,matched,bulldozer
14399,2020-02-12,miniature poodle mix,"['white', 'tan']",f/s,matched,kenzie
14400,2020-02-13,cat - d?h,"['white', 'grey']",m,matched,junior
14401,2020-02-14,cat - dsh tabby,['orange'],m/n,matched,jack bauer
14402,2020-02-15,cat - dsh,"['black', ' white hairs']",m,lost,pinkman
14403,2020-02-15,cat - dsh tabby,"['brown', 'grey']",f,matched,buki
14404,2020-02-16,amer. pit bull,"['white', 'black']",f,matched,dominoe
14405,2020-02-16,yorkie mix,"['brown, black', 'blonde']",f,matched,chewbie
14406,2020-02-17,aust. shepherd,"['white w orang', 'black spots']",f/s,matched,mofo
14407,2020-02-19,pit bull,['black'],m,matched,hero
14408,2020-02-19,yorkshire terrier,['golden'],f/s,matched,chloe
14409,2020-02-22,siberian husky,"['white', 'light grey']",f/s,matched,batty
14410,2020-02-27,cat - dsh tabby,"['grey', 'black']",m,lost,orbit
14411,2020-02-28,chihuahua,"['grey', 'brown']",f,matched,ava
14412,2020-02-28,dachshund,['black dapple'],x,matched,not provided
14413,2020-02-28,maremma/akbash mix,['white'],f,lost,bella
14414,2020-02-29,cairn terrier,"['brown', 'grey brindle']",m/n,matched,wally
14415,2020-02-29,cat - dmh kitten,['black'],f,lost,princess
14416,2020-02-29,norwegian elkhound mix,['tri coloured brown'],f,matched,penelope
14417,2020-02-29,"pit bull, red nose",['not provided'],f/s,lost,sadie
14418,2020-02-29,"rabbit, netherland dwarf",['black'],f,lost,waffles
14419,2020-03-01,bernese/border collie mix,"['black, white,', 'brown']",f,matched,tracy
14420,2020-03-01,cat - dsh,['white'],m/n,lost,johnny angel
14421,2020-03-01,cat - dsh siamese,"['white', '?']",m,matched,brodie
14422,2020-03-01,terrier mix,['brown'],f,matched,houdini
14423,2020-03-04,chicken,"['red', 'brown']",f,matched,bella
14424,2020-03-04,terrier mix,"['beige, brown', 'white']",m/n,matched,benji
14425,2020-03-05,alaskan malamute,"['white', 'black']",m,matched,alpha
14426,2020-03-05,bernese mtn. dog,"['black, brown& white']",m/n,matched,boom
14427,2020-03-07,lab/formosan mix,"['brown', 'red', 'white']",m/n,matched,hershy
14428,2020-03-07,labradoodle,['black'],f/s,matched,bea
14429,2020-03-08,1 pitbull & 1 bernese/poodle,"['1 chocolate', '1 black']",m,matched,olive 2
14430,2020-03-08,1 pitbull & 1 bernese/poodle,"['1 chocolate', '1 black']",m,matched,prince
14431,2020-03-10,pom/french papillion mix,"['tan', 'black, white mouth']",f/s,matched,joy
14432,2020-03-11,shiba inu,"['tan', 'white']",m,matched,niangao
14433,2020-03-12,chihuahua,"['tan', 'cream']",m/n,lost,pickles
14434,2020-03-14,pitbull mix,['rusty red'],f/s,matched,honey
14435,2020-03-17,chihuahua mix,['tan'],f/s,lost,cookie
14436,2020-03-18,pomeranian,['tan'],f,matched,coco
14437,2020-03-20,labrador,['brown'],f/s,matched,hamley
14438,2020-03-20,rottie/thai ridgeback mix,"['black, brown', 'cream']",f,matched,lulu
14439,2020-03-21,.unknown breed mix,"['black', 'brown', 'grey']",f/s,matched,cleo
14440,2020-03-22,cat - dsh,['black'],m,matched,puma
14441,2020-03-22,labrador mix2,"['blonde', 'golden']",m,matched,lornedog
14442,2020-03-22,labrador mix2,"['blonde', 'golden']",m,matched,boris
14443,2020-03-23,chihuahua,"['black', 'white (cow like)']",f/s,lost,delilah (dee)
14444,2020-03-25,cat - dsh,['black'],f,lost,bella
14445,2020-03-26,cat - d?h,['black w wht speck on chest'],f,lost,not provided
14446,2020-03-26,yorkshire terrier,"['grey', 'golden head']",m,matched,tofu
14447,2020-03-28,maltese/toy poodle,['white w beige ears'],f/s,matched,junie
14448,2020-03-30,golden retriever,['golden'],m/n,matched,tucker
14449,2020-03-30,husky,['white'],f/s,matched,shaki
14450,2020-03-30,yorkie mix,"['grey, tan', 'cream']",f/s,matched,roxie
14451,2020-04-03,"pitbull, blue nose","['brindle', 'greyish']",m,matched,spike
14452,2020-04-04,cat - dsh,"['black', 'white']",f/s,lost,bella
14453,2020-04-04,lab mix,"['black', ' white']",m/n,matched,ricky bobby
14454,2020-04-06,maltese,['white'],m/n,lost,toby
14455,2020-04-06,shiba inu,['golden'],f,lost,coco
14456,2020-04-07,cat - d?h,"['grey', '?']",m,matched,oso
14457,2020-04-13,pit bull,"['grey', 'blueish grey']",m/n,matched,tank
14458,2020-04-17,cat - dsh bombay,['black'],m/n,lost,rex
14459,2020-04-18,spitz,['white'],f/s,matched,barfi
14460,2020-04-19,cat - dsh,['white'],m/n,matched,bond
14461,2020-04-19,cat - dsh manx,"['black', ' white']",m/n,matched,levi
14462,2020-04-20,cat - d?h calico,"['white, black', 'orange']",f,matched,pj
14463,2020-04-20,cat - dlh ragdoll,"['grey', 'white']",m/n,matched,kush
14464,2020-04-20,cat - dsh bengal,['black w green eyes'],m/n,lost,lucifer
14465,2020-04-20,cat - dsh tabby,"['lt', 'dk grey', ' white']",f/s,matched,feebi
14466,2020-04-20,labrador,['brown'],f/s,matched,hemley
14467,2020-04-22,cat - dmh calico,"['orange, black', 'white']",f/s,lost,chamomile
14468,2020-04-23,miniature pinscher,['red'],m,matched,jackson
14469,2020-04-24,cat - dsh,"['black', ' white']",m/n,lost,taboo
14470,2020-04-24,"pitbull mix, blue nose","['grey', 'white']",f/s,lost,destiny
14471,2020-04-25,aussie doodle,"['white', 'black']",m/n,matched,vienna
14472,2020-04-25,cat - dsh tuxedo,"['black', ' white']",m,lost,oliver
14473,2020-04-28,beagle,"['white, black', 'brown']",m/n,matched,reggie
14474,2020-04-29,min. poodle mix,['brown caramel'],f/s,matched,maddie
14475,2020-04-30,cat - d?h tabby,['orange'],m,matched,thunder
14476,2020-05-02,cat - dsh,"['grey', 'white']",m/n,matched,oscar
14477,2020-05-02,cat - dsh,"['orange', 'white']",m/n,matched,loki
14478,2020-05-02,rottie mix,['black'],f,matched,not named yet
14479,2020-05-03,eng. cocker spaniel,['golden'],f/s,matched,keisha
14480,2020-05-03,lab mix,['white'],f/s,matched,cleveland (cleo)
14481,2020-05-04,cat - dsh,['black'],f/s,lost,lyra
14482,2020-05-05,cat - dmh tabby,"['grey', 'stripes']",f/s,matched,mack
14483,2020-05-06,1 pit bull & 1 terrier mix,"['grey', 'white', 'beige']",x,matched,yola
14484,2020-05-06,1 pit bull & 1 terrier mix,"['grey', 'white', 'beige']",x,matched,kane
14485,2020-05-06,husky/shep mix,"['golden', 'yellow']",m,matched,prince
14486,2020-05-07,aust. shepherd,"['black', 'white']",m/n,matched,billy
14487,2020-05-07,cat - dsh,"['black', 'white']",f/s,matched,kofi
14488,2020-05-07,husky mix,['brown'],m/n,matched,ritchie
14489,2020-05-08,boston terrier,"['black', 'white']",f/s,lost,nyah
14490,2020-05-08,cat - dlh maine coon mix,"['black', 'brown', 'white spot']",f/s,matched,biggie
14491,2020-05-08,cat - dsh bengal mix,"['tan stripes', ' white body']",m,lost,merlin
14492,2020-05-09,aust. shepherd,"['red', 'merle pattern']",f/s,lost,annie
14493,2020-05-09,"bird - conure, green cheeked","['green, grey', 'brown, orange']",m,matched,boba
14494,2020-05-09,cat - dlh calico,"['white, black', 'orange']",f/s,lost,chamomile
14495,2020-05-09,cat - dsh,"['grey', 'white']",m,matched,zero
14496,2020-05-09,mastiff/aust. shep/shep mix,"['white, black', 'tan']",m,matched,snoopy
14497,2020-05-11,corgi,"['red', 'white']",m/n,matched,cain
14498,2020-05-11,husky mix,"['black, white', 'brown']",m,matched,kato
14499,2020-05-12,"bird, budgie","['green, black', 'yellow']",x,lost,jafar
14500,2020-05-12,cat - d?h,"['black', 'white']",m/n,lost,taboo
14501,2020-05-12,yorkshire terrier,"['tan', 'grey']",f/s,lost,sunny
14502,2020-05-13,french bulldog,"['beige', 'white?']",f/s,matched,pika
14503,2020-05-14,cat - dmh tabby,"['grey', 'black', ' white']",m/n,lost,winston
14504,2020-05-15,shih tzu/pomeranian mix,"['grey', 'white']",m/n,matched,ice
14505,2020-05-16,cat - dlh,['white'],m/n,lost,aj
14506,2020-05-17,shih tzu/maltese mix,['white'],m/n,lost,stewie
14507,2020-05-18,aust. terrier/poodle mix,"['white', 'black']",m/n,matched,vienna
14508,2020-05-19,bullmastiff/pitbull mix,"['seal', 'white']",f,lost,duchess
14509,2020-05-20,miniature poodle,['white'],m/n,matched,bobo
14510,2020-05-21,heller/husky mix,"['black, brown', 'white']",m,matched,kato
14511,2020-05-23,cat - d?h tabby,['orange'],m/n,matched,uni
14512,2020-05-23,cat - dlh ragdoll,"['white', 'grey']",m/n,lost,zero
14513,2020-05-23,cat - dsh,"['grey', 'stripey tail']",m/n,matched,oscar (aka squiddy)
14514,2020-05-23,cat - dsh tuxedo,"['black', 'white']",m/n,matched,boogy
14515,2020-05-23,husky mix,"['black', 'grey']",m,matched,kato
14516,2020-05-24,cat - dsh tabby,"['brown', 'black', 'white tabby']",m/n,matched,onyx
14517,2020-05-25,cat - d?h tabby,"['orange', 'white stripes']",m,matched,chilly
14518,2020-05-25,golden retriever,['orange (dark)'],f,matched,maya
14519,2020-05-26,cat - dsh siamese mix,['white'],m/n,matched,kaiba
14520,2020-05-27,beagle,"['brown, white', 'black']",m,matched,snoopy
14521,2020-05-28,amer. eskimo dog,['white'],f,lost,lucky
14522,2020-05-28,cat - dsh tabby,"['brown', 'striped']",m/n,matched,byron
14523,2020-05-28,newfoundland,['black'],x,lost,unknown
14524,2020-05-29,"bird, budgie","['blue', 'yellow']",m,matched,pier
14525,2020-05-29,cat - dsh calico,"['black, orange', 'white']",f/s,matched,sully
14526,2020-05-30,cat - dmh,"['grey', 'white']",m/n,lost,monty
14527,2020-05-30,shih tzu/maltese mix,['white'],m/n,matched,stewie
14528,2020-06-02,cat - d?h calico,['multicoloured'],f/s,lost,girly
14529,2020-06-02,cat - dsh abyssinian,['red'],m/n,matched,sebastian
14530,2020-06-02,terrier mix,"['white', ' grey, brown', 'black']",m/n,matched,diego
14531,2020-06-03,"amer. bulldog, puppy","['black', 'white']",f,lost,lola
14532,2020-06-03,germ. shepherd,"['black, tan', 'white']",m/n,matched,hurley
14533,2020-06-03,pit bull,"['white', 'black']",m,matched,russia
14534,2020-06-04,cat - ash scottish fold mix,"['grey', 'cream']",m/n,matched,tora
14535,2020-06-04,mixed breed,"['black', 'white']",f,matched,kiki
14536,2020-06-05,mixed breed,"['black', 'white']",m,lost,happy
14537,2020-06-05,shih tzu,"['grey', 'white a little brown']",m,matched,gq
14538,2020-06-06,cat - dsh,"['white', 'orange on face']",m/n,lost,otis
14539,2020-06-06,husky,"['white', 'grey']",f/s,matched,luna
14540,2020-06-07,cat - d?h tabby,['white'],m/n,lost,meeko
14541,2020-06-07,siberian husky,"['white', 'brown']",f/s,matched,harley
14542,2020-06-08,aust. shepherd,['blue'],f,matched,dayse
14543,2020-06-09,cat - dsh siamese,['seal point'],m/n,matched,toby
14544,2020-06-09,cat - dsh tabby,"['brown, gold', 'white']",m/n,matched,bruce
14545,2020-06-09,russian lapdog,['black'],m/n,lost,tomy
14546,2020-06-10,cat - dsh,"['white', ' orange']",m/n,lost,bao bao
14547,2020-06-12,border collie,"['black', 'white']",f,matched,gracie
14548,2020-06-12,cat - dsh,['black'],m/n,matched,eric
14549,2020-06-13,cat - dsh tabby,"['brown', 'black']",f/s,matched,hedgehog
14550,2020-06-13,shiba inu,['tan'],m/n,matched,yoshi
14551,2020-06-14,aust. shepherd,"['black w brown', 'white']",m,matched,cooper
14552,2020-06-14,cat - dlh,"['black', 'white spot on chest']",m/n,lost,kodiact
14553,2020-06-14,cat - dsh,['black'],f/s,matched,snuggles
14554,2020-06-15,cat - dsh bengal,"['brown', 'light brown', 'white']",m/n,matched,junior
14555,2020-06-15,shiba inu,['red'],m/n,matched,alto
14556,2020-06-16,bichon/shih tzu mix,"['black', 'white', '']",m/n,matched,ariel
14557,2020-06-16,corgi,"['yellow', ' white chest']",m/n,matched,rourou
14558,2020-06-16,havanese/bichon frise mix,"['white', 'grey', 'black markings']",f/s,lost,coconut/coco
14559,2020-06-18,"chihuahua, long haired","['black', 'white']",f/s,matched,mu (seal hut)
14560,2020-06-19,cat - dsh black,['black'],f,matched,blair
14561,2020-06-20,cat - dsh calico,"['brown, white', 'orange', 'black']",f/s,matched,marble
14562,2020-06-21,cat - dsh,"['brown', 'black', ' lots of white']",m/n,lost,qbert (fatfat)
14563,2020-06-22,cat - dsh,"['black', 'white']",m,lost,angel
14564,2020-06-22,cat - dsh,"['black', 'white']",m/n,matched,milo
14565,2020-06-22,cat - dsh tabby,"['orange', 'white']",m,matched,nathaniel
14566,2020-06-23,cat - dlh ragdoll mix,"['white', ' small grey spots']",m,lost,marshmellow
14567,2020-06-24,cat - dsh bengal,"['cream, brown', 'red']",f/s,lost,kitty cat
14568,2020-06-25,cat - dm/lh,"['black', 'white']",m,matched,choncho
14569,2020-06-25,poodle mix,['white'],m,lost,ice cream
14570,2020-06-26,corgie mix,"['black', ' white spots']",m/n,matched,pablo
