AnimalID;Breed;ShotsDate;Sex;ReceiptNumber;DateImpounded;PitNumber;Name;KennelNumber;DispositionDate;Color;Code;ApproxWeight;Age category;Source;Status;ACO
6214;Border Collie X;;F;NC;2002-02-17;20035;Goggle;200;;Black & White;;;;BROUGHT-IN;Redeemed;17
6218;Labrador X;;F;11830,JC;2002-03-05;20030;;200;;Tan;;;;HOLDING STRAY;Redeemed;6
6222;Rotty (with full tail);2000-06-07;M/N;;2000-05-28;40062;Harry Wong;400;;Black & Tan;;;;BROUGHT-IN;Transferred;0
6223;Keeshound X;2001-02-21;M/N;;2001-02-14;40089;Dexter;400;;Tri-Color;;;;COMPLAINT;Transferred;8
6224;Rotty;2001-12-12;M/N;11848 ar;2001-12-05;20021;Nicholas;200;;Black & Tan;;;;BROUGHT-IN;Sold;0
6225;Pitbull X;;M/N;11836,MC;2002-03-07;20039;Buddy;200;;Black;;;;POLICE-DAY;Redeemed;15
6226;Bull Terrier;;F/S;15118,JS;2002-03-07;20013;Casey;200;;Tri Color;;;;SPCA;Redeemed;5
6229;Maltese;;F;11839 lf;2002-03-08;20024;;200;;White;;;;POLICE-DAY;Redeemed;6
6230;Pit X;2000-09-05;F/S;15104,BC;2000-08-27;20097;Sass;200;;Black & White;;;;SPCA;Sold;3
6231;Poodle;;M/N;11837,MC;2002-03-09;20063;Tigars;200;;Grey;;;;HOLDING STRAY;Redeemed;15
6232;Rott X Pit;;F;11840-TU;2002-03-10;20039;;200;;Brown & some Brindle;;;;HOLDING STRAY;Redeemed;17
6235;Staffie  X;2002-02-27;M/N;11849 BP6;2002-02-14;20026;Pacer;200;;Brindle;;;;HOLDING STRAY;Sold;6
6242;Shepherd X;;M;15107 lf;2002-03-14;20020;Colby;200;;Tan;;;;HOLDING STRAY;Redeemed;15
6245;Rottweiler;;F;15003,MC;2002-03-14;20030;Sasha;200;;Black & Tan;;;;POLICE-NIGHT;Redeemed;15
6246;Boxer X;;F/S;12554,MB;2002-03-14;20003;Alabama;200;;Brindle & Brown;;;;HOLDING STRAY;Redeemed;10
6252;Finnish Spitz;;F/S;15108 nm;2002-03-21;20000;Princess;200;;White;;;;BROUGHT-IN;Sold;22
6253;Lab;;M/N;15111,MC;2002-03-22;20072;Mac;200;;Black;;;;HOLDING STRAY;Redeemed;17
6256;Cane Corso?;;F;15114 BP6;2002-03-25;20076;;200;;Black & Brindle;;;;COMPLAINT;Redeemed;22
6258;Rottweiller;;F;15057jc8;2002-03-25;20005;Rio;200;;Black & Tan;;;;POLICE-DAY;Redeemed;8
6259;Rottweiler X Mastiff;2001-08-30;M/N;11819 nm;2001-08-25;20049;Kujo;200;;Brown & Black;;;;OWNER-SURRENDERED;Sold;0
6261;Terrier X;;M/N;15116 lf;2002-03-26;20039;Max;200;;Black & Grey & White;;;;HOLDING STRAY;Redeemed;6
6262;Terr X Shep;;F;15060 BC3;2002-03-26;20072;Lady;200;;Black & Tan & White Paws;;;;HOLDING STRAY;Redeemed;5
6266;Husky;;M;15061 BP6;2002-03-27;20045;Shamus;200;;Brown & White;;;;HOLDING STRAY;Redeemed;10
6269;Rottweiler;;F;15121.MC;2002-03-28;20039;Sasha;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;5
6273;Lab X Shepherd (pup);;M;11832,BP;2002-02-27;20065;Elliott;200;;Tan;;;;BROUGHT-IN;Sold;6
6280;West Highland Terrier;;F;11826,NP;2002-03-01;20023;Cindy;200;;White;;;;HOLDING STRAY;Redeemed;6
6283;Lab X  (no tail);;F;11838,MC;2002-03-02;20032;Baby;200;;Tan;;;;OTHER;Redeemed;15
6284;St Bernard X;;M;11829 BC3;2002-03-03;20000;Bee Bee;200;;Brown;;;;BROUGHT-IN;Redeemed;0
6291;Hound  X (pup);2002-04-25;F;15014,KS;2002-04-13;20026;Halima;200;;Black & Tan;;;;BROUGHT-IN;Sold;17
6292;Pitbull X;2001-05-23;M/N;15140 nm;2001-05-11;20046;Lee;200;;Black with White Chest & Paws;;;;COMPLAINT;Sold;16
6295;Husky/Heeler Puppy (?);;M;15089, ks;2002-04-13;20000;Charlie;200;;White with Grey Patches;;;;HOLDING STRAY;Sold;17
6296;Shepherd (Pup);;M;15080 jc;2002-04-15;20054;;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;22
6305;Shih Tzu;;F;15201,MC;2002-04-19;20062;Pepper;200;;White;;;;HOLDING STRAY;Redeemed;17
6312;APBT;;M/N;15088,NM;2001-12-17;20053;Tank;200;;Beige & White;;;;HOLDING STRAY;Sold;16
6313;Am Staff Terrier X;2001-10-05;M/N;15012,MC;2001-10-25;20073;Zeus/Nello;200;;Black & White;;;;SPCA;Sold;22
6314;Am Staff Terrier;2001-12-12;M/N;15078,LF;2001-11-30;20059;Bryson (Murphy);200;;Black & White;;;;OWNER-SURRENDERED;Sold;22
6315;Dalmatian X;2001-12-12;M/N;15011,MC;2001-11-30;20062;Winston;200;;White & Black;;;;BROUGHT-IN;Sold;15
6316;Rott X;;M/N;15015 AR;2002-04-20;20017;George;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;15
6324;Pomeranian;2002-04-10;M;15134,JS;2002-03-30;20063;Jay;2000;;Tan;;;;HOLDING STRAY;Sold;17
6331;Pitbull;;M/N;15129 ar;2002-04-03;20004;Ruby;200;;Blonde;;;;POLICE-DAY;Redeemed;0
6340;Dalmatian;;F;15133 ar;2002-04-05;20047;;200;;Black & White;;;;HOLDING STRAY;Redeemed;15
6344;Shiba Inu X;;F/S;15142 BC3;2002-04-06;20041;;200;;Tan;;;;HOLDING STRAY;Redeemed;15
6348;Lab;;M/N;15145-bl;2002-04-07;20077;Twos;200;;Black;;;;SPCA;Redeemed;17
6356;Labrador;;M/N;15083 BC3;2002-04-08;20077;Jack;200;;Black;;;;HOLDING STRAY;Redeemed;5
6358;Shep X;;F/S;15149wrs;2002-04-08;20062;Sonny;200;;Tan & White;;;;HOLDING STRAY;Redeemed;5
6361;Mini Schnauzer (Pup);;M;15069 lf;2002-04-10;20010;Jello;200;;Grey & Black;;;;HOLDING STRAY;Redeemed;3
6363;Lab X;;F/S;15064 nm;2002-04-10;20058;Brandy Mae;200;;Black;;;;POLICE-DAY;Redeemed;22
6364;Retriever;;M/N;15066 nm;2002-04-10;20045;Bailey;200;;Gold;;;;COMPLAINT;Redeemed;22
6365;Lab X;;F;15067 nm;2002-04-10;20047;Nguzu;200;;Black;;;;PATROL;Redeemed;10
6367;Long Haired Shep.;;F;15070-TU;2002-04-11;20072;Chili;200;;Black & Tan;;;;POLICE-DAY;Redeemed;0
6370;Lab X Border Collie;;M;NC;2002-04-23;20063;Chancy;200;;Black & White;;;;SPCA;Redeemed;3
6373;American Eskimo X Spitz;;M/N;15210,DT;2002-05-06;20010;Assprki;200;;White;;20lbs;;HOLDING STRAY;Redeemed;0
6377;Lab X;;F;15217,KM;2002-05-07;20074;Charlotte;200;;Black;;50 lb;;HOLDING STRAY;Redeemed;0
6378;Lab X Rott (?);2002-03-19;M/N;15206 lf;2002-03-07;20049;Monty;200;;Red;;;;BROUGHT-IN;Sold;22
6381;Pit X;;M/N;12557,MB;2002-05-07;20003;Capone;200;;Black;;;;HOLDING STRAY;Redeemed;0
6382;Shepherd X;;F;15047 BC3;2002-05-07;20071;;200;;Brown & Black;;70 lbs;;HOLDING STRAY;Redeemed;6
6384;Hound X Terrier;2002-03-18;F/S;15098,MC;2002-03-10;20001;Zena;200;;Black & Brown;;;;HOLDING STRAY;Sold;17
6386;Chow;2002-03-27;M/N;15100 BC3;2002-02-12;20044;Bilbo(Thunder);200;;Brown;;;;COMPLAINT;Sold;6
6389;Shepherd X;2001-03-09;M/N;13021 nm;2001-02-28;20028;Sparky(Charlie);200;;Black & Tan;;;;BROUGHT-IN;Sold;6
6392;Pekingese;;F;15032 BC3;2002-04-25;20004;Tilly;200;;Black;;5;;POLICE-DAY;Sold;8
6397;Collie X;;M;15219,NP;2002-05-12;20068;Omar;200;;Black & Tan;;70 lbs.;;POLICE-EMERGENCY;Redeemed;17
6398;Shep X Rotty;2001-06-13;F/S;12223,15038;2001-05-31;0;Mia;29;;Black & Tan;;;;HOLDING STRAY;Adoptable;16
6399;Pitbull;2001-09-05;M/N;15214,LF;2001-10-25;20029;Rascal;200;;Brown & White;;;;BROUGHT-IN;Sold;1
6400;Rott X Lab;2001-07-31;M/N;13009 lf;2001-07-23;20066;Ben;200;;Black;;;;SPCA;Sold;17
6407;Aussie Shepherd;2002-05-01;M/N;15037 nm;2002-04-23;20023;Regis;200;;Liver & White & Tan;;45;;BROUGHT-IN;Sold;22
6408;LH Shep X Collie;2002-05-08;F/S;15212 BC 3;2002-04-24;20015;Zoe;200;;Black & Tan;;55;;POLICE-DAY;Sold;10
6412;Lab;;M/N;15223-TU;2002-05-14;20045;Buddy;200;;Chocolate;;85lbs;;BROUGHT-IN;Redeemed;21
6422;Mini Schnauzer;;M/N;15246,NP;2002-05-26;20002;Tucker;200;;Salt & Pepper;;12 lbs;;BROUGHT-IN;Redeemed;17
6425;Pitbull;;M;15250 BC3;2002-05-26;20037;;200;;White &  Brown Patch on Back;;65;;POLICE-NIGHT;Redeemed;5
6429;Rotty X (pup);;F;15229,MC;2002-05-17;20044;Josephine;200;;Black & Tan;;25lbs;;PATROL;Redeemed;0
6430;Lab X Collie;;F/S;15233,JS;2002-05-17;20017;Puppy;200;;Tan & White;;35 lbs;;PATROL;Redeemed;0
6432;Heeler X Husky  (pup);;M;13008 nm;2002-05-18;20010;Spike;200;;White & Grey;;9  lbs;;OWNER-SURRENDERED;Sold;0
6435;Chickens;;F;N/C;2002-05-01;40001;Colonel, Chubby & Churches;400;;Tan;;1/2 pound;;HOLDING STRAY;Transferred;8
6450;Husky X;;F/S;13152,JC;2002-05-04;20041;Lucy;200;;Brown;;50;;OWNER-SURRENDERED;Sold;0
6455;Pitbull;;F;13154 BP6;2002-05-29;20052;Mimi;200;;Black & White;;;;COMPLAINT;Redeemed;22
6456;Pitbull X;;M;13154 BP6;2002-05-29;20046;Spike;200;;Tan;;;;COMPLAINT;Redeemed;22
6457;Retriever;;M/N;13017jc8;2002-05-29;20097;;10029;;Golden;;;;HOLDING STRAY;Redeemed;9
6459;Pitbull Puppy;;M;13154,BP;2002-05-29;20024;;200;;Black & White;;;;COMPLAINT;Redeemed;22
6461;Greyhound X;;M/N;13027,DA;2002-05-31;20075;Malone;200;;White with White Spot;;;;HOLDING STRAY;Redeemed;0
6463;Shiba Inu X;2002-05-30;F;13013 lf;2002-05-20;20016;Lucy;200;;Tan;;40 lbs;;OTHER;Sold;15
6464;Shih Tzu;2002-05-29;F;13018jc8;2002-05-21;20024;;200;;Black & White;;8;;POLICE-EMERGENCY;Sold;5
6469;Rottweiler;;F;15238 BP6;2002-05-23;20006;Lulu;200;;Black & Tan;;;;POLICE-DAY;Redeemed;6
6471;Shep X;;M;;2002-04-11;50017;Elmer;500;;Black & Tan;;;;POLICE-DAY;Passed Away;0
6473;Labrador;;M;15026,LF;2002-04-30;20041;;200;;Black;;;;BROUGHT-IN;Redeemed;5
6478;Border Collie;;F;15244 ar15;2002-05-24;20010;Molly;200;;Black & White;;30lbs;;HOLDING STRAY;Redeemed;21
6479;Terrier X;;M/N;N/C;2002-05-24;40000;Cheemo;400;;Grey & Black;;15;;HOLDING STRAY;Ride Home Free;3
6484;Am Bulldog;;M/N;13036 BC3;2002-06-01;20037;Naughty;200;;White with Tan Spots;;65 lbs;;POLICE-NIGHT;Redeemed;0
6489;Rottweiler X;2002-06-12;M/N;;2002-06-04;40072;Jermaine;400;;Brown & Black;;65;;HOLDING STRAY;Transferred;6
6492;Pitbull;;F;13037,MC;2002-06-05;20001;Tia;200;;Red & White;;;;HOLDING STRAY;Redeemed;22
6494;Beagle X Lab;2002-05-22;M/N;13176-MC#7;2002-05-08;20069;Sam;200;;Black & White;;35 lbs;;HOLDING STRAY;Redeemed;0
6499;Shepherd (pup);;M;13165,MC;2002-04-18;20059;Hawkeye;200;;Black & Tan;;;;HOLDING STRAY;Sold;22
6501;Collie;;F;13044,KM;2002-06-07;20039;Kino;200;;Black & White & Tan;;70 lb;;HOLDING STRAY;Redeemed;19
6503;Sheltie X Shep  (pup);2002-06-18;F/S;13172 BC3;2002-06-08;20065;Chloe;200;;Brown & Tan;;;;BROUGHT-IN;Sold;0
6507;Pitbull X;2002-01-17;M/N;13034 BP6;2001-12-19;20007;Miko;200;;Tan;;50;;POLICE-DAY;Sold;16
6508;Shep X Husky;2002-02-06;M/N;;2002-01-27;40082;Taz;400;;Tan;;80;;HOLDING STRAY;Transferred;15
6512;Shep;;M/N;ncwrs;2002-06-11;20006;Captain;200;;Black & Tan;;80;;;Redeemed;6
6514;Bouvier;;M/N;13207-TU;2002-06-12;20066;Nelson;200;;Black;;;;HOLDING STRAY;Redeemed;22
6516;Silky Terrier;;M;13161 ar;2002-06-12;20020;Cookie;200;;White;;10LBS;;POLICE-DAY;Redeemed;0
6521;Lab Cross;;F;13162 ar;2002-06-12;20039;;200;;Black;;50;;HOLDING STRAY;Redeemed;21
6524;NSDT Retreiver;;M;13163wrs;2002-06-13;20001;Tiberius;200;;Rust & White;;35 lbs.;;POLICE-DAY;Redeemed;17
6527;Bulldog;;M;NC;2002-06-14;40004;Eagle;400;;Fawn & White;;;;COMPLAINT;Ride Home Free;19
6531;Shep X;;M;13168 BC3;2002-06-17;20002;Rowdey;200;;Black & Tan;;50;;POLICE-EMERGENCY;Redeemed;5
6540;Cairn Terrier;;M/N;13175 DT;2002-06-20;20016;Toby;200;;White;;;;HOLDING STRAY;Redeemed;5
6542;Shepherd;;F;13205wrs;2002-06-23;20072;;200;;Sable;;100;;HOLDING STRAY;Redeemed;17
6545;Labrador;;M/N;13186,MC;2002-06-26;20072;Sunny;200;;Black;;70 lbs;;HOLDING STRAY;Redeemed;15
6551;Dane X;2002-06-05;F/S;13049,MC;2002-05-28;20023;Anika;200;;Brown;;25;;HOLDING STRAY;Sold;6
6552;Dane X;2002-06-05;M/N;13157 BC3;2002-05-28;20010;Andy;200;;Brindle;;30;;HOLDING STRAY;Sold;6
6555;Rotty X;;M/N;NC;2002-06-28;40008;Cirby;400;;Black & Tan;;100 lbs.;;HOLDING STRAY;Ride Home Free;17
6556;Labrador X;;M/N;13190,NP;2002-06-29;20066;Kenny;200;;Black;;70lbs;;POLICE-DAY;Redeemed;15
6557;Shep X Rotty;;M;NC;2002-05-31;20017;;200;;Black & Grey & White;;70lbs;;POLICE-DAY;Redeemed;15
6561;Airedale X;;F;13189,DA;2002-06-29;20072;Delihla;200;;Black & Tan;;;;BROUGHT-IN;Redeemed;0
6564;Min Pin;2002-06-07;M/N;13043,KM;2002-05-31;20044;Joey;200;;Brown;;10 lb;;HOLDING STRAY;Sold;0
6566;Husky X Malamute;;M;13213,DA;2002-07-03;20037;Nidnick;200;;Black & Grey & White;;70-80lbs.;;HOLDING STRAY;Redeemed;8
6567;Pitbull;2002-04-24;F/S;13040-TU;2002-04-10;20045;Chyna;200;;White;;45;;BROUGHT-IN;Sold;0
6568;Min Pin;;F;;2002-06-19;20001;;200;;Black & Tan;;6 lb;;BROUGHT-IN;Redeemed;6
6569;Min Pin;;M/N;18868 lf;2002-06-25;20023;Rocky;200;;Tan;;8;;HOLDING STRAY;Redeemed;3
6575;Pitbull X;;M/N;13304 BC3;2002-07-09;20064;Muffy;200;;Black & White;;45 lb;;BROUGHT-IN;Redeemed;6
6578;Pitbull;;M;13305 ar;2002-07-10;20000;;200;;Red;;;;;Redeemed;19
6580;Rottweiler;;F;13306 BC3;2002-07-10;20057;;200;;Black & Tan;;65;;POLICE-DAY;Redeemed;6
6581;Pit Bull;;F;13229 ar;2002-07-10;20056;;200;;Brown Brindle;;40 - 50 lbs.;;POLICE-DAY;Redeemed;8
6586;Ridgeback X;;M;;2002-07-13;40068;;400;;Tan;;65 lbs.;;BROUGHT-IN;Transferred;17
6588;Chow;;M;13330,DA;2002-07-13;20004;Woobear;200;;Tan;;50lbs.;;HOLDING STRAY;Redeemed;17
6590;Shep;;F/S;;2002-07-14;40002;;400;;Black & Tan;;;;POLICE-DAY;Ride Home Free;21
6597;Malamute X Shep;;M;13319 BC3;2002-07-14;20071;Guss;200;;Tan & Black & Grey;;90 lbs;;HOLDING STRAY;Redeemed;21
6600;Rottweiller;2002-07-03;F/S;13239,MC;2002-06-11;20028;Amelia;200;;Black & Tan;;40lbs.;;POLICE-NIGHT;Sold;8
6604;Setter X Lab   (pup);;F;13323,BC;2002-07-14;20024;Cookie;200;;Black & White;;15 lbs;;PATROL;Redeemed;20
6605;Shepherd X;;M;13318 BC3;2002-07-15;20044;Jake;200;;Black & Brown;;70;;BROUGHT-IN;Redeemed;0
6606;Rottweiler;2002-04-12;F/S;13325 AR;2002-04-02;20097;Josie;200;;Black & Tan;;;;BROUGHT-IN;Sold;22
6609;Shep X;;M/N;13225 nm;2002-07-17;20066;;200;;Black & Tan;;50 mlbs.;;POLICE-NIGHT;Redeemed;8
6610;Pit X Lab;;M/N;SPCA;2002-07-17;40071;;400;;Tan;;40 lbs.;;POLICE-DAY;Transferred;8
6611;Rottweiler;;F;13331,DA;2002-07-18;20045;Sheena;200;;Black & Tan;;70 lbs;;COMPLAINT;Redeemed;0
6614;Shepherd;;F/S;13327,CJ;2002-07-19;20089;Tazman;200;;Black & Tan;;75lbs.;;HOLDING STRAY;Redeemed;17
6615;German Shepherd;;M;13328,KM;2002-07-19;20072;;200;;Black;;80 lbs;;HOLDING STRAY;Redeemed;21
6616;Sheltie;;M/N;13332,DA;2002-07-19;20076;Bear;200;;Tri;;25 lbs;;HOLDING STRAY;Redeemed;21
6619;Husky;;F;13337,DA;2002-07-19;20072;Glacier;200;;Black & Silver & Grey;;55 lbs;;HOLDING STRAY;Redeemed;20
6622;Beagle X;2002-07-02;M/N;13195,JC;2002-06-22;20023;Liam;200;;Black with a Bit of White;;20;;BROUGHT-IN;Sold;0
6624;Malamute;;M/N;13338 wrs;2002-07-20;20016;Chainsaw;200;;Black & Grey & White;;100lbs.;;POLICE-DAY;Redeemed;17
6626;Husky?;;M/N;13345 NM;2002-07-21;20037;Cooley;200;;Pure White;;80 lbs;;BROUGHT-IN;Redeemed;20
6630;Yorkie Terrier;;F/S;13342,MC;2002-07-23;20001;Baby;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;15
6631;Shep;;F/S;13197,KS;2002-06-25;20071;Jessee;200;;Black & Tan;;40 lbs;;SPCA;Sold;5
6632;Pitbull X;;F/S;13235,MC;2002-06-27;20062;Patzy (formerly Tia);200;;Brown;;;;OWNER-SURRENDERED;Sold;5
6634;Akita X;;M;13339,DA;2002-07-22;20045;Heat;200;;Black & Tan;;90 lbs.;;HOLDING STRAY;Redeemed;8
8772;Labrador X Pointer;;M/N;;2004-03-21;40000;Baxter;400;;Black with Grey on Chest;;40lbs;;HOLDING STRAY;Ride Home Free;5
8773;Rottweiler;;M/N;14039,BC;2004-01-02;40020;Snoopy;400;;Black & Tan;;100 lbs;;BROUGHT-IN;Ride Home Free;20
8775;Retriever X;;M/N;;2004-02-23;40064;Wiggles;400;;Gold;;40 lbs;;HOLDING STRAY;Ride Home Free;22
8779;Terrier X;;F;15290 ks;2004-06-08;20004;Honey;200;;Tan & White;;7lbs;;HOLDING STRAY;Redeemed;5
8783;Pointer X;;F/S;;2004-01-23;40020;Jane;400;;Liver & Grey;;;;POLICE-DAY;Ride Home Free;17
8784;Shep X Collie;;M;OK;2003-11-25;40038;Askim;400;;Tan & White;;80 lb.;;HOLDING STRAY;Ride Home Free;8
8794;German Shepherd;;M/N;;2003-11-29;40067;Charlie;400;;Black & Tan;;;;POLICE-DAY;Ride Home Free;12
8795;Spaniel;;M/N;n/c;2003-12-01;40048;Ah Fook;400;;Black;;30 lb;;BROUGHT-IN;Ride Home Free;14
8799;Husky X;;M/N;;2004-01-26;40009;Tee;400;;Tan & White & Black;;60 lbs;;HOLDING STRAY;Ride Home Free;9
8804;Poodle;;F;15295 ar;2004-06-09;20004;;200;;White;;;;HOLDING STRAY;Redeemed;22
8805;Border Collie X;;M/N;15570,MC;2004-06-09;20056;Casey;200;;Black & White;;20 lbs;;POLICE-DAY;Sold;22
8809;Shih Tzu;;M/N;15569,MC;2004-06-10;20048;Sweety;200;;Black & White;;;;HOLDING STRAY;Redeemed;8
8811;Labrador;;F;RHF;2004-06-30;40045;Hunter;400;;Black;;50lbs;;BROUGHT-IN;Ride Home Free;13
8812;Poodle (Min);;M/N;13821 ACO21 gp;2004-06-30;20089;Shadow;200;;Black;;10;;HOLDING STRAY;Redeemed;15
8813;Shep X Lab;;M/N;BC3;2004-06-30;40031;Scout;400;;Blonde;;30 lbs;;BROUGHT-IN;Ride Home Free;0
8816;Miniature Schnauzer;;M;;2004-01-29;40005;Bagel;400;;Silver & White;;20lbs;;COMPLAINT;Ride Home Free;20
8819;Husky X;;M/N;;2004-03-25;40013;Mick;400;;Black & White;;50lbs;;HOLDING STRAY;Ride Home Free;5
8820;Retriever;;M/N;;2004-04-13;40088;Jake;400;;Tan;;80lbs.;;HOLDING STRAY;Ride Home Free;8
8821;Retriever;;M/N;;2004-04-13;40080;Shadow;400;;Tan;;70lbs.;;HOLDING STRAY;Ride Home Free;8
8823;Jack Russell Terrier;;M/N;15552,GP;2004-06-10;20046;Mack;200;;Tan & White;;15 lbs;;COMPLAINT;Redeemed;0
8824;Yorkie X;;M/N;MC;2004-06-11;40079;Ninja;400;;Brown & Black;;15 lbs;;HOLDING STRAY;Ride Home Free;196
8828;Yellow Lab;;M/N;;2004-04-14;40046;Roame;400;;Tan;;70lbs.;;HOLDING STRAY;Ride Home Free;8
8830;Beagle;;F/S;ks19;2004-06-11;40005;Hanna;400;;Black & Brown & White;;20 lbs;;HOLDING STRAY;Ride Home Free;0
8832;Cocker Spaniel  X;;M;12990,NP;2004-06-12;20070;Bobo;200;;Tan;;20lbs.;;HOLDING STRAY;Redeemed;0
8834;Labrador;;M/N;;2004-04-22;40046;Charlie;400;;Black;;60;;COMPLAINT;Ride Home Free;15
8835;Lab;;M/N;;2004-04-22;40017;Runner;400;;Yellow;;;;HOLDING STRAY;Ride Home Free;8
8836;Pitbull;;F/S;;2004-04-23;40054;Bonnie;400;;Tan with White;;50lbs;;HOLDING STRAY;Ride Home Free;15
8840;Rotty;;M;15298KM;2004-05-21;20035;Hercules;200;;Black & Tan;;100lbs.;;COMPLAINT;Redeemed;0
8846;Border Collie X;;F/S;;2004-04-26;40017;Punky;400;;Black & White;;40lbs.;;;Ride Home Free;8
8849;Pitbull;;F;15557JC8;2004-06-14;20030;Kaos;200;;Black;;60;;POLICE-NIGHT;Redeemed;5
8850;Labrador X;;M/N;15556 BC3;2004-06-14;20082;Merlin;200;;Black & White;;65lbs;;HOLDING STRAY;Redeemed;15
8860;Shep;;M/N;;2004-04-29;40017;Skilo;400;;Tan;;;;HOLDING STRAY;Ride Home Free;8
8865;Mini Poodle;;F/S;15585 BC3;2004-06-15;20005;Turtle;200;;Grey;;5;;BROUGHT-IN;Sold;3
8866;Husky X;;F;15564 ar;2004-06-15;20082;Sara;200;;Tri Colour;;60lbs.;;HOLDING STRAY;Redeemed;0
8867;Corgi  X Shep;2004-05-10;M/N;BC3;2004-04-29;40013;Mylo;400;;Tan & Black;;30 lbs;;POLICE-DAY;Ride Home Free;20
8868;Boston Terrier;;F;;2004-05-12;40000;Hola;400;;Black & White;;3-4lbs.;;HOLDING STRAY;Ride Home Free;8
8874;Chihuahua;;M;15575,MC;2004-06-17;20089;Kiki;200;;Tan;;10lbs;;HOLDING STRAY;Redeemed;0
8876;Viszla;;F;DT;2004-06-17;40067;Lilu;400;;Tan;;35 lbs;;HOLDING STRAY;Ride Home Free;0
8881;Pitbull;;M;;2004-04-18;40020;Buds;400;;Black;;;;HOLDING STRAY;Ride Home Free;21
8885;Collie X;;M/N;n/c;2004-03-02;40007;Quartz;400;;White & Tan;;50lbs.;;HOLDING STRAY;Ride Home Free;8
8886;Pitbull X;;M/N;;2004-03-28;40046;;400;;Black & White;;40lbs.;;HOLDING STRAY;Ride Home Free;5
8888;Presno X Mastiff;;M;15576gp;2004-06-18;20094;;200;;Brindle;;100 lbs;;COMPLAINT;Redeemed;21
8889;Shih Tzu;;M/N;06kd;2004-06-18;40009;Monty;400;;Black & White;;20;;HOLDING STRAY;Ride Home Free;6
8892;Golden Retriever;;M;MC;2004-06-19;40059;Bode;400;;Blonde;;75 lbs;;HOLDING STRAY;Ride Home Free;0
8893;Doberman;;M/N;15577,MC;2004-06-19;20072;Rook;200;;Brown & Tan;;65lbs;;POLICE-NIGHT;Redeemed;21
8897;Rottweiler;;M;15262 ar;2004-06-01;20072;;200;;Black & Tan;;120lbs;;HOLDING STRAY;Redeemed;5
8899;Bassett X;;M/N;15284, ar;2004-06-01;20079;Simba;200;;Black & Brown & White;;30;;OWNER-SURRENDERED;Sold;3
8902;Cocker Spaniel;;M/N;;2004-06-02;40089;Tubby;400;;Tan;;35lbs;;HOLDING STRAY;Ride Home Free;15
8903;Shepherd;;M/N;15583-AF;2004-06-03;20069;Jack (Zulu);200;;Black;;100lbs;;HOLDING STRAY;Sold;5
8908;Labrador Mix;;F/S;FRH;2004-04-20;40000;Samantha;400;;Yellow;;60;;HOLDING STRAY;Ride Home Free;15
8910;English Setter;;M/N;;2004-05-15;40047;Oliver;400;;White & Red Speckles;;;;BROUGHT-IN;Ride Home Free;21
8911;Beagle;;F/S;KM;2004-06-20;40005;Tina;400;;Tri;;;;HOLDING STRAY;Ride Home Free;17
8912;Terrier X;;M;15581 ar;2004-06-21;20059;Jay;200;;Tan;;10 lbs;;HOLDING STRAY;Redeemed;5
8913;Shep;;M/N;15578 ar;2004-06-21;20094;Rolly;200;;Black & Tan;;80lbs;;OTHER;Redeemed;5
8915;Shep;;M/N;15578 ar;2004-06-21;20035;Al;200;;White;;80lbs;;OTHER;Redeemed;5
8920;Lab;;M/N;;2004-06-22;40019;Bluey;400;;Black;;90 lbs.;;COMPLAINT;Ride Home Free;0
8921;Rott;;F;15584 kd;2004-06-23;20047;Riley;200;;Black & Tan;;75;;POLICE-DAY;Redeemed;15
8922;Shep;;M/N;15578;2004-06-21;20035;;200;;White;;;;;Redeemed;5
8925;English Bulldog;;M;MC;2004-06-03;40017;Mr Higgins;400;;White & Brown;;40lbs;;HOLDING STRAY;Ride Home Free;8
8926;Golden Retriever;;M/N;15270-TU;2004-06-04;20070;Caleb;200;;Blonde;;60;;POLICE-NIGHT;Redeemed;20
8935;Shepherd X;;F;15501 kd;2004-06-24;20072;;200;;White;;70 lbs;;POLICE-DAY;Redeemed;22
8945;Staffordshire Terrier;;M;BC3;2004-05-23;40017;Dino;400;;Black & White Brindle;;70 lbs;;POLICE-EMERGENCY;Ride Home Free;21
8949;Chesapeke Bay Retriever;;F/S;MC;2004-06-27;40020;Ruby;400;;Brown;;;;HOLDING STRAY;Ride Home Free;21
8952;Bernese X Shepherd;;M;BC3;2004-05-30;40016;Tenzing;400;;Black & White & Brown;;65lbs;;HOLDING STRAY;Ride Home Free;0
8957;Welsh Corgi;;M/N;;2004-04-19;40000;Bailey;400;;Brown;;30lbs.;;HOLDING STRAY;Ride Home Free;8
8958;Doberman;2004-05-03;M/N;15597,BS;2004-04-21;20048;Boris;200;;Red;;80 lbs;;POLICE-DAY;Sold;22
8959;Lab Mix;2004-05-22;M/N;15586-TU;2004-05-15;20031;Cole;200;;Black;;50lbs;;BROUGHT-IN;Sold;21
8960;Shih Tzu;;F/S;15452 ks;2004-06-27;20074;Bonny;200;;Grey & White;;15 lbs;;HOLDING STRAY;Redeemed;21
