AnimalID;Breed;ShotsDate;Sex;ReceiptNumber;DateImpounded;PitNumber;Name;KennelNumber;DispositionDate;Color;Code;ApproxWeight;Age category;Source;Status;ACO
16712;Italian Mastiff;;F;28937 MW;2008-09-14;20032;Mica;200;;Brindle;;45 lbs;;POLICE-NIGHT;Redeemed;5
16713;Lab X;;F/S;;2008-09-15;20026;Shadow;200;;Black & White;;28.6kg;;COMPLAINT;Redeemed;22
16716;Husky;;F;08-198685;2008-09-16;20052;Bianca;200;;Red & White;;40 lbs;;HOLDING STRAY;Redeemed;12
16717;Tibetan Terrier X;;F/S;08-198783-diak;2008-09-16;20047;Nushi;200;;Black;;25 lbs;;HOLDING STRAY;Redeemed;12
16720;Australian Shepherd;;F/S;MW;2008-09-17;40045;Shiraz;400;;Black & White & Tan;;45 lbs;;HOLDING STRAY;Ride Home Free;22
16724;Lab x;2008-12-11;M/N;08-198972diak;2008-09-18;20078;Kona;200;;Black;;80;;POLICE-DAY;Redeemed;17
16726;Poodle;2008-12-11;M/N;SH08-199150DI SH;2008-09-18;20031;Barclay;200;;Brown;;10 lbs;;BROUGHT-IN;Redeemed;22
16727;Cat;;M/N;;2008-09-18;10000;;100;;Black;;15 lbs;;HOLDING STRAY;Transferred;22
16728;nova scotia duck;;M;08-198981diak;2008-09-18;20053;chester;200;;Orange;;45;;HOLDING STRAY;Redeemed;17
16733;Rat Terrier;;F/S;BM;2008-09-19;40000;Mia;400;;Tri Colour;;12 lbs;;HOLDING STRAY;Ride Home Free;23
16736;Maltipoo;2008-10-22;M/N;n/c;2008-09-21;20045;Charlie;200;;Black;;20 lbs;;POLICE-EMERGENCY;Redeemed;12
16739;Rotty;;M/N;08/199141 rf;2008-09-21;20052;Bosco;200;;Black;;;;HOLDING STRAY;Redeemed;
16740;Vizsla  X;;F/S;08-199367DI-TU;2008-09-21;20064;Baru;200;;Tan;;40 lbs;;HOLDING STRAY;Redeemed;2
16741;English Bulldog;;M/N;08-199473DI-TU;2008-09-22;20012;Pepsi;200;;Tan;;50lbs;;HOLDING STRAY;Redeemed;21
16742;Shih Tzu;;M;;2008-09-22;10000;;100;;White & Tan;;15 lbs;;BROUGHT-IN;Transferred;
16743;Shep X;2008-12-04;M/N;08-199291-TU;2008-09-22;20000;Rico;200;;Tan & White & Black;;40 lbs;;HOLDING STRAY;Redeemed;22
16749;Chi mix;;M;n/c;2008-09-06;10000;;100;;Black;;8;;HOLDING STRAY;Transferred;3
16753;Golden Retriever;;M/N;n/c RF;2008-09-27;40081;Griffen;400;;Golden;;60 lbs;;HOLDING STRAY;Ride Home Free;15
16754;Beagle   X;;M/N;;2008-09-27;40050;Bill;400;;Black;;40 lbs;;HOLDING STRAY;Ride Home Free;23
16755;Chow Chow;;M;08-199931DI/MW;2008-09-29;20016;Bobo;200;;Lite Orange;;55/bs;;HOLDING STRAY;Redeemed;21
16756;Pitbull;2008-10-21;M/N;TU;2008-09-30;40072;Pusher;400;;Tan & Brown;;70 lbs;;HOLDING STRAY;Ride Home Free;22
16758;Maltipoo;2008-09-25;M/N;;2008-09-25;20031;Noodle (new name);200;;White;;12;;BROUGHT-IN;Sold;
16801;Lab X;2008-03-10;M/N;08-203403DA-TU;2008-03-14;20073;Arlo;200;;Yellow;;65lbs;;OTHER;Sold;
16803;Maltese;2008-12-04;F/S;;2008-06-23;20044;Tia;200;;White;;12lbs;;OWNER-SURRENDERED;Sold;
16807;Long-Haired Shepherd  X;2008-08-22;F/S;08-205148daak;2008-08-21;20058;Lucy;200;;Brown & Black;;125lbs;;BROUGHT-IN;Sold;KE
16808;Pit Bull X Boxer;2008-08-29;F/S;08/205932rf;2008-08-22;20021;Penelopy Pitt Stop;200;;Brindle;;50;;HOLDING STRAY;Sold;18
16809;Pit Bull;2008-08-20;F/S;08-203647DA;2008-09-04;20074;BeeBee;200;;Black & White;;70;;BROUGHT-IN;Sold;KE
16810;Poodle X Shih Tzu;2008-01-21;F/S;08-205053daak;2008-09-07;20077;Teak;200;;White & Cream with Grey Ears;;20lbs;;OTHER;Sold;
16817;Bichon X;2008-10-03;M/N;08/204298 rf;2008-09-29;20026;Tofu;200;;White;;15 lbs;;HOLDING STRAY;Sold;22
16818;Rabbit;;M/N;08/212253;2008-07-26;20000;Oreo;200;;Black & White;;5;;BROUGHT-IN;Sold;
16819;Rottweiler;2008-08-01;M/N;;2008-07-28;10037;Justice;100;;Black & Tan;;90lbs;;HOLDING STRAY;Health;5
16820;Rabbit;;M;;2008-08-14;10000;Moosetracks;100;;White & Brown;;7lbs;;HOLDING STRAY;Transferred;17
16822;Budgie;;X;;2008-09-28;10000;;100;;Green;;;;;Transferred;MA# 11
16824;Lab;;M/N;08-203616DI-TU;2008-10-02;20056;Bailey;200;;Chocolate;;80 lbs;;HOLDING STRAY;Redeemed;22
16827;Yorkshire Terrier;;M/N;08-203634-DI;2008-10-03;20088;Bentley;200;;Black & Tan;;10;;SPCA;Redeemed;3
16832;Pigeon;;;;2008-10-04;20000;;200;;Grey & White;;2 lbs;;HOLDING STRAY;Sold;15
16841;Pitbull X;2008-12-10;M/N;;2008-10-06;10000;;100;;Brindle;;60 lbs;;COMPLAINT;Transferred;22
16843;Labrador;;M;08/203780 rf;2008-10-06;20023;Sam;200;;Yellow;;50lbs;;HOLDING STRAY;Redeemed;5
16845;Pit Bull;2008-10-10;M/N;08/204451 AK;2008-10-06;20082;Tractor;200;;Blue Brindle & White;;50lbs;;POLICE-DAY;Sold;5
16849;Mice (X 2);;;;2008-10-07;20000;;200;;White;;;;BROUGHT-IN;Sold;KE
16851;Chow Chow X;;F;n/c rf;2008-10-07;40037;Shady;400;;Tan;;45 lbs;;COMPLAINT;Ride Home Free;15
16852;Timber Wolf X;;M;n/c rf;2008-10-07;40010;Rukus;400;;White & Grey & Black;;90 lbs;;COMPLAINT;Ride Home Free;15
16854;Shep X;2008-10-04;F/S;08-205670DA-TU;2008-10-08;20037;Alta;200;;Tan & Black;;8;;BROUGHT-IN;Sold;KE
16859;Cocker;;M/N;08-204075DI- TU;2008-10-08;20062;Lucky;200;;Brown & White;;30 lbs;;HOLDING STRAY;Redeemed;22
16894;Dachshund X;;F;TU;2008-10-22;10077;Elinor;100;;Tan;;8 lbs;;POLICE-NIGHT;Transferred;12
16897;Jack Russell Terrier;;F;08-205368DI-TU;2008-10-24;20062;Bobbi;200;;Brown & White;;15Lbs;;HOLDING STRAY;Redeemed;21
16916;Lab;2008-12-08;F;08-205937DIAK;2008-10-30;20013;Dojah;200;;Chocolate;;40lbs;;HOLDING STRAY;Redeemed;21
16918;American Eskimo;2008-11-07;M/N;"08-211540DA-T""U";2008-10-30;20077;Smiley;200;;White;;25lbs;;PATROL;Sold;21
16920;Lab X;;F/S;;2008-10-31;40037;Jango;400;;Black;;;;BROUGHT-IN;Ride Home Free;
16921;Retriever/lab x;;F;n/c rf;2008-10-31;20041;Cassidy;200;;Gold;;65 lbs;;HOLDING STRAY;Redeemed;#17
16958;Springer Spaniel;;M/N;08-211050diak;2008-11-22;20067;Miles;200;;White & Chocolate;;70 lbs;;HOLDING STRAY;Redeemed;15
16967;Mastiff X Pit;2009-01-06;M;08-211659daak;2008-11-03;20088;Cleveland;200;;Black & Grey & White;;30 lbs;;BROUGHT-IN;Sold;rf
17015;Cairn Terrier;;M/N;08-213170DA-TU;2008-11-18;20029;Spencer;200;;Grey & Tan;;20 lbs;;HOLDING STRAY;Sold;12
17017;Pit Bull;;M;;2008-11-27;10050;Reece (new name);10046;;Tan with White;;60lbs;;HOLDING STRAY;Behavior;21
17020;Rabbit Lop;;M;;2008-11-22;100;Garth;100;;Calico;;3 lbs;;BROUGHT-IN;Transferred;rv
17025;Heeler X;;F/S;08/212172 rv;2008-12-02;20021;Emi;200;;Black & Grey;;35 lbs;;BROUGHT-IN;Redeemed;4
17034;Shepherd X;;M/N;08-212557DI-Tu;2008-12-04;20005;Skookum;200;;Black & Tan & White;;50lbs;;HOLDING STRAY;Redeemed;5
17037;Lab X Ridgeback;;M/N;08/212732DL;2008-12-04;20078;Mowgli;200;;Black & White;;55;;BROUGHT-IN;Sold;KE
17038;Welsh Terrier X;;M/N;;2008-12-04;40000;Rags;400;;Brown;;;;HOLDING STRAY;Ride Home Free;22
17042;Lab X Shep;;M;08-213569DAAK;2008-12-06;20028;Fozzie;200;;Tan & Black;;5;;BROUGHT-IN;Sold;KE
17045;Budgie;;;08-214449;2008-12-07;20000;;200;;White & Blue;;;;BROUGHT-IN;Sold;
17047;Budgie;;;08-214449;2008-12-07;20000;;200;;Yellow;;;;BROUGHT-IN;Sold;
17049;Shepherd X;;F/S;;2008-11-27;40000;Jessie;400;;Black Brown & Tan;;;;HOLDING STRAY;Ride Home Free;3
17055;Retriever X;;F;08/213175;2008-12-09;20030;Jade;200;;Golden Red;;45lbs;;;Redeemed;5
17057;German Shep;;M;08-213441diak;2008-12-11;20005;Viva;200;;Black & Tan;;75;;HOLDING STRAY;Redeemed;3
17060;Siberian Husky;;M/N;09-156293 rv;2008-12-12;20081;Dodge;200;;Black & White;;40 lbs;;HOLDING STRAY;Sold;23
17064;Alaskan Malamute;;M/N;SA18;2008-12-13;40000;Gus;400;;Sable & Grey;;85lbs;;HOLDING STRAY;Ride Home Free;SA18
17070;Spaniel X Peke;;M;08-213814DI-TB;2008-12-15;20056;Momo;200;;Tan;;45 lbs;;BROUGHT-IN;Redeemed;4
17071;Malamute X;;M/N;n/c;2008-12-15;40083;Gringo;400;;tri colour;;60lbs;;HOLDING STRAY;Ride Home Free;5
17074;German Shepherd;;F;N/C-AK RHF;2008-12-17;40029;Mui Mui;400;;Black & Tan;;75;;COMPLAINT;Ride Home Free;3
17078;Alaskan Malamute X;;M/N;08-214220DI-TU;2008-12-18;20074;Flint;200;;Tan and some black;;55;;HOLDING STRAY;Redeemed;17
27813;Labrador;;F;;2016-12-08;;Stella;200;2016-12-10;Brown;;;Adult;POLICE-DAY;Redeemed;3
27826;Cat - DSH;;M/N;n/a;2016-12-11;;Tiga;200;2016-12-15;Orange;;;Adult;POLICE-NIGHT;Redeemed;26
27827;Labrador;;M/N;DI 16-315758;2016-12-13;;Jake;200;2016-12-13;Yellow;;;Senior;BROUGHT-IN;Redeemed;
27834;Chihuahua;;F;;2016-12-16;;Molly;400;2016-12-16;White/Tan;;;Adult;BROUGHT-IN;Ride Home Free;
27837;Eng. Springer Spaniel;;F/S;DI 16-318930 DB;2016-12-24;;Orri;200;2016-12-24;White;;;Senior;HOLDING STRAY;Redeemed;40
27839;Germ. Shepherd;;M/N;DI 16-319057 DB;2016-12-26;;Ralphie;200;2016-12-27;Black;;;Senior;POLICE-DAY;Redeemed;12
27841;Rats Fancy, Male x 2;;M;DA 17-178142 DB;2016-12-29;;Vaan & Tidus;200;2017-01-26;White/Grey;;;Adult;HOLDING STRAY;Sold;40
27842;Rats Fancy, Female x 2;;F;;2016-12-29;;;100;2017-01-05;White/Grey;;;Adult;HOLDING STRAY;Transferred;40
27845;Doberman Pinscher;;M;N/A;2016-12-30;;Bane;200;2017-01-11;Black;;;Adult;HOLDING STRAY;Redeemed;40
27847;Bullmastiff;2017-01-16;M/N;DA 17-215424 DB;2016-12-30;;Thorin (new name) Theo;200;2017-04-21;Brown;Blue;;Adult;HOLDING STRAY;Sold;40 & 41
27848;Guinea Pig;;F;DA 17-173195 MA;2016-12-31;;Zev (new name);200;2017-01-14;Tan;;;Adult;HOLDING STRAY;Sold;40
27851;Hamster;;F;;2017-01-02;;Pris (new name);200;2017-01-22;White;;;Adult;HOLDING STRAY;Sold;41
27853;Chicken;;F;;2017-01-03;;;100;2017-01-06;Orange/Black;;;Adult;HOLDING STRAY;Transferred;
27865;Rat, Fancy;;M;RHF;2017-01-08;;Marshmellow;400;2017-01-08;White;;;Adult;POLICE-DAY;Ride Home Free;42
27868;Pomeranian;2017-02-23;M/N;DA 17-189742 DB;2017-01-09;;Mojo (new name);200;2017-02-26;Tan;Green;;Adult;HOLDING STRAY;Sold;41
27872;Shih Tzu X;;M/N;DI 17-171264 AK;2017-01-10;;Muffin;200;2017-01-11;White;;;Young Adult;HOLDING STRAY;Redeemed;Stephen 37
27883;Amer. Eskimo Dog;;F;DI 17-173982 AK;2017-01-16;;Eskimo;200;2017-01-16;White;;;Senior;HOLDING STRAY;Redeemed;43
27884;Pigeon;;X;;2017-01-18;;;100;2017-02-23;White;;;Adult;COMPLAINT;Transferred;40
27889;Dachshund;;M;17-176204 DI;2017-01-18;;Randall;200;2017-01-21;Brown;;;Adult;HOLDING STRAY;Redeemed;38
27890;Shih Tzu;;F;DI 17-175838 DB;2017-01-19;;Coco;200;2017-01-20;Black;;;Adult;BROUGHT-IN;Redeemed;
27898;Pug;;M/N;RHF;2017-01-22;;Budz;200;2017-01-22;Cream;;;Adult;HOLDING STRAY;Redeemed;42
27901;Lab X;;M/N;RHF-n/c-AK;2017-01-23;;Charlie;400;2017-01-24;Black;;;Young Adult;HOLDING STRAY;Ride Home Free;41
27905;Guinea Pig;;F;;2017-01-26;;Patty (new name);100;2017-04-25;Black;;;Adult;BROUGHT-IN;Transferred;
27907;Guinea Pig;;M;DA 17-184292 AK;2017-01-26;;Pete (new name);200;2017-02-09;Tan/White;;;Adult;BROUGHT-IN;Sold;
27908;West Highland Terrier;;M/N;DI 17-178988 DB;2017-01-27;;Polo;200;2017-01-28;White;;;Adult;HOLDING STRAY;Redeemed;11
27912;Shih Tzu;;M/N;DI 17-179217 AK;2017-01-28;;Xiao Bao;200;2017-01-29;Tan;;;;BROUGHT-IN;Redeemed;Andree
27916;Maltese;;F;17-182140 DI;2017-02-03;;Snowball;200;2017-02-04;White;;;Adult;BROUGHT-IN;Redeemed;Anika
27920;Rat, Fancy- x 2 young F;;F;17-192824 DA AK;2017-02-07;;;200;2017-02-28;White/Brown;;;Adult;HOLDING STRAY;Sold;40
27924;Cat - DMH;;F/S;;2017-02-07;;Smokey;100;2017-02-16;Grey;;;Young Adult;POLICE-NIGHT;Transferred;40
27926;Rottweiler;;F/S;;2017-02-09;;BOWE;400;2017-02-10;Black;;;Adult;HOLDING STRAY;Ride Home Free;23
27930;Shiba Inu;;F;DI 17-185700 DB;2017-02-13;;Dodge;200;2017-02-14;Tan;;;Young Adult;HOLDING STRAY;Redeemed;43
27937;Rottie X;;F;N/A;2017-02-16;;Sadies;200;2017-02-16;Black;;;Adult;HOLDING STRAY;Redeemed;40
27940;Pug;;M;n/a;2017-02-16;;Chris;400;2017-02-17;Tan;;;Senior;HOLDING STRAY;Ride Home Free;39
27947;Labrador;;M;RHF-n/c - AK;2017-02-20;;C'est Tout;200;2017-02-21;Black;;;;HOLDING STRAY;Redeemed;AC0 42
27950;Malamute;;M;;2017-02-22;;Mexico;400;2017-02-22;White;;;Adult;HOLDING STRAY;Ride Home Free;38
27959;Husky;;M;DI 17-189847 DB;2017-02-24;;YoYo;200;2017-02-24;Black;;;Adult;;Redeemed;32
27967;Beagle;2017-03-09;F/S;DA 17-209928;2017-03-02;;Queen Bee;200;2017-03-26;Blk/Brown/White;yellow;;Adult;BROUGHT-IN;Sold;
27968;Rooster;;M;;2017-03-02;;Wally;100;2017-03-09;White;;;Adult;BROUGHT-IN;Transferred;
27971;Germ. Shepherd;;M;DI 17-196364 KW;2017-03-05;;Blitz;200;2017-03-06;Black;;;Young Adult;HOLDING STRAY;Redeemed;12
27974;Guinea Pig - Abyssinian, baby;;F;DA 17-201882;2017-03-05;;Nutter;200;2017-03-21;Red;;;Puppy;TRANSFERRED;Sold;rb
27975;Guinea Pig, baby;;F;DA 17-201882;2017-03-05;;Fluffer;200;2017-03-21;Tan;;;Puppy;TRANSFERRED;Sold;rb
27980;Pigeon;;X;;2017-03-08;;;100;2017-03-10;White;;;;HOLDING STRAY;Health;11
27985;Chihuahua;;F;DI 17-197923 DB;2017-03-09;;Willow;200;2017-03-10;Brown/Gold/White;;;Adult;HOLDING STRAY;Redeemed;38
27987;Eng. Bulldog;;M/N;n/a;2017-03-12;;Charlie;400;2017-03-14;White;;;Adult;HOLDING STRAY;Ride Home Free;43/26
27991;Germ. Shepherd;;M/N;DA 17-202945 DB;2017-03-14;;Hero;200;2017-03-25;Tan;Yellow/Blue;;Senior;OWNER-SURRENDERED;Sold;27
28001;Yorkie/Min Pin X;;M;n/a;2017-03-18;;Hank;400;2017-03-18;Tan;;;Adult;BROUGHT-IN;Ride Home Free;
28007;Cockapoo;2017-03-27;M/N;DA 17-210789 MA;2017-03-22;;Teddy - new name;200;2017-04-10;Black;Green;;Senior;HOLDING STRAY;Sold;3
28015;French Bulldog;;M;DI 17-203922;2017-03-27;;Walter;200;2017-03-27;Black;;;Young Adult;BROUGHT-IN;Redeemed;
28019;Pomeranian;;F;DI 17-204266;2017-03-27;;Coco;200;2017-03-28;Black;;;Adult;HOLDING STRAY;Redeemed;42
28022;Chihuahua;;M/N;;2017-03-28;;Buddy;200;2017-03-29;Tan;;;Senior;POLICE-NIGHT;Redeemed;3
28023;Lab/Rottweiler X;;M/N;n/a;2017-03-28;;Peanut Butter;400;2017-03-30;Black;;;Adult;POLICE-DAY;Ride Home Free;39
28027;Formosan Mtn Dog;;M/N;DI 17-207569 -MA;2017-03-31;;Jax;200;2017-03-31;Black;;;Young Adult;BROUGHT-IN;Redeemed;
28032;Aust. Cattle Dog;;M/N;n/a;2017-03-31;;Banksy;400;2017-04-01;Black;;;Adult;POLICE-DAY;Ride Home Free;39
28034;Husky X;;M/N;DI 17-207970 -MA;2017-04-01;;Cuan;200;2017-04-01;Black;;;Adult;HOLDING STRAY;Redeemed;39
28036;Shih Tzu;;F;DI 17-208569 -MA;2017-04-02;;Jinny;200;2017-04-03;Black;;;Senior;HOLDING STRAY;Redeemed;12
28037;Shiba Inu;;F;17-208668 DI;2017-04-03;;Ino;200;2017-04-03;Brown;;;Young Adult;HOLDING STRAY;Redeemed;12
28041;Lhasa Apso;;M/N;n/a;2017-04-04;;Chiloh;200;2017-04-07;Tan/White;;;Adult;BROUGHT-IN;Redeemed;
28042;Shiba Inu;;M;RHF;2017-04-04;;Saib;400;2017-04-04;Tan;;;Senior;HOLDING STRAY;Ride Home Free;12
28043;Goldendoodle;;M;N/A;2017-04-04;;Oakley;200;2017-04-07;Cream;;;Young Adult;POLICE-DAY;Redeemed;ACO 26
28044;Old English Sheepdog;;F;n/a;2017-04-04;;Bell (aka Papaya);400;2017-04-06;White;;;Adult;HOLDING STRAY;Ride Home Free;3/26
28053;Rough Collie;;F;DI 17-211769;2017-04-10;;Seren;200;2017-04-10;Blue;;;Adult;HOLDING STRAY;Redeemed;ACO 27
28055;Lhasa Apso;;M/N;n/c;2017-04-10;;Griffy;200;2017-04-16;Apricot;;;Adult;POLICE-DAY;Redeemed;42
28056;Terrier X;;F;n/c;2017-04-10;;Gina;200;2017-04-16;Apricot;;;Young Adult;POLICE-DAY;Redeemed;42
28060;Presa Canario;;F;17-212193 DI;2017-04-11;;Tiger;200;2017-04-11;Brindle;;;Senior;HOLDING STRAY;Redeemed;11/26
28061;Chihuahua;;M/N;N/A;2017-04-11;;Buddy;200;2017-04-13;Tan;;;Adult;POLICE-DAY;Redeemed;3 & 27
28066;Rat, Fancy x 1 Male;;M;n/c;2017-04-13;;Obi-Wan;200;2018-01-04;White/Brown;;;Adult;HOLDING STRAY;Sold;40
28070;Doberman Pinscher;;M;DI 17-213469;2017-04-14;;Loki;200;2017-04-15;Black;;;Young Adult;HOLDING STRAY;Redeemed;32
28072;Chihuahua;;M;DI 17-213705;2017-04-15;;Hugo;200;2017-04-16;Black;;;Young Adult;HOLDING STRAY;Redeemed;42
28074;Chihuahua;;F;DI 17-214366 DB;2017-04-16;;ChiChi;200;2017-04-18;Cream;;;Adult;HOLDING STRAY;Redeemed;12/26
28077;Chihuahua;;F;n/a;2017-04-16;;Oreo;200;2017-04-18;Black;;;Senior;POLICE-EMERGENCY;Redeemed;
28079;Budgie;;F;;2017-04-18;;;100;2017-04-19;Green/Yellow/Black;;;Young Adult;BROUGHT-IN;Passed Away;
28083;Guinea Pig;;F;;2017-04-18;;Penny;200;2017-06-07;Tri colored - Large;;;Young Adult;COMPLAINT;Sold;
28086;Lab X;;M/N;n/a;2017-04-18;;Farley;400;2017-04-19;Yellow;;;Senior;HOLDING STRAY;Ride Home Free;35
28093;Shih Tzu;;M/N;DI 17-216041;2017-04-23;;TT;200;2017-04-23;Cream;;;Senior;HOLDING STRAY;Redeemed;26/34
28094;Spaniel;;M;17-216822;2017-04-23;;Illy;200;2017-04-25;Brown;;;Adult;BROUGHT-IN;Redeemed;maria
28097;Cat - DSH;;F/S;;2017-04-25;;Princess Gertie;100;2017-05-13;Grey;;;Adult;POLICE-EMERGENCY;Transferred;ACO 42
28098;Pigeon;;X;;2017-04-26;;;100;2017-05-11;Brownish with pink hue;;;Young Adult;HOLDING STRAY;Transferred;26/34
28099;Shepherd X;;M/N;n/a;2017-04-26;;Jake;400;2017-04-26;Black;;;Senior;HOLDING STRAY;Ride Home Free;ACO 41
28103;Labrador;;M/N;DI 17-220100;2017-04-27;;Caesar;200;2017-04-30;Brown;;;Adult;HOLDING STRAY;Redeemed;34
28106;NS Duck Toll. Retriever;;M;DI 17-218770 DB;2017-04-28;;Dilla;200;2017-04-29;Red;;;Adult;BROUGHT-IN;Redeemed;Maria
28107;Pigeon;;X;;2017-04-29;;;100;2017-05-11;White;;;Adult;COMPLAINT;Transferred;34
28116;Pit Bull;;M/N;DI 17-221404;2017-05-01;;Cell;200;2017-05-02;Brown;;;Adult;HOLDING STRAY;Redeemed;ACO 43
28121;Pomeranian;;M;n/a;2017-05-04;;Spenser;400;2017-05-04;Black;;;Young Adult;HOLDING STRAY;Ride Home Free;37
28122;Pigeon;;M;;2017-05-04;;;100;2017-05-05;Black;;;;BROUGHT-IN;Health;
28125;Formosen Mt Dog X;2017-05-10;F/S;DA 17-236636 MA;2017-05-06;;Stella (now)Mariah (new name);200;2017-06-02;Brown;Yellow;;Adult;HOLDING STRAY;Sold;32
28127;Dachshund;;F;DI 17-226109 AH;2017-05-07;;Chanel (Poochie);200;2017-05-09;Black;;;Senior;HOLDING STRAY;Redeemed;43
28128;Pomeranian;;M;DI 17-227818 EL;2017-05-08;;Henery;200;2017-05-12;Brown;;;Adult;HOLDING STRAY;Redeemed;27
28132;Rat, Fancy X8;;X;;2017-05-09;;;100;2017-05-09;White/Black;;;Puppy;BROUGHT-IN;Health;
28133;Cocker Spaniel;;M/N;17-226559 DIAK;2017-05-10;;Pokey;200;2017-05-10;Black;;;Senior;HOLDING STRAY;Redeemed;12
28137;Shar-Pei;;M/N;n/a;2017-05-12;;Dante;400;2017-05-12;Tan;;;Senior;HOLDING STRAY;Ride Home Free;23
28138;Lab X;;M;DI 17-228563 -MA;2017-05-12;;Rooty Hot Rod Johnson;200;2017-05-14;Black w/ white on chest;;;Young Adult;HOLDING STRAY;Redeemed;23
28140;Maltese;;F/S;n/a;2017-05-13;;Zoe;200;2017-05-18;White;;;Adult;POLICE-DAY;Redeemed;23
28144;Rat;;M;DA 17-230315;2017-05-14;;Casper (new Name);200;2017-05-18;Seal Point;;;Adult;BROUGHT-IN;Sold;
28148;Heeler;2017-06-15;F/S;DA 17-247947 DB;2017-05-16;;Mercy;200;2017-06-24;Tan;Yellow;;Young Adult;BROUGHT-IN;Sold;
28149;Shepherd/Husky X;;M;DB 17-233898 DB;2017-05-17;;Able;200;2017-05-25;Black/Tan;;;Young Adult;POLICE-DAY;Redeemed;41
28154;Chihuahua;;M;DI 17-231703 DB;2017-05-19;;Chico;200;2017-05-20;Tan;;;Adult;HOLDING STRAY;Redeemed;32
28156;Presa Canario;;M;DI 17-233253 AK;2017-05-20;;Coba;200;2017-05-24;Brown;;;Puppy;POLICE-DAY;Redeemed;3
28158;Aussie Shep/Lab X;2017-06-15;F/S;DA 17-257925 AK;2017-05-20;;Toney;200;2017-07-16;Brown/White;Green;;Adult;POLICE-DAY;Sold;3
28159;Yorkie X;;M/N;DI 17-231760 DB;2017-05-20;;Princeton;200;2017-05-20;Tan/Grey;;;Adult;HOLDING STRAY;Redeemed;
28160;Dachshund;;F;DI 231766 DB;2017-05-20;;Roxy;200;2017-05-20;Brown;;;Adult;BROUGHT-IN;Redeemed;
28163;Yorkshire Terrier;;M/N;17-232071;2017-05-21;;Beans;200;2017-05-21;Brown;;;Adult;HOLDING STRAY;Redeemed;43
28164;Bichon Frise;;M/N;17-232070;2017-05-21;;Benji;200;2017-05-21;White;;;Adult;HOLDING STRAY;Redeemed;43
28165;French Bulldog;;M;17-233247 DIAK;2017-05-23;;Rondo;200;2017-05-24;Black;;;Young Adult;BROUGHT-IN;Redeemed;ACO 11
28169;Eng. Bulldog;;F;N/C;2017-05-24;;Mercedes;200;2017-05-24;White/Tan Brindle;;;Young Adult;HOLDING STRAY;Redeemed;
28170;Chihuahua X;;M/N;n/a;2017-05-24;;Leon;400;2017-05-24;Tan/White;;;Adult;BROUGHT-IN;Ride Home Free;
28172;Budgie;;X;;2017-05-25;;;100;2017-05-30;Blue;;;Adult;HOLDING STRAY;Transferred;41
28173;Korean Jindo;;M/N;n/a;2017-05-26;;Jerry;400;2017-05-26;Red;;;Adult;HOLDING STRAY;Ride Home Free;ACO 32
28178;Shepherd X;;F;DI 17-236720 DB;2017-05-28;;Mishka;200;2017-05-31;Brown;;;Adult;HOLDING STRAY;Redeemed;27
28180;Shepherd X;;F;17-236137 DI;2017-05-28;;Greta Gravy;200;2017-05-29;Cream;;;Adult;HOLDING STRAY;Redeemed;ACO 43
28185;Labradoodle;;M;DI 17-237496 DB;2017-05-31;;Chester;200;2017-05-31;Yellow;;;Young Adult;HOLDING STRAY;Redeemed;11
28188;Pit X;;M/N;DI 17-239283 -MA;2017-06-03;;Fargo;200;2017-06-03;Brown;;;Young Adult;HOLDING STRAY;Redeemed;11
28195;Golden Retriever;;F;DI 17-239607 AK;2017-06-04;;Allie;200;2017-06-04;Golden;;;Adult;BROUGHT-IN;Redeemed;
28198;Bird, Budgie;;M;DA 17-251132 -MA;2017-06-04;;Kiwi (new name);200;2017-06-29;Yellow/Green/Black;;;Adult;BROUGHT-IN;Sold;
28200;Pit X;;M;n/c;2017-06-05;;Regis;400;2017-06-05;Black;;;Adult;HOLDING STRAY;Ride Home Free;ACO 43
28201;Miniature Poodle;;M/N;DI 17-240969 AK;2017-06-06;;KK;200;2017-06-07;Brown;;;Adult;HOLDING STRAY;Redeemed;41
28209;Chihuahua;;M/N;DI 17-242149 DB;2017-06-09;;Nietzsche;200;2017-06-10;Tan;;;Adult;HOLDING STRAY;Redeemed;ACO 41
28213;Chihuahua;;M;DI 17-242521 AK;2017-06-11;;Norman;200;2017-06-11;;;;Adult;BROUGHT-IN;Redeemed;ACO 34
28215;Husky X;;F;DI 17-244089 DB;2017-06-13;;CoCo;200;2017-06-14;Black;;;Adult;HOLDING STRAY;Redeemed;27
28219;Lab X;;F/S;DI 17-244495 DB;2017-06-15;;Lou Lou;200;2017-06-15;Golden;;;Adult;HOLDING STRAY;Redeemed;34
28224;Budgie;;X;DA 17-246630 -MA;2017-06-16;;;200;2017-06-20;Green/Yellow/Black;;;Adult;HOLDING STRAY;Sold;41
28225;Schnauzer;;M/N;DI 17-245666 AK;2017-06-17;;Snow;200;2017-06-18;Light Grey;;;Adult;BROUGHT-IN;Redeemed;
28226;Poodle X;;M/N;n/c;2017-06-18;;Misty;400;2017-06-18;White;;;Adult;HOLDING STRAY;Ride Home Free;ACO 27
28227;Cocker Spaniel;;M/N;n/c;2017-06-18;;Kahmmy;400;2017-06-18;Black;;;Young Adult;HOLDING STRAY;Ride Home Free;ACO34
